"seqnames","start","end","width","strand","Conc","Conc_p53KD","Conc_Scramble","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","annotation_category","input_gene","ENTREZID"
"chr19",2541166,2541666,501,"*",4.6321615186653,0,5.6321615186653,-6.48931396461482,1.49899991071084e-05,0.00173631420053894,"Intron (ENST00000382159.8/2788, intron 3 of 4)",19,2491706,2494839,3134,2,"124904614","ENST00000776228.1",-46327,"ENSG00000301105","LOC124904614","uncharacterized LOC124904614","Other intron","LOC124904614","124904614"
"chr15",100803813,100804313,501,"*",4.6296831449884,0,5.6296831449884,-6.47565937073331,1.57016851800583e-05,0.00173631420053894,"Exon (ENST00000770601.1/105371024, exon 5 of 5)",15,100782417,100786189,3773,2,"440313","ENST00000639346.1",-17624,NA,"LOC440313","protein enabled homolog","Other exon","LOC440313","440313"
"chr19",40417016,40417516,501,"*",4.62149983684784,0,5.62149983684784,-6.44996583265741,1.68215523205948e-05,0.00173631420053894,"Promoter (2-3kb)",19,40413338,40414793,1456,2,"57716","ENST00000676042.1",-2223,"ENSG00000105227","PRX","periaxin","Promoter (2-3 kb)","PRX","57716"
"chr1",228082099,228082599,501,"*",4.61321512485571,0,5.61321512485571,-6.42104891213982,1.82965982883237e-05,0.00175945924087355,"Promoter (<=1kb)",1,228082708,228099212,16505,1,"375","ENST00000272102.10",-109,"ENSG00000143761","ARF1","ARF GTPase 1","Promoter (<=1 kb)","ARF1","375"
"chr1",35268433,35268933,501,"*",4.83775055888789,0,5.83775055888789,-6.32320557831437,3.60997888832332e-05,0.00242319832878703,"Promoter (<=1kb)",1,35268709,35422058,153350,1,"9202","ENST00000314607.11",0,"ENSG00000146463","ZMYM4","zinc finger MYM-type containing 4","Promoter (<=1 kb)","ZMYM4","9202"
"chr11",119845566,119846066,501,"*",4.55091828427679,0,5.55091828427679,-6.29136022652845,2.43473929746265e-05,0.00189976295168535,"Intron (ENST00000813938.1/124902771, intron 3 of 3)",11,119854780,119867684,12905,1,"124902771","ENST00000813945.1",-8714,"ENSG00000287545","LOC124902771","uncharacterized LOC124902771","Other intron","LOC124902771","124902771"
"chr5",69188803,69189303,501,"*",4.69403555204016,0,5.69403555204016,-6.29095239818802,3.14381252007022e-05,0.00215518381695027,"Promoter (<=1kb)",5,69181462,69189461,8000,2,"112267932","ENST00000732377.1",158,NA,"LOC112267932","uncharacterized LOC112267932","Promoter (<=1 kb)","LOC112267932","112267932"
"chr19",43503953,43504453,501,"*",4.50017513395156,0,5.50017513395156,-6.20584472209742,2.85449525363333e-05,0.00200334216244036,"Promoter (<=1kb)",19,43474341,43504414,30074,2,"653583","ENST00000596141.2",0,"ENSG00000176531","PHLDB3","pleckstrin homology like domain family B member 3","Promoter (<=1 kb)","PHLDB3","653583"
"chr22",38705697,38706197,501,"*",4.43764399338633,0,5.43764399338633,-6.05423505822111,3.88592114583899e-05,0.00255519141467209,"Promoter (<=1kb)",22,38705742,38716867,11126,1,"9567","ENST00000484657.5",0,"ENSG00000100226","GTPBP1","GTP binding protein 1","Promoter (<=1 kb)","GTPBP1","9567"
"chr11",57514108,57514608,501,"*",4.49150435087894,0,5.49150435087894,-6.01907725701251,4.60733111447812e-05,0.00291074918644088,"Promoter (<=1kb)",11,57493993,57514615,20623,2,"8501","ENST00000533066.5",7,"ENSG00000149150","SLC43A1","solute carrier family 43 member 1","Promoter (<=1 kb)","SLC43A1","8501"
"chr7",66075519,66076019,501,"*",4.40197866638683,0,5.40197866638683,-5.97464037003827,4.49752960048973e-05,0.00289820807455558,"Promoter (<=1kb)",7,66075800,66092930,17131,1,"435","ENST00000672586.1",0,"ENSG00000126522","ASL","argininosuccinate lyase","Promoter (<=1 kb)","ASL","435"
"chr15",98785758,98786258,501,"*",4.34560782328432,0,5.34560782328432,-5.83298555684451,5.80202650570607e-05,0.00346187581507129,"Promoter (1-2kb)",15,98784426,98784502,77,1,"100616432","ENST00000580728.1",1332,"ENSG00000264480","MIR4714","microRNA 4714","Promoter (1-2 kb)","MIR4714","100616432"
"chr6",42217307,42217807,501,"*",4.47216158969524,0,5.47216158969524,-5.81475176190894,7.09033143337584e-05,0.00400790313655034,"Promoter (<=1kb)",6,42206694,42217861,11168,2,"55173","ENST00000718325.1",54,"ENSG00000048544","MRPS10","mitochondrial ribosomal protein S10","Promoter (<=1 kb)","MRPS10","55173"
"chr19",44890485,44890985,501,"*",4.33493929861451,0,5.33493929861451,-5.79202732130836,6.268129992513e-05,0.00367198451561398,"Promoter (<=1kb)",19,44890569,44891525,957,1,"10452","ENST00000589253.1",0,"ENSG00000130204","TOMM40","translocase of outer mitochondrial membrane 40","Promoter (<=1 kb)","TOMM40","10452"
"chr2",200408680,200409180,501,"*",5.16839534926422,0,6.15875608300228,-5.73204067142612,2.46831153543657e-05,0.00189976295168535,"Intron (ENST00000439084.5/26010, intron 2 of 4)",2,200393077,200467378,74302,1,"26010","ENST00000438761.5",15603,"ENSG00000196141","SPATS2L","spermatogenesis associated serine rich 2 like","Other intron","SPATS2L","26010"
"chr17",43387832,43388332,501,"*",4.38010005559124,0,5.38010005559124,-5.7183486494684,7.7509371068398e-05,0.00421496877531297,"Promoter (<=1kb)",17,43338741,43388312,49572,2,"100130581","ENST00000658096.1",0,"ENSG00000188825","LINC00910","long intergenic non-protein coding RNA 910","Promoter (<=1 kb)","LINC00910","100130581"
"chr3",119464265,119464765,501,"*",4.64601879920939,0,5.64601879920939,-5.71681970740992,0.000102570727465819,0.00478960701296911,"Promoter (<=1kb)",3,119447018,119463665,16648,2,"55254","ENST00000468676.5",-600,"ENSG00000176142","TMEM39A","transmembrane protein 39A","Promoter (<=1 kb)","TMEM39A","55254"
"chr12",7994784,7995284,501,"*",4.31336261512562,0,5.31336261512562,-5.67350274938801,7.84910386464241e-05,0.00421496877531297,"Exon (ENST00000470614.1/ENST00000470614.1, exon 1 of 1)",12,7919230,8019007,99778,2,"6515","ENST00000707174.1",23723,"ENSG00000059804","SLC2A3","solute carrier family 2 member 3","Other exon","SLC2A3","6515"
"chr9",121075178,121075678,501,"*",4.50079772130198,0,5.50079772130198,-5.648124091029,0.000101033864118001,0.00478960701296911,"Promoter (<=1kb)",9,120932987,121075184,142198,2,"727","ENST00000696280.1",0,"ENSG00000106804","C5","complement C5","Promoter (<=1 kb)","C5","727"
"chr7",151226788,151227288,501,"*",4.44822765108208,0,5.44822765108208,-5.61366014150471,0.000102128356815778,0.00478960701296911,"Promoter (<=1kb)",7,151211484,151227205,15722,2,"10061","ENST00000287844.7",0,"ENSG00000033050","ABCF2","ATP binding cassette subfamily F member 2","Promoter (<=1 kb)","ABCF2","10061"
"chr3",49028966,49029466,501,"*",5.38675777870752,0,6.37014707444031,-5.61150536969534,1.68725096915698e-06,0.000517465302461274,"Promoter (<=1kb)",3,49024325,49029398,5074,2,"3615","ENST00000326739.9",0,"ENSG00000178035","IMPDH2","inosine monophosphate dehydrogenase 2","Promoter (<=1 kb)","IMPDH2","3615"
"chr20",47280967,47281467,501,"*",4.30005219163688,0,5.30005219163688,-5.60512979290691,8.8658986632231e-05,0.0046074073375653,"Intron (ENST00000311275.11/23613, intron 10 of 21)",20,47210413,47298900,88488,2,"23613","ENST00000467200.6",17433,"ENSG00000101040","ZMYND8","zinc finger MYND-type containing 8","Other intron","ZMYND8","23613"
"chr12",53218453,53218953,501,"*",4.30484790883548,0,5.30484790883548,-5.57833733044318,9.39087486048737e-05,0.00472082769921384,"Promoter (1-2kb)",12,53215374,53220084,4711,2,"5916","ENST00000548284.1",1131,"ENSG00000172819","RARG","retinoic acid receptor gamma","Promoter (1-2 kb)","RARG","5916"
"chr1",153550518,153551018,501,"*",4.30962773721104,0,5.30962773721104,-5.54389422924871,0.000100793663800793,0.00478960701296911,"Promoter (<=1kb)",1,153543621,153550136,6516,2,"6275","ENST00000368714.1",-382,"ENSG00000196154","S100A4","S100 calcium binding protein A4","Promoter (<=1 kb)","S100A4","6275"
"chr17",29580475,29580975,501,"*",4.24696193587412,0,5.24696193587412,-5.44522687902751,0.000113398832294833,0.00514607095287258,"Promoter (<=1kb)",17,29576380,29581381,5002,2,"28964","ENST00000585148.1",406,"ENSG00000108262","GIT1","GIT ArfGAP 1","Promoter (<=1 kb)","GIT1","28964"
"chr15",65868971,65869471,501,"*",4.24945166763927,0,5.24945166763927,-5.4314241120303,0.000116574684340056,0.00521506259380617,"Promoter (<=1kb)",15,65869456,65888247,18792,1,"8766","ENST00000564910.5",0,"ENSG00000103769","RAB11A","RAB11A, member RAS oncogene family","Promoter (<=1 kb)","RAB11A","8766"
"chr6",3194882,3195382,501,"*",4.3856169107226,0,5.3856169107226,-5.37468810072646,0.000145855875427381,0.00573106866618317,"Promoter (<=1kb)",6,3189648,3195777,6130,2,"100507194","ENST00000814153.1",395,"ENSG00000230269","LINC02525","long intergenic non-protein coding RNA 2525","Promoter (<=1 kb)","LINC02525","100507194"
"chr17",2511644,2512144,501,"*",4.17622531323446,0,5.17622531323446,-5.3015826100647,0.000136662397444129,0.0055040780570623,"Promoter (<=1kb)",17,2416049,2511888,95840,2,"79066","ENST00000263092.11",0,"ENSG00000127804","METTL16","methyltransferase 16, RNA N6-adenosine","Promoter (<=1 kb)","METTL16","79066"
"chr3",150408090,150408590,501,"*",4.93207750331912,0,5.91700570557593,-5.19983032173182,6.54429151483645e-05,0.00376530486800055,"Promoter (<=1kb)",3,150408298,150466422,58125,1,"9819","ENST00000361875.8",0,"ENSG00000196428","TSC22D2","TSC22 domain family member 2","Promoter (<=1 kb)","TSC22D2","9819"
"chr6",125956681,125957181,501,"*",4.29972845941629,0,5.29972845941629,-5.10821263310062,0.000207108239538814,0.00748906804721547,"Promoter (<=1kb)",6,125956770,125980244,23475,1,"135114","ENST00000229633.7",0,"ENSG00000111911","HINT3","histidine triad nucleotide binding protein 3","Promoter (<=1 kb)","HINT3","135114"
"chr15",64841998,64842498,501,"*",4.21240725995111,0,5.21240725995111,-5.10161094061219,0.00019577729873007,0.00719811202485636,"Promoter (<=1kb)",15,64841948,64930920,88973,1,"80301","ENST00000437723.1",50,"ENSG00000241839","PLEKHO2","pleckstrin homology domain containing O2","Promoter (<=1 kb)","PLEKHO2","80301"
"chr16",89325903,89326403,501,"*",4.11282121372736,0,5.11282121372736,-5.09755759612411,0.000181721199451947,0.00680820586783923,"Promoter (2-3kb)",16,89300696,89328986,28291,2,"29123","ENST00000563291.1",2583,"ENSG00000167522","ANKRD11","ankyrin repeat domain containing 11","Promoter (2-3 kb)","ANKRD11","29123"
"chrX",14029059,14029559,501,"*",4.10578307847813,0,5.10578307847813,-5.04447630275578,0.000196596479884345,0.00719811202485636,"Promoter (<=1kb)",23,14009111,14029615,20505,2,"54960","ENST00000332885.7",56,"ENSG00000046647","GEMIN8","gem nuclear organelle associated protein 8","Promoter (<=1 kb)","GEMIN8","54960"
