seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	2198621	2198915	295	*	Scramble_H4K16ac_rep1_peak_564	15	.	3.67648	4.35119	1.56394	Promoter (<=1kb)	1	2189548	2199907	10360	2	199990	ENST00000401813.7	992	ENSG00000162585	FAAP20	FA core complex associated protein 20
chr1	2213112	2213601	490	*	Scramble_H4K16ac_rep1_peak_565	19	.	3.97451	4.88689	1.97614	Promoter (<=1kb)	1	2189548	2212720	23173	2	199990	ENST00000487186.5	-392	ENSG00000162585	FAAP20	FA core complex associated protein 20
chr1	2314623	2315238	616	*	Scramble_H4K16ac_rep1_peak_566	30	.	4.67731	6.22197	3.05191	Promoter (<=1kb)	1	2314917	2319268	4352	1	124903824	ENST00000810882.1	0	ENSG00000287356	LOC124903824	uncharacterized LOC124903824
chr1	2412612	2414495	1884	*	Scramble_H4K16ac_rep1_peak_567	40	.	5.11566	7.25848	4.01171	Promoter (<=1kb)	1	2408530	2413797	5268	2	5192	ENST00000508384.5	0	ENSG00000157911	PEX10	peroxisomal biogenesis factor 10
chr1	2653953	2656874	2922	*	Scramble_H4K16ac_rep1_peak_568	20	.	4.03779	5.02047	2.08799	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	20852	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2684027	2685247	1221	*	Scramble_H4K16ac_rep1_peak_569	27	.	4.4598	5.82473	2.74055	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	50926	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2749795	2750659	865	*	Scramble_H4K16ac_rep1_peak_570	25	.	4.35186	5.62557	2.58407	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2768091	2784733	16643	1	105378598	ENST00000648684.1	-17432	NA	LOC105378598	uncharacterized LOC105378598
chr1	3291903	3293866	1964	*	Scramble_H4K16ac_rep1_peak_571	32	.	4.76615	6.45025	3.27565	Intron (ENST00000511072.5/63976, intron 3 of 15)	1	3312741	3313762	1022	2	105378604	ENST00000818621.1	19896	NA	LOC105378604	uncharacterized LOC105378604
chr1	3312636	3315661	3026	*	Scramble_H4K16ac_rep1_peak_572	26	.	4.37746	5.72503	2.6964	Promoter (<=1kb)	1	3312741	3313762	1022	2	105378604	ENST00000818621.1	0	NA	LOC105378604	uncharacterized LOC105378604
chr1	3320051	3321544	1494	*	Scramble_H4K16ac_rep1_peak_573	15	.	3.65216	4.3727	1.59506	Promoter (1-2kb)	1	3313052	3323149	10098	2	105378604	ENST00000669140.1	1605	NA	LOC105378604	uncharacterized LOC105378604
chr1	3322565	3324369	1805	*	Scramble_H4K16ac_rep1_peak_574	20	.	3.90749	4.89123	2.00025	Promoter (<=1kb)	1	3313052	3323149	10098	2	105378604	ENST00000669140.1	0	NA	LOC105378604	uncharacterized LOC105378604
chr1	3457619	3459890	2272	*	Scramble_H4K16ac_rep1_peak_575	30	.	4.63118	6.18098	3.03684	Promoter (2-3kb)	1	3454665	3481113	26449	1	27237	ENST00000378378.9	2954	ENSG00000130762	ARHGEF16	Rho guanine nucleotide exchange factor 16
chr1	3776133	3776417	285	*	Scramble_H4K16ac_rep1_peak_576	23	.	4.19324	5.38484	2.39282	Downstream (<=300bp)	1	3772825	3775388	2564	1	388588	ENST00000452264.1	3308	ENSG00000235169	SMIM1	small integral membrane protein 1 (Vel blood group)
chr1	3796192	3796797	606	*	Scramble_H4K16ac_rep1_peak_577	21	.	4.00969	5.00557	2.13218	Promoter (<=1kb)	1	3778559	3796498	17940	2	57470	ENST00000378251.3	0	ENSG00000130764	LRRC47	leucine rich repeat containing 47
chr1	3857715	3858277	563	*	Scramble_H4K16ac_rep1_peak_578	18	.	3.86481	4.70194	1.84302	Promoter (<=1kb)	1	3857600	3885429	27830	1	1677	ENST00000475969.5	115	ENSG00000169598	DFFB	DNA fragmentation factor subunit beta
chr1	3899706	3901277	1572	*	Scramble_H4K16ac_rep1_peak_579	29	.	4.59584	6.09381	2.96512	Promoter (<=1kb)	1	3900187	3906110	5924	1	100133612	ENST00000757271.1	0	ENSG00000236423	LINC01134	long intergenic non-protein coding RNA 1134
chr1	6026249	6026550	302	*	Scramble_H4K16ac_rep1_peak_580	16	.	3.71915	4.44134	1.64987	Promoter (<=1kb)	1	6026272	6086366	60095	1	8514	ENST00000663169.1	0	ENSG00000069424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
chr1	6198934	6200299	1366	*	Scramble_H4K16ac_rep1_peak_581	59	.	5.46318	9.47229	5.9884	Promoter (<=1kb)	1	6185020	6199595	14576	2	6146	ENST00000234875.9	0	ENSG00000116251	RPL22	ribosomal protein L22
chr1	6393972	6394571	600	*	Scramble_H4K16ac_rep1_peak_582	14	.	3.3091	4.11969	1.43087	Promoter (<=1kb)	1	6264272	6393767	129496	2	11332	ENST00000361521.9	-205	ENSG00000097021	ACOT7	acyl-CoA thioesterase 7
chr1	6440148	6440586	439	*	Scramble_H4K16ac_rep1_peak_583	16	.	3.73082	4.46986	1.66506	Promoter (<=1kb)	1	6440378	6445757	5380	1	83715	ENST00000418286.1	0	ENSG00000187017	ESPN	espin
chr1	6489279	6491361	2083	*	Scramble_H4K16ac_rep1_peak_584	26	.	4.40167	5.75429	2.68947	Promoter (<=1kb)	1	6467122	6490570	23449	2	57449	ENST00000377725.5	0	ENSG00000171680	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
chr1	6554163	6554962	800	*	Scramble_H4K16ac_rep1_peak_585	22	.	4.15886	5.23304	2.25202	Promoter (<=1kb)	1	6521347	6554513	33167	2	79707	ENST00000377705.6	0	ENSG00000162408	NOL9	nucleolar protein 9
chr1	6603129	6605029	1901	*	Scramble_H4K16ac_rep1_peak_586	53	.	5.50041	8.7562	5.36427	Promoter (<=1kb)	1	6590724	6603001	12278	2	9903	ENST00000377663.3	-128	ENSG00000162413	KLHL21	kelch like family member 21
chr1	6700254	6702525	2272	*	Scramble_H4K16ac_rep1_peak_587	38	.	5.11564	7.15748	3.86929	Promoter (<=1kb)	1	6634170	6701816	67647	2	55735	ENST00000377577.10	0	ENSG00000007923	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
chr1	6962572	6962976	405	*	Scramble_H4K16ac_rep1_peak_588	13	.	3.37093	4.06401	1.39303	Intron (ENST00000303635.12/23261, intron 3 of 22)	1	7008376	7014279	5904	2	127138864	ENST00000456701.1	51303	ENSG00000237365	CAMTA1-AS3	CAMTA1 antisense RNA 3
chr1	7312331	7313012	682	*	Scramble_H4K16ac_rep1_peak_589	20	.	3.89653	4.95664	2.07171	Promoter (<=1kb)	1	7312886	7370270	57385	1	23261	ENST00000849779.1	0	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7954038	7954580	543	*	Scramble_H4K16ac_rep1_peak_590	14	.	3.45402	4.09089	1.40765	Promoter (<=1kb)	1	7954291	7985052	30762	1	11315	ENST00000493373.5	0	ENSG00000116288	PARK7	Parkinsonism associated deglycase
chr1	8197836	8198521	686	*	Scramble_H4K16ac_rep1_peak_591	19	.	3.80356	4.81272	1.96317	Promoter (1-2kb)	1	8200463	8212437	11975	1	102724539	ENST00000777814.1	-1942	NA	LINC01714	long intergenic non-protein coding RNA 1714
chr1	8201514	8203661	2148	*	Scramble_H4K16ac_rep1_peak_592	18	.	3.8065	4.74277	1.89974	Promoter (<=1kb)	1	8201518	8215207	13690	1	102724539	ENST00000670361.1	0	NA	LINC01714	long intergenic non-protein coding RNA 1714
chr1	8211520	8212503	984	*	Scramble_H4K16ac_rep1_peak_593	41	.	5.17858	7.42747	4.15961	Exon (ENST00000777814.1/102724539, exon 4 of 4)	1	8206698	8211064	4367	1	102724539	ENST00000777819.1	4822	NA	LINC01714	long intergenic non-protein coding RNA 1714
chr1	8232461	8233048	588	*	Scramble_H4K16ac_rep1_peak_594	25	.	4.32424	5.55505	2.51568	Distal Intergenic	1	8240001	8249009	9009	1	105376695	ENST00000753408.1	-6953	ENSG00000298156	LOC105376695	uncharacterized LOC105376695
chr1	8237910	8238166	257	*	Scramble_H4K16ac_rep1_peak_595	14	.	3.5006	4.16905	1.46493	Promoter (1-2kb)	1	8240001	8249009	9009	1	105376695	ENST00000753408.1	-1835	ENSG00000298156	LOC105376695	uncharacterized LOC105376695
chr1	8239656	8240808	1153	*	Scramble_H4K16ac_rep1_peak_596	16	.	3.57921	4.34661	1.61011	Promoter (<=1kb)	1	8240001	8249009	9009	1	105376695	ENST00000753408.1	0	ENSG00000298156	LOC105376695	uncharacterized LOC105376695
chr1	8408600	8409778	1179	*	Scramble_H4K16ac_rep1_peak_597	19	.	3.75773	4.70741	1.90064	Intron (ENST00000337907.7/473, intron 13 of 23)	1	8365855	8423419	57565	2	473	ENST00000460659.5	13641	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8448798	8450248	1451	*	Scramble_H4K16ac_rep1_peak_598	19	.	3.76181	4.75532	1.90903	3' UTR	1	8425638	8430041	4404	1	102724552	ENST00000444276.1	23160	NA	RERE-AS1	RERE antisense RNA 1
chr1	8525850	8526821	972	*	Scramble_H4K16ac_rep1_peak_599	10	.	3.23055	3.67305	1.08635	Promoter (<=1kb)	1	8352406	8525939	173534	2	473	ENST00000377464.5	0	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8552319	8552691	373	*	Scramble_H4K16ac_rep1_peak_600	13	.	3.33922	4.05517	1.38988	Intron (ENST00000337907.7/473, intron 7 of 23)	1	8495151	8526039	30889	2	473	ENST00000507012.1	-26280	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8562385	8563350	966	*	Scramble_H4K16ac_rep1_peak_601	14	.	3.45152	4.15158	1.46907	Intron (ENST00000337907.7/473, intron 5 of 23)	1	8541224	8590841	49618	2	473	ENST00000469251.1	27491	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8703475	8704352	878	*	Scramble_H4K16ac_rep1_peak_602	11	.	3.24459	3.73387	1.13693	Promoter (<=1kb)	1	8656193	8703219	47027	2	473	ENST00000468247.1	-256	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8878121	8880761	2641	*	Scramble_H4K16ac_rep1_peak_603	53	.	5.66362	8.77914	5.34469	Promoter (<=1kb)	1	8878464	8879885	1422	1	100505975	ENST00000835134.1	0	ENSG00000230679	ENO1-AS1	ENO1 antisense RNA 1
chr1	9129307	9129568	262	*	Scramble_H4K16ac_rep1_peak_604	16	.	3.73019	4.43797	1.62219	Promoter (<=1kb)	1	9100305	9129102	28798	2	80045	ENST00000377411.5	-205	ENSG00000180758	GPR157	G protein-coupled receptor 157
chr1	9413370	9414556	1187	*	Scramble_H4K16ac_rep1_peak_605	15	.	3.65124	4.31245	1.54264	Exon (ENST00000827163.1/ENST00000827163.1, exon 2 of 3)	1	9426975	9428916	1942	2	100506022	ENST00000641507.1	14360	ENSG00000284693	LINC02606	long intergenic non-protein coding RNA 2606
chr1	9428359	9429667	1309	*	Scramble_H4K16ac_rep1_peak_606	38	.	4.9961	7.08729	3.81194	Promoter (<=1kb)	1	9425094	9429075	3982	2	100506022	ENST00000641325.1	0	ENSG00000284693	LINC02606	long intergenic non-protein coding RNA 2606
chr1	9627226	9627478	253	*	Scramble_H4K16ac_rep1_peak_607	20	.	4.02981	4.99488	2.0609	Promoter (1-2kb)	1	9628393	9629425	1033	2	105376712	ENST00000822679.1	1947	ENSG00000307011	LOC105376712	uncharacterized LOC105376712
chr1	9717055	9719953	2899	*	Scramble_H4K16ac_rep1_peak_608	23	.	4.06203	5.36978	2.39341	Promoter (<=1kb)	1	9717496	9720642	3147	1	5293	ENST00000698786.1	0	ENSG00000171608	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
chr1	9721567	9721979	413	*	Scramble_H4K16ac_rep1_peak_609	29	.	4.58658	6.04891	2.91095	Promoter (<=1kb)	1	9721136	9728906	7771	1	5293	ENST00000698719.1	431	ENSG00000171608	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
chr1	9782577	9782988	412	*	Scramble_H4K16ac_rep1_peak_610	12	.	3.33522	3.87776	1.24706	Intron (ENST00000377298.9/22883, intron 1 of 18)	1	9729028	9751581	22554	2	22883	ENST00000435891.5	-30996	ENSG00000171603	CLSTN1	calsyntenin 1
chr1	10032757	10033589	833	*	Scramble_H4K16ac_rep1_peak_611	14	.	3.20747	4.08737	1.42106	Promoter (<=1kb)	1	10032832	10180367	147536	1	10277	ENST00000253251.12	0	ENSG00000130939	UBE4B	ubiquitination factor E4B
chr1	10046019	10046477	459	*	Scramble_H4K16ac_rep1_peak_612	14	.	3.34965	4.11202	1.43629	Intron (ENST00000253251.12/10277, intron 1 of 26)	1	10033274	10073118	39845	1	10277	ENST00000377153.5	12745	ENSG00000130939	UBE4B	ubiquitination factor E4B
chr1	10210136	10210424	289	*	Scramble_H4K16ac_rep1_peak_613	27	.	4.48333	5.86743	2.77443	Promoter (<=1kb)	1	10210570	10308597	98028	1	23095	ENST00000377093.9	-146	ENSG00000054523	KIF1B	kinesin family member 1B
chr1	10430457	10431379	923	*	Scramble_H4K16ac_rep1_peak_614	16	.	3.67707	4.40669	1.65515	Promoter (<=1kb)	1	10430804	10452003	21200	1	100526739	ENST00000602296.6	0	ENSG00000251503	CENPS-CORT	CENPS-CORT readthrough
chr1	10473317	10475178	1862	*	Scramble_H4K16ac_rep1_peak_615	20	.	3.80339	4.90309	2.02635	Promoter (<=1kb)	1	10474950	10630758	155809	1	5195	ENST00000356607.9	0	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	10508477	10508861	385	*	Scramble_H4K16ac_rep1_peak_616	25	.	4.19212	5.51984	2.50594	Intron (ENST00000472851.1/5195, intron 2 of 3)	1	10535888	10536289	402	1	5195	ENST00000492696.1	-27027	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	10510580	10511849	1270	*	Scramble_H4K16ac_rep1_peak_617	13	.	3.37424	3.98618	1.33379	Intron (ENST00000472851.1/5195, intron 2 of 3)	1	10535888	10536289	402	1	5195	ENST00000492696.1	-24039	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	10938029	10940684	2656	*	Scramble_H4K16ac_rep1_peak_618	37	.	4.60642	6.9813	3.78019	Distal Intergenic	1	10946475	10947870	1396	2	148345	ENST00000468348.1	7186	ENSG00000175262	CIROZ	ciliated left-right organizer protein containing ZP-N domains
chr1	11012421	11012946	526	*	Scramble_H4K16ac_rep1_peak_619	28	.	4.30696	5.8973	2.82207	Promoter (<=1kb)	1	11012424	11023609	11186	1	23435	ENST00000639083.1	0	ENSG00000120948	TARDBP	TAR DNA binding protein
chr1	11059102	11061259	2158	*	Scramble_H4K16ac_rep1_peak_620	24	.	4.20903	5.43774	2.46545	Promoter (<=1kb)	1	11060300	11102095	41796	1	105376736	ENST00000715292.1	0	NA	EXOSC10-AS1	EXOSC10 antisense RNA 1
chr1	11099479	11100115	637	*	Scramble_H4K16ac_rep1_peak_621	17	.	3.55488	4.58092	1.78811	Promoter (<=1kb)	1	11099909	11102105	2197	1	105376736	ENST00000715294.2	0	NA	EXOSC10-AS1	EXOSC10 antisense RNA 1
chr1	11262990	11263386	397	*	Scramble_H4K16ac_rep1_peak_622	14	.	3.45714	4.12199	1.44263	Promoter (<=1kb)	1	11106558	11262556	155999	2	2475	ENST00000703142.1	-434	ENSG00000198793	MTOR	mechanistic target of rapamycin kinase
chr1	11273288	11273914	627	*	Scramble_H4K16ac_rep1_peak_623	21	.	3.97063	5.00719	2.10637	Promoter (<=1kb)	1	11273528	11295164	21637	1	29914	ENST00000376804.2	0	ENSG00000120942	UBIAD1	UbiA prenyltransferase domain containing 1
