gene_id,Gene,chr,tss
ENSG00000008869.14,HEATR5B,chr2,37084408
ENSG00000152133.19,GPATCH11,chr2,37084417
ENSG00000138463.11,SLC49A4,chr3,122794818
ENSG00000125629.18,INSIG2,chr2,118088136
ENSG00000168028.17,RPSA,chr3,39406708
ENSG00000164615.8,CAMLG,chr5,134737607
ENSG00000115325.16,DOK1,chr2,74548874
ENSG00000173334.5,TRIB1,chr8,125430151
ENSG00000158604.18,TMED4,chr7,44582308
ENSG00000113300.15,CNOT6,chr5,180494333
ENSG00000222011.11,FAM185A,chr7,102748938
ENSG00000113716.15,HMGXB3,chr5,150000045
ENSG00000137103.22,TMEM8B,chr9,35814450
ENSG00000114030.15,KPNA1,chr3,122514954
ENSG00000184270.6,H2AC21,chr1,149887964
ENSG00000197451.14,HNRNPAB,chr5,178204478
ENSG00000107185.12,RGP1,chr9,35748612
ENSG00000162753.14,SLC9C2,chr1,173603076
ENSG00000005075.18,POLR2J,chr7,102478935
ENSG00000094880.13,CDC23,chr5,138213345
ENSG00000196504.23,PRPF40A,chr2,152719049
ENSG00000113141.20,IK,chr5,140647057
ENSG00000115486.15,GGCX,chr2,85561837
ENSG00000135945.12,REV1,chr2,99490465
ENSG00000164645.3,TEX47,chr7,88795736
ENSG00000115541.13,HSPE1,chr2,197500109
ENSG00000222009.11,BTBD19,chr1,44808505
ENSG00000160813.9,PPP1R35,chr7,100436545
ENSG00000137133.13,HINT2,chr9,35815353
ENSG00000179528.17,LBX2,chr2,74503315
ENSG00000213927.4,CCL27,chr9,34664047
ENSG00000005471.21,ABCB4,chr7,87480434
ENSG00000169087.13,HSPBAP1,chr3,122795034
ENSG00000270757.1,HSPE1-MOB4,chr2,197500412
ENSG00000214309.7,MBLAC1,chr7,100126693
ENSG00000204138.15,PHACTR4,chr1,28369562
ENSG00000120738.9,EGR1,chr5,138465189
ENSG00000114993.18,RTKN,chr2,74442421
ENSG00000203852.4,H3C15,chr1,149852607
ENSG00000083937.11,CHMP2B,chr3,87227257
ENSG00000115806.15,GORASP2,chr2,170928463
ENSG00000180644.10,PRF1,chr10,70602787
ENSG00000113013.18,HSPA9,chr5,138575674
ENSG00000106290.18,TAF6,chr7,100127186
ENSG00000105997.25,HOXA3,chr7,27152609
ENSG00000144120.15,TMEM177,chr2,119679136
ENSG00000124356.19,STAMBP,chr2,73828915
ENSG00000144224.19,UBXN4,chr2,135741625
ENSG00000138092.13,CENPO,chr2,24793099
ENSG00000173960.16,UBXN2A,chr2,23926787
ENSG00000106344.10,RBM28,chr7,128343970
ENSG00000288564.1,ENSG00000288564,chr6,43058184
ENSG00000164296.9,TIGD6,chr5,150001159
ENSG00000153044.12,CENPH,chr5,69189536
ENSG00000129071.12,MBD4,chr3,129440542
ENSG00000171174.17,RBKS,chr2,27890680
ENSG00000146066.4,HIGD2A,chr5,176388731
ENSG00000118640.13,VAMP8,chr2,85561561
ENSG00000184260.6,H2AC20,chr1,149886917
ENSG00000113441.18,LNPEP,chr5,96934806
ENSG00000121903.17,ZSCAN20,chr1,33472466
ENSG00000154222.17,CC2D1B,chr1,52366317
ENSG00000144857.17,BOC,chr3,113210845
ENSG00000096746.20,HNRNPH3,chr10,68331173
ENSG00000197903.11,H2BC12,chr6,27146862
ENSG00000129055.15,ANAPC13,chr3,134486715
ENSG00000109534.19,GAR1,chr4,109815475
ENSG00000127952.19,STYXL1,chr7,76048808
ENSG00000179833.6,SERTAD2,chr2,64751004
ENSG00000226479.4,TMEM185B,chr2,120223399
ENSG00000169919.19,GUSB,chr7,65982703
ENSG00000166529.18,ZSCAN21,chr7,100049766
ENSG00000106682.17,EIF4H,chr7,74174126
ENSG00000132300.21,PTCD3,chr2,86106222
ENSG00000070610.16,GBA2,chr9,35749985
ENSG00000113555.6,PCDH12,chr5,141969740
ENSG00000177000.15,MTHFR,chr1,11806454
ENSG00000075624.19,ACTB,chr7,5563901
ENSG00000146007.13,ZMAT2,chr5,140698679
ENSG00000174748.24,RPL15,chr3,23916590
ENSG00000162971.13,TYW5,chr2,199955817
ENSG00000068784.15,SRBD1,chr2,45612164
ENSG00000122705.20,CLTA,chr9,36190855
ENSG00000122515.18,ZMIZ2,chr7,44748547
ENSG00000068654.19,POLR1A,chr2,86106154
ENSG00000011021.25,CLCN6,chr1,11806095
ENSG00000115942.11,ORC2,chr2,200963703
ENSG00000284981.3,UPK3BL2,chr7,102543758
ENSG00000105953.18,OGDH,chr7,44606495
ENSG00000115425.16,PECR,chr2,216082954
ENSG00000203814.8,H2BC18,chr1,149812373
ENSG00000112029.11,FBXO5,chr6,152983598
ENSG00000215156.6,ENSG00000215156,chr5,34190155
ENSG00000184924.8,PTRHD1,chr2,24793394
ENSG00000115657.16,ABCB6,chr2,219219011
ENSG00000120129.8,DUSP1,chr5,172771197
ENSG00000120725.15,SIL1,chr5,139293556
ENSG00000163430.15,FSTL1,chr3,120596763
ENSG00000127914.21,AKAP9,chr7,91940836
ENSG00000169432.20,SCN9A,chr2,166376000
ENSG00000276368.2,H2AC14,chr6,27814776
ENSG00000136271.13,DDX56,chr7,44575387
ENSG00000243943.12,ZNF512,chr2,27582968
ENSG00000072571.22,HMMR,chr5,163460202
ENSG00000137094.17,DNAJB5,chr9,34989640
ENSG00000188396.6,DYNLT4,chr1,44807416
ENSG00000051341.17,POLQ,chr3,121546006
ENSG00000153250.23,RBMS1,chr2,160494099
ENSG00000152256.16,PDK1,chr2,172555372
ENSG00000163428.6,LRRC58,chr3,120349411
ENSG00000113328.23,CCNG1,chr5,163437568
ENSG00000158406.6,H4C8,chr6,26285637
ENSG00000172888.13,ZNF621,chr3,40524876
ENSG00000290315.1,ENSG00000290315,chr3,49094070
ENSG00000250741.6,NT5C1B-RDH14,chr2,18589563
ENSG00000185013.18,NT5C1B,chr2,18589568
ENSG00000153574.11,RPIA,chr2,88691641
ENSG00000164659.17,ELAPOR2,chr7,87059709
ENSG00000270170.2,NCBP2AS2,chr3,196942673
ENSG00000136878.16,USP20,chr9,129834697
ENSG00000109775.13,UFSP2,chr4,185425986
ENSG00000138246.18,DNAJC13,chr3,132417487
ENSG00000164609.12,SLU7,chr5,160421710
ENSG00000166997.10,CNPY4,chr7,100119613
ENSG00000010270.16,STARD3NL,chr7,38178216
ENSG00000170852.14,KBTBD2,chr7,32894130
ENSG00000114503.12,NCBP2,chr3,196942593
ENSG00000183431.14,SF3A3,chr1,37990680
ENSG00000143384.15,MCL1,chr1,150579737
ENSG00000126883.21,NUP214,chr9,131124867
ENSG00000143947.17,RPS27A,chr2,55229446
ENSG00000169016.19,E2F6,chr2,11466176
ENSG00000001167.17,NFYA,chr6,41072039
ENSG00000205129.11,CFAP96,chr4,185426013
ENSG00000188186.12,LAMTOR4,chr7,100148887
ENSG00000136937.15,NCBP1,chr9,97633401
ENSG00000288699.1,ENSG00000288699,chr9,35074174
ENSG00000008130.17,NADK,chr1,1780543
ENSG00000255833.3,TIFAB,chr5,135452387
ENSG00000144635.11,DYNC1LI1,chr3,32570948
ENSG00000129595.15,EPB41L4A,chr5,112419312
ENSG00000112761.23,CCN6,chr6,112043814
ENSG00000065029.17,ZNF76,chr6,35258908
ENSG00000240682.12,ISY1,chr3,129161348
ENSG00000276903.2,H2AC16,chr6,27865316
ENSG00000177733.8,HNRNPA0,chr5,137754362
ENSG00000075790.14,BCAP29,chr7,107579956
ENSG00000132570.17,PCBD2,chr5,134905038
ENSG00000197329.14,PELI1,chr2,64144472
ENSG00000135316.21,SYNCRIP,chr6,85644062
ENSG00000148690.14,FRA10AC1,chr10,93703293
ENSG00000165655.18,ZNF503,chr10,75402398
ENSG00000164405.13,UQCRQ,chr5,132866622
ENSG00000137135.20,ARHGEF39,chr9,35675865
ENSG00000188886.6,ASTL,chr2,96138563
ENSG00000077232.21,DNAJC10,chr2,182715606
ENSG00000164692.21,COL1A2,chr7,94394359
ENSG00000249884.8,RNF103-CHMP3,chr2,86721121
ENSG00000164307.15,ERAP1,chr5,96808176
ENSG00000160050.18,CCDC28B,chr1,32200382
ENSG00000177556.14,ATOX1,chr5,151772531
ENSG00000160124.11,MIX23,chr3,122383275
ENSG00000169241.21,SLC50A1,chr1,155135343
ENSG00000204634.15,TBC1D8,chr2,101252865
ENSG00000137101.15,CD72,chr9,35646809
ENSG00000285542.1,ENSG00000285542,chr2,44168850
ENSG00000138032.23,PPM1B,chr2,44167968
ENSG00000155876.6,RRAGA,chr9,19049426
ENSG00000261796.1,ISY1-RAB43,chr3,129161035
ENSG00000286053.3,ASDURF,chr2,189661384
ENSG00000138381.11,ASNSD1,chr2,189661384
ENSG00000197557.7,IFT70A,chr2,177618741
ENSG00000106330.14,MOSPD3,chr7,100612101
ENSG00000273703.2,H2BC14,chr6,27815021
ENSG00000119778.17,ATAD2B,chr2,23927220
ENSG00000015479.22,MATR3,chr5,139273751
ENSG00000084774.16,CAD,chr2,27217344
ENSG00000116350.20,SRSF4,chr1,29181993
ENSG00000122512.19,PMS2,chr7,6009129
ENSG00000106384.14,MOGAT3,chr7,101201087
ENSG00000091127.16,PUS7,chr7,105522271
ENSG00000106305.12,AIMP2,chr7,6009225
ENSG00000164611.15,PTTG1,chr5,160421800
ENSG00000136925.17,TSTD2,chr9,97633575
ENSG00000213639.13,PPP1CB,chr2,28751078
ENSG00000155846.19,PPARGC1B,chr5,149729993
ENSG00000188542.11,DUSP28,chr2,240560053
ENSG00000115540.17,MOB4,chr2,197515570
ENSG00000204822.9,MRPL53,chr2,74472698
ENSG00000065548.21,ZC3H15,chr2,186485889
ENSG00000136243.20,NUP42,chr7,23181803
ENSG00000157778.11,PSMG3,chr7,1571077
ENSG00000203811.2,H3C14,chr1,149841207
ENSG00000127129.12,EDN2,chr1,41500501
ENSG00000106006.7,HOXA6,chr7,27150602
ENSG00000082701.19,GSK3B,chr3,120095711
ENSG00000129625.15,REEP5,chr5,112922362
ENSG00000001630.20,CYP51A1,chr7,92134802
ENSG00000265818.1,EEF1E1-BLOC1S5,chr6,8102529
ENSG00000145908.15,ZNF300,chr5,150904986
ENSG00000124802.14,EEF1E1,chr6,8102624
ENSG00000286192.1,ENSG00000286192,chr7,2242214
ENSG00000274070.3,CASTOR2,chr7,74964663
ENSG00000153201.19,RANBP2,chr2,108719366
ENSG00000088179.11,PTPN4,chr2,119759603
ENSG00000187742.17,SECISBP2,chr9,89318459
ENSG00000119820.13,YIPF4,chr2,32277867
ENSG00000184678.11,H2BC21,chr1,149886681
ENSG00000122741.18,DCAF10,chr9,37800553
ENSG00000106268.18,NUDT1,chr7,2242202
ENSG00000128564.10,VGF,chr7,101167244
ENSG00000108187.18,PBLD,chr10,68334113
ENSG00000215183.6,MSMP,chr9,35756612
ENSG00000159884.13,CCDC107,chr9,35658276
ENSG00000138380.20,CARF,chr2,202912213
ENSG00000136279.23,DBNL,chr7,44044627
ENSG00000163918.14,RFC4,chr3,186807057
ENSG00000155875.16,SAXO1,chr9,19049357
ENSG00000134987.15,WDR36,chr5,111092302
ENSG00000137563.15,GGH,chr8,63039406
ENSG00000164587.15,RPS14,chr5,150449951
ENSG00000286095.4,SPEGNB,chr2,219496128
ENSG00000173905.11,GOLIM4,chr3,168096535
ENSG00000163032.14,VSNL1,chr2,17539019
ENSG00000143797.14,MBOAT2,chr2,9003858
ENSG00000157224.18,CLDN12,chr7,90383720
ENSG00000120159.15,CAAP1,chr9,26892823
ENSG00000131591.20,C1orf159,chr1,1116360
ENSG00000048162.24,NOP16,chr5,176389006
ENSG00000286165.1,ENSG00000286165,chr2,189661518
ENSG00000196182.13,STK40,chr1,36385931
ENSG00000164404.10,GDF9,chr5,132866883
ENSG00000112651.14,MRPL2,chr6,43059463
ENSG00000254996.5,ANKHD1-EIF4EBP3,chr5,140401907
ENSG00000171960.14,PPIH,chr1,42658184
ENSG00000284283.1,TAF11L4,chr5,17521800
ENSG00000069275.15,NUCKS1,chr1,205750269
ENSG00000104218.18,CSPP1,chr8,67062380
ENSG00000081307.17,UBA5,chr3,132654445
ENSG00000196092.14,PAX5,chr9,37034267
ENSG00000151577.14,DRD3,chr3,114199406
ENSG00000275740.1,RBM27-POU4F3,chr5,146203549
ENSG00000091009.10,RBM27,chr5,146203549
ENSG00000135972.11,MRPS9,chr2,105037967
ENSG00000120137.9,PANK3,chr5,168579625
ENSG00000005436.16,GCFC2,chr2,75711183
ENSG00000115339.17,GALNT3,chr2,165846200
ENSG00000173540.16,GMPPB,chr3,49723987
ENSG00000153253.21,SCN3A,chr2,165204092
ENSG00000117650.15,NEK2,chr1,211675662
ENSG00000158435.10,CNOT11,chr2,101252805
ENSG00000116266.13,STXBP3,chr1,108746605
ENSG00000153086.16,ACMSD,chr2,134838311
ENSG00000169871.15,TRIM56,chr7,101085233
ENSG00000099810.23,MTAP,chr9,21802613
ENSG00000151779.16,NBAS,chr2,15561339
ENSG00000122687.21,MRM2,chr7,2242228
ENSG00000285645.1,ENSG00000285645,chr9,35828731
ENSG00000163596.19,ICA1L,chr2,202872102
ENSG00000163166.17,IWS1,chr2,127526885
ENSG00000173193.17,PARP14,chr3,122680211
ENSG00000186367.7,MINAR2,chr5,129748093
ENSG00000071082.13,RPL31,chr2,100997745
ENSG00000115207.17,GTF3C2,chr2,27357565
ENSG00000137601.20,NEK1,chr4,169612645
ENSG00000147955.20,SIGMAR1,chr9,34637843
ENSG00000178096.11,BOLA1,chr1,149886405
ENSG00000293268.2,ENSG00000293268,chr3,101686826
ENSG00000171492.16,LRRC8D,chr1,89820972
ENSG00000158019.23,BABAM2,chr2,27888666
ENSG00000117054.17,ACADM,chr1,75724430
ENSG00000115520.11,COQ10B,chr2,197453437
ENSG00000204930.10,FAM221B,chr9,35828746
ENSG00000083097.16,DOP1A,chr6,83067637
ENSG00000117308.17,GALE,chr1,23800803
ENSG00000077454.19,LRCH4,chr7,100586235
ENSG00000128699.17,ORMDL1,chr2,189784394
ENSG00000112742.12,TTK,chr6,80003886
ENSG00000196378.16,ZNF34,chr8,144788683
ENSG00000165283.18,STOML2,chr9,35103194
ENSG00000197312.14,DDI2,chr1,15617415
ENSG00000243056.3,EIF4EBP3,chr5,140547615
ENSG00000164543.9,STK17A,chr7,43582757
ENSG00000198218.14,QRICH1,chr3,49094544
ENSG00000185730.10,ZNF696,chr8,143289675
ENSG00000016391.13,CHDH,chr3,53846467
ENSG00000120727.15,PAIP2,chr5,139341586
ENSG00000172115.11,CYCS,chr7,25125366
ENSG00000114391.16,RPL24,chr3,101686824
ENSG00000213221.7,DNLZ,chr9,136363772
ENSG00000188175.12,HEPACAM2,chr7,93226558
ENSG00000131437.18,KIF3A,chr5,132737637
ENSG00000170667.18,RASA4B,chr7,102517799
ENSG00000122566.25,HNRNPA2B1,chr7,26201528
ENSG00000197409.9,H3C4,chr6,26197285
ENSG00000106605.13,BLVRA,chr7,43758008
ENSG00000168228.18,ZCCHC4,chr4,25312767
ENSG00000183513.11,COA5,chr2,98608541
ENSG00000127184.15,COX7C,chr5,86617883
ENSG00000158158.14,CNNM4,chr2,96760857
ENSG00000284234.1,TAF11L5,chr5,17525234
ENSG00000197150.15,ABCB8,chr7,151028421
ENSG00000171055.17,FEZ2,chr2,36646086
ENSG00000132763.17,MMACHC,chr1,45500185
ENSG00000113282.16,CLINT1,chr5,157859205
ENSG00000230453.12,ANKRD18B,chr9,33523521
ENSG00000161203.16,AP2M1,chr3,184174688
ENSG00000198961.13,PJA2,chr5,109410033
ENSG00000160867.17,FGFR4,chr5,177086455
ENSG00000115652.17,UXS1,chr2,106194370
ENSG00000165304.10,MELK,chr9,36572073
ENSG00000196866.3,H2AC7,chr6,26199292
ENSG00000282988.2,ENSG00000282988,chr6,26199292
ENSG00000172071.15,EIF2AK3,chr2,88691517
ENSG00000143614.13,GATAD2B,chr1,153923359
ENSG00000292277.1,ENSG00000292277,chr7,100205356
ENSG00000011009.14,LYPLA2,chr1,23791109
ENSG00000213930.14,GALT,chr9,34637366
ENSG00000155506.21,LARP1,chr5,154682985
ENSG00000162775.18,RBM15,chr1,110338505
ENSG00000055044.13,NOP58,chr2,202265275
ENSG00000198612.13,COPS8,chr2,237085876
ENSG00000131238.20,PPT1,chr1,40097266
ENSG00000106366.11,SERPINE1,chr7,101122157
ENSG00000105792.21,CFAP69,chr7,90245160
ENSG00000123636.22,BAZ2B,chr2,159617281
ENSG00000274997.2,H2AC12,chr6,27147105
ENSG00000011523.17,CEP68,chr2,65056349
ENSG00000109475.20,RPL34,chr4,108620507
ENSG00000112893.12,MAN2A1,chr5,109689366
ENSG00000221978.15,CCNL2,chr1,1400908
ENSG00000164091.14,WDR82,chr3,52288019
ENSG00000168830.10,HTR1E,chr6,86936661
ENSG00000082781.14,ITGB5,chr3,124901417
ENSG00000145901.20,TNIP1,chr5,151093576
ENSG00000162972.12,MAIP1,chr2,199955316
ENSG00000124571.20,XPO5,chr6,43576090
ENSG00000248333.11,CDK11B,chr1,1659266
ENSG00000204843.15,DCTN1,chr2,74392086
ENSG00000197208.8,SLC22A4,chr5,132293736
ENSG00000198467.18,TPM2,chr9,35691115
ENSG00000009954.12,BAZ1B,chr7,73522292
ENSG00000150093.22,ITGB1,chr10,33005791
ENSG00000186792.19,HYAL3,chr3,50299436
ENSG00000243477.8,NAA80,chr3,50299436
ENSG00000310603.1,ENSG00000310603,chr2,27771738
ENSG00000119203.16,CPSF3,chr2,9423622
ENSG00000243147.10,MRPL33,chr2,27771682
ENSG00000122565.21,CBX3,chr7,26200567
ENSG00000148688.16,RPP30,chr10,90871486
ENSG00000120437.11,ACAT2,chr6,159761444
ENSG00000135249.10,RINT1,chr7,105532115
ENSG00000162927.17,PUS10,chr2,61018283
ENSG00000006837.13,CDKL3,chr5,134371046
ENSG00000082515.20,MRPL22,chr5,154941063
ENSG00000156463.20,SH3RF2,chr5,145936424
ENSG00000065518.10,NDUFB4,chr3,120596272
ENSG00000165055.18,METTL2B,chr7,128476728
ENSG00000163617.13,CCDC191,chr3,114056593
ENSG00000122642.13,FKBP9,chr7,32957403
ENSG00000280670.5,CCDC163,chr1,45500162
ENSG00000146282.21,RARS2,chr6,87590027
ENSG00000138078.18,PREPL,chr2,44361861
ENSG00000166526.21,ZNF3,chr7,100082705
ENSG00000144233.13,AMMECR1L,chr2,127885966
ENSG00000113643.11,RARS1,chr5,168486446
ENSG00000273345.6,ENSG00000273345,chr5,134371043
ENSG00000145979.20,TBC1D7,chr6,13328582
ENSG00000162959.16,MEMO1,chr2,32011229
ENSG00000136560.16,TANK,chr2,161136907
ENSG00000119048.11,UBE2B,chr5,134371173
ENSG00000135912.13,TTLL4,chr2,218710772
ENSG00000115415.23,STAT1,chr2,191020959
ENSG00000113525.12,IL5,chr5,132556837
ENSG00000106701.15,FSD1L,chr9,105447795
ENSG00000006625.20,GGCT,chr7,30504865
ENSG00000185467.10,KPNA7,chr7,99250074
ENSG00000176204.15,LRRTM4,chr2,77593318
ENSG00000143919.17,CAMKMT,chr2,44361873
ENSG00000135185.14,TMEM243,chr7,87220596
ENSG00000164040.19,PGRMC2,chr4,128288833
ENSG00000119812.21,FAM98A,chr2,33599346
ENSG00000225697.15,SLC26A6,chr3,48635509
ENSG00000290318.1,ENSG00000290318,chr3,49412050
ENSG00000115808.15,STRN,chr2,36967621
ENSG00000112033.16,PPARD,chr6,35342529
ENSG00000198556.16,ZNF789,chr7,99472793
ENSG00000095637.25,SORBS1,chr10,95561468
ENSG00000116793.18,PHTF1,chr1,113759907
ENSG00000168917.11,SLC35G2,chr3,136818462
ENSG00000164164.19,OTUD4,chr4,145180630
ENSG00000170734.14,POLH,chr6,43575536
ENSG00000147874.13,HAUS6,chr9,19103119
ENSG00000163320.14,CGGBP1,chr3,88149884
ENSG00000152061.25,RABGAP1L,chr1,174159338
ENSG00000112530.14,PACRG,chr6,162727094
ENSG00000182700.5,IGIP,chr5,140125936
ENSG00000117593.14,DARS2,chr1,173824539
ENSG00000072803.20,FBXW11,chr5,172006906
ENSG00000131503.23,ANKHD1,chr5,140401659
ENSG00000131188.14,PRR7,chr5,177446444
ENSG00000164402.16,SEPTIN8,chr5,132807240
ENSG00000135336.19,ORC3,chr6,87590066
ENSG00000136231.16,IGF2BP3,chr7,23470832
ENSG00000176402.6,GJC3,chr7,99929619
ENSG00000288859.2,H2AC19,chr1,149851060
ENSG00000286075.4,SMIM10L3,chr7,6348966
ENSG00000145022.7,TCTA,chr3,49412211
ENSG00000127951.9,FGL2,chr7,77199883
ENSG00000121542.14,SEC22A,chr3,123201858
ENSG00000107201.14,RIGI,chr9,32526347
ENSG00000055332.21,EIF2AK2,chr2,37157687
ENSG00000153993.16,SEMA3D,chr7,85187067
ENSG00000143190.25,POU2F1,chr1,167220854
ENSG00000165006.16,UBAP1,chr9,34179004
ENSG00000248919.7,ATP5MF-PTCD1,chr7,99466196
ENSG00000170634.14,ACYP2,chr2,53970837
ENSG00000135164.21,DMTF1,chr7,87152339
ENSG00000153037.17,SRP19,chr5,112861187
ENSG00000241468.10,ATP5MF,chr7,99466200
ENSG00000106246.20,PTCD1,chr7,99466200
ENSG00000071994.12,PDCD2,chr6,170584691
ENSG00000162928.11,PEX13,chr2,61017057
ENSG00000079150.20,FKBP7,chr2,178478603
ENSG00000170584.14,NUDCD2,chr5,163460403
ENSG00000175455.18,CCDC14,chr3,123961442
ENSG00000106336.15,FBXO24,chr7,100583981
ENSG00000241553.15,ARPC4,chr3,9792483
ENSG00000137168.10,PPIL1,chr6,36885867
ENSG00000114023.17,FAM162A,chr3,122384160
ENSG00000068724.20,TTC7A,chr2,46915868
ENSG00000122406.16,RPL5,chr1,92831989
ENSG00000115165.12,CYTIP,chr2,157491092
ENSG00000275052.7,PPP4R3B,chr2,55618879
ENSG00000085514.17,PILRA,chr7,100367529
ENSG00000214595.14,EML6,chr2,54723498
ENSG00000128654.16,MTX2,chr2,176269394
ENSG00000277224.3,H2BC7,chr6,26199515
ENSG00000289761.1,ENSG00000289761,chr4,41143098
ENSG00000283988.1,TAF11L9,chr5,17594393
ENSG00000054523.22,KIF1B,chr1,10210480
