seqnames,start,end,width,strand,Conc,Conc_p53KD,Conc_Scramble,Fold,p.value,FDR,peak_id
chr11,75562464,75562964,501,*,5.64917977970923,3.3472383064904,6.49493876172094,-2.38149745856431,1.92911836365638e-05,0.0017758912479145,H4K16ac_loss_000029
chr11,78139042,78139542,501,*,5.00608800873186,0.0,6.00608800873186,-7.16347984691335,1.67838938801354e-06,0.0005174653024612,H4K16ac_loss_000030
chr11,119101761,119102261,501,*,6.18201934015185,4.05986963346318,7.00600963201923,-1.85629119168457,0.0008208237024334,0.0195903256980795,H4K16ac_loss_000031
chr11,119845566,119846066,501,*,4.55091828427679,0.0,5.55091828427679,-6.29136022652845,2.43473929746265e-05,0.0018997629516853,H4K16ac_loss_000032
chr12,6228795,6229295,501,*,4.60711293778499,1.43612393533898,5.52471334145671,-2.47002326343868,0.0005824952647007,0.0153836044497207,H4K16ac_loss_000033
chr12,6867483,6867983,501,*,6.28310676116784,5.1872117989664,6.89866825295231,-1.27745340587294,0.0024400122361084,0.0424957806742772,H4K16ac_loss_000034
chr12,6937497,6937997,501,*,5.82208515969052,4.67054855736809,6.45421791402585,-1.29080890502076,0.0029983326614041,0.0469345852738983,H4K16ac_loss_000035
chr12,7994784,7995284,501,*,4.31336261512562,0.0,5.31336261512562,-5.67350274938801,7.84910386464241e-05,0.0042149687753129,H4K16ac_loss_000036
chr12,9647463,9647963,501,*,5.17229579317458,3.25435935340559,5.96753679499019,-1.6694524799361,0.0016693560442507,0.0324015974372033,H4K16ac_loss_000037
chr12,11727077,11727577,501,*,4.82012458428852,2.39068928698926,5.67958683868347,-1.88762485076819,0.0015288665196263,0.0304074563347914,H4K16ac_loss_000038
chr12,47752921,47753421,501,*,4.77702266013716,2.20843434535158,5.64999395900693,-1.78923993256896,0.0027989876553319,0.0463700895599328,H4K16ac_loss_000039
chr12,52147124,52147624,501,*,6.56886533779629,5.410792854029,7.20289086232807,-1.28855192760188,0.0030799132542145,0.0470307132942146,H4K16ac_loss_000040
chr12,52280609,52281109,501,*,4.44113295940269,0.0,5.42514007975326,-3.644998776146,0.000708286053461,0.0177818261323512,H4K16ac_loss_000041
chr12,52945538,52946038,501,*,5.05167256900167,0.928739612923563,6.00966520303489,-3.83356045866715,9.52370578674425e-05,0.0047208276992138,H4K16ac_loss_000042
chr12,53218453,53218953,501,*,4.30484790883548,0.0,5.30484790883548,-5.57833733044318,9.39087486048737e-05,0.0047208276992138,H4K16ac_loss_000043
chr12,108661623,108662123,501,*,3.60855964039225,0.0,4.60855964039225,-2.87289645583534,0.0025847211697895,0.043601945597182,H4K16ac_loss_000044
chr12,114684666,114685166,501,*,5.06114146617318,1.74530599720678,5.98681950636322,-2.31818165530018,0.0011640915325411,0.0250873974608285,H4K16ac_loss_000045
chr13,41060323,41060823,501,*,5.41867776356196,3.47701510259649,6.21750282278604,-1.6057765719548,0.0026900439158435,0.0451422994627494,H4K16ac_loss_000046
chr13,44281111,44281611,501,*,5.3747688435743,3.59607528208403,6.14754367750255,-1.69404549838532,0.0008357885600828,0.0198008142690221,H4K16ac_loss_000047
chr13,99498457,99498957,501,*,5.14094439196549,2.77583267522761,5.99366065146318,-1.74893873793544,0.0025158903030571,0.0431180774279267,H4K16ac_loss_000048
chr13,113296788,113297288,501,*,5.72183786668387,3.74136542722611,6.52638143469852,-1.58618958279175,0.0032147584083868,0.0481765190317315,H4K16ac_loss_000049
chr14,23071297,23071797,501,*,5.16611126912757,0.0,6.16611126912757,-7.33494015023422,1.0158022563517e-06,0.0004091143587456,H4K16ac_loss_000050
chr14,49767504,49768004,501,*,4.75108620362187,0.0,5.75108620362187,-6.52504623997696,1.72445854802129e-05,0.0017363142005389,H4K16ac_loss_000051
chr14,70254946,70255446,501,*,4.38411950216326,0.522913575870329,5.33360847198566,-2.42266065518352,0.0017085745570794,0.0327680191839872,H4K16ac_loss_000052
chr14,89365527,89366027,501,*,5.59735390023904,3.32676630095142,6.4395318715992,-1.98246216770572,0.0005063994554848,0.0144498537826234,H4K16ac_loss_000053
chr14,101947810,101948310,501,*,5.95277098957497,3.9942714777007,6.75409860246456,-1.64279568699129,0.002100342621682,0.0382333555201107,H4K16ac_loss_000054
chr14,103528913,103529413,501,*,5.47768821121265,3.63272916482704,6.2614689430804,-1.76813683293085,0.0005770078922366,0.0153836044497207,H4K16ac_loss_000055
chr14,103880434,103880934,501,*,4.10146936634528,0.0,5.10146936634528,-4.91834987494902,0.0002378796899683,0.0081762176951353,H4K16ac_loss_000056
chr15,64841998,64842498,501,*,4.21240725995111,0.0,5.21240725995111,-5.10161094061219,0.00019577729873,0.0071981120248563,H4K16ac_loss_000057
chr15,65868971,65869471,501,*,4.24945166763927,0.0,5.24945166763927,-5.4314241120303,0.00011657468434,0.0052150625938061,H4K16ac_loss_000058
chr15,69857252,69857752,501,*,5.35375292101548,3.18200724425841,6.18405534251645,-2.01885164910003,0.000254055991877,0.0085267542273739,H4K16ac_loss_000059
chr15,72616576,72617076,501,*,5.89020017320047,4.48941070836479,6.58733180384206,-1.46055485175981,0.0015230917012072,0.0304074563347914,H4K16ac_loss_000060
chr15,74889973,74890473,501,*,5.10441938126188,1.74530599720678,6.03234962071362,-2.32897212999055,0.0012059354341443,0.0253155648107775,H4K16ac_loss_000061
chr15,75023486,75023986,501,*,5.86429612116542,4.66985764489258,6.50865406323056,-1.33350794737468,0.002340540977367,0.0418367886583068,H4K16ac_loss_000062
chr15,75842609,75843109,501,*,4.5418862787086,0.0,5.5221014509604,-4.13460412067488,0.0003357609439243,0.0102058656728714,H4K16ac_loss_000063
chr15,98785758,98786258,501,*,4.34560782328432,0.0,5.34560782328432,-5.83298555684451,5.80202650570607e-05,0.0034618758150712,H4K16ac_loss_000064
chr15,100803813,100804313,501,*,4.6296831449884,0.0,5.6296831449884,-6.47565937073331,1.57016851800583e-05,0.0017363142005389,H4K16ac_loss_000065
chr16,2153849,2154349,501,*,5.6461430936975,4.25528079069332,6.34094591764823,-1.46352637751556,0.0014822896469599,0.0300373411478296,H4K16ac_loss_000066
chr16,3021245,3021745,501,*,4.10771135221243,0.0,5.10771135221243,-4.73826934672162,0.000310516890043,0.0097420593982534,H4K16ac_loss_000067
chr16,29789827,29790327,501,*,4.77939221209565,0.0,5.77939221209565,-6.75356032821583,7.5482720756918e-06,0.0011054787558126,H4K16ac_loss_000068
chr16,68085186,68085686,501,*,3.7382065957149,0.0,4.7382065957149,-3.69896161746697,0.0009839834708599,0.0224850691000763,H4K16ac_loss_000069
chr16,88315333,88315833,501,*,4.91522742876287,0.0,5.91522742876287,-6.86971382325721,6.64019115994792e-06,0.0010697347958676,H4K16ac_loss_000070
chr16,89325903,89326403,501,*,4.11282121372736,0.0,5.11282121372736,-5.09755759612411,0.0001817211994519,0.0068082058678392,H4K16ac_loss_000071
chr16,89972311,89972811,501,*,5.73237273260545,3.88977585869386,6.51577117247249,-1.61701005070316,0.0018602977727466,0.0346467018716167,H4K16ac_loss_000072
chr17,752091,752591,501,*,6.51144760191386,5.20605351969123,7.18535622574561,-1.60204611259583,5.13448296710988e-05,0.0031213781358543,H4K16ac_loss_000073
chr17,2511644,2512144,501,*,4.17622531323446,0.0,5.17622531323446,-5.3015826100647,0.0001366623974441,0.0055040780570623,H4K16ac_loss_000074
chr17,7046952,7047452,501,*,5.31830775522969,0.0,6.31830775522969,-7.24570352675528,3.64772114959965e-06,0.0006529420857783,H4K16ac_loss_000075
chr17,7242325,7242825,501,*,5.00033708576986,0.937951075149173,5.9565016134704,-3.13846378190671,0.0003893244726805,0.0116148467683032,H4K16ac_loss_000076
chr17,7583095,7583595,501,*,6.52046736006145,4.61667132350313,7.3135398068827,-2.04994899470623,2.23001640753131e-05,0.0018427550719378,H4K16ac_loss_000077
chr17,7686923,7687423,501,*,5.28165150721295,2.10787607659148,6.19941552314467,-1.98378372845093,0.0028288090956665,0.0463700895599328,H4K16ac_loss_000078
chr17,8138689,8139189,501,*,6.00016668285092,4.54665193763637,6.7093419029032,-1.43117682783611,0.0028696399743681,0.046462211042283,H4K16ac_loss_000079
chr17,15463970,15464470,501,*,4.8169500704516,2.55547652283788,5.65807071964543,-1.70544585551402,0.0028351668663273,0.0463700895599328,H4K16ac_loss_000080
chr17,17913813,17914313,501,*,4.92880869885139,0.0,5.92880869885139,-7.01031335133528,3.29427820745603e-06,0.0006441354066255,H4K16ac_loss_000081
chr17,18183113,18183613,501,*,6.00744633782195,4.70538041772099,6.6805096764927,-1.46532542503249,0.000805914692787,0.0193780383594015,H4K16ac_loss_000082
chr17,29580475,29580975,501,*,4.24696193587412,0.0,5.24696193587412,-5.44522687902751,0.0001133988322948,0.0051460709528725,H4K16ac_loss_000083
chr17,42678156,42678656,501,*,5.03370445731204,2.47701510259649,5.9055756005815,-1.90404845614423,0.0017282680021345,0.0329495828572629,H4K16ac_loss_000084
chr17,43387832,43388332,501,*,4.38010005559124,0.0,5.38010005559124,-5.7183486494684,7.7509371068398e-05,0.0042149687753129,H4K16ac_loss_000085
chr17,45051485,45051985,501,*,3.61900306394498,0.0,4.61900306394498,-3.21622947180225,0.0017030765835079,0.0327680191839872,H4K16ac_loss_000086
chr17,63446485,63446985,501,*,6.1629706400058,4.34810230914665,6.94182665804143,-2.10061556787273,2.5868959263026e-06,0.0005953556196104,H4K16ac_loss_000087
chr17,75515516,75516016,501,*,4.89723986905189,0.0,5.88559939273142,-4.91817765618876,0.0001253968483802,0.0053161663879105,H4K16ac_loss_000088
chr17,80584047,80584547,501,*,4.00839388573898,0.0,5.00839388573898,-4.72064738073247,0.0002977013528092,0.0095919375875153,H4K16ac_loss_000089
chr17,81871523,81872023,501,*,6.54316180007644,5.14243257670609,7.24027935827386,-1.62677644763354,0.0001316253010224,0.0054371374345416,H4K16ac_loss_000090
chr18,12657616,12658116,501,*,4.56048006799401,0.928739612923563,5.50107934188022,-2.33753943327583,0.0020002752457743,0.0366186752379826,H4K16ac_loss_000091
chr19,488645,489145,501,*,4.76802307664604,1.34377711220241,5.69921177668966,-2.34948407960677,0.0015192080448704,0.0304074563347914,H4K16ac_loss_000092
chr19,1591940,1592440,501,*,6.66710049881476,5.31852014798618,7.35175923917185,-1.50592086696299,0.0006582858130074,0.0168333086469048,H4K16ac_loss_000093
chr19,2462581,2463081,501,*,5.84723113112767,4.43693632727926,6.54657416342459,-1.4998839877945,0.0010041086252796,0.0227833661313445,H4K16ac_loss_000094
chr19,2541166,2541666,501,*,4.6321615186653,0.0,5.6321615186653,-6.48931396461482,1.49899991071084e-05,0.0017363142005389,H4K16ac_loss_000095
chr19,4246864,4247364,501,*,4.53062647461348,1.6712391391212,5.42763710049487,-2.11376303816157,0.0011757284346943,0.0250873974608285,H4K16ac_loss_000096
chr19,7903515,7904015,501,*,5.8697996240598,2.66570520708977,6.78932244766434,-2.49926393498471,0.0006264986020096,0.0164112072819106,H4K16ac_loss_000097
chr19,10502341,10502841,501,*,5.17687448672932,1.99095620780952,6.09534760894359,-3.18805205899226,2.15125010679356e-05,0.0018427550719378,H4K16ac_loss_000098
chr19,12933423,12933923,501,*,4.98447885944549,0.0,5.98447885944549,-7.13008836931712,1.92724507434367e-06,0.0005174653024612,H4K16ac_loss_000099
chr19,19138043,19138543,501,*,5.56134318388089,3.80698416778353,6.329925707389,-1.59513927592965,0.0018294125974272,0.0344474927102648,H4K16ac_loss_000100
chr19,40417016,40417516,501,*,4.62149983684784,0.0,5.62149983684784,-6.44996583265741,1.68215523205948e-05,0.0017363142005389,H4K16ac_loss_000101
chr19,41859962,41860462,501,*,6.86903417492178,5.47038040934284,7.56566646186995,-1.59059357178803,0.0002806695477383,0.009134518008212,H4K16ac_loss_000102
chr19,42302311,42302811,501,*,5.45991846347426,3.79085715891723,6.21313114240828,-1.49870264485695,0.0030573349443459,0.0469345852738983,H4K16ac_loss_000103
chr19,43503953,43504453,501,*,4.50017513395156,0.0,5.50017513395156,-6.20584472209742,2.85449525363333e-05,0.0020033421624403,H4K16ac_loss_000104
chr19,44890485,44890985,501,*,4.33493929861451,0.0,5.33493929861451,-5.79202732130836,6.268129992513e-05,0.0036719845156139,H4K16ac_loss_000105
chr19,55654673,55655173,501,*,6.4433279270492,4.50694040732969,7.24136198284018,-1.95556463538114,0.0001341876604855,0.0054728182542326,H4K16ac_loss_000106
chr2,3378851,3379351,501,*,4.11245261416125,0.0,5.11245261416125,-4.82599838963653,0.0002746103294062,0.0090285151157858,H4K16ac_loss_000107
chr2,3575104,3575604,501,*,6.34768245969539,4.50694040732969,7.13078020661608,-2.05521201542979,1.2388642289342e-05,0.0015352386713946,H4K16ac_loss_000108
chr2,8631924,8632424,501,*,4.29836473708735,0.0,5.29836473708735,-4.65360735024883,0.0003879040000886,0.0116148467683032,H4K16ac_loss_000109
chr2,8684979,8685479,501,*,5.09586080925996,1.92873961292356,6.01323354953922,-1.99329109593403,0.0030348080246261,0.0469345852738983,H4K16ac_loss_000110
chr2,10302482,10302982,501,*,5.98812868111809,4.29281312451823,6.74618695734742,-1.49660675952137,0.0031954249071314,0.048110556312044,H4K16ac_loss_000111
chr2,27071299,27071799,501,*,5.08056824986761,1.59898171425524,6.01450061108938,-2.8079071689536,0.0003296069086972,0.0101142234268828,H4K16ac_loss_000112
chr2,39123825,39124325,501,*,5.28281296728795,0.0,6.28281296728795,-7.41695960667147,9.83899103476041e-07,0.0004091143587456,H4K16ac_loss_000113
chr2,108967112,108967612,501,*,4.34259479732643,0.155087007709125,5.3024520429384,-3.14108886104607,0.000561616234314,0.015206113503864,H4K16ac_loss_000114
chr2,110100891,110101391,501,*,5.1930494609749,2.63556275632753,6.06499463603586,-2.24868305291306,0.0002422307759962,0.0082154480027354,H4K16ac_loss_000115
chr2,134677292,134677792,501,*,5.56141945763854,3.20843434535158,6.41282623352777,-1.88631040483611,0.0011655754649565,0.0250873974608285,H4K16ac_loss_000116
chr2,174248835,174249335,501,*,6.21906221522891,4.87860108015217,6.90173041821581,-1.37730923270232,0.0031044668673044,0.0470652101919716,H4K16ac_loss_000117
chr2,200408680,200409180,501,*,5.16839534926422,0.0,6.15875608300228,-5.73204067142612,2.46831153543657e-05,0.0018997629516853,H4K16ac_loss_000118
chr2,202374748,202375248,501,*,5.0518329162097,0.0,6.0518329162097,-7.10819068490328,2.98306826117727e-06,0.0006407630625008,H4K16ac_loss_000119
chr2,231612637,231613137,501,*,4.9196240663968,1.25987917003653,5.86138862440577,-2.74488048936133,0.0005550771383122,0.0151564283020522,H4K16ac_loss_000120
chr20,23136762,23137262,501,*,4.88544924026694,0.522913575870329,5.84994970172221,-3.8883378300457,8.3364815539787e-05,0.0044033022240851,H4K16ac_loss_000121
chr20,23140790,23141290,501,*,5.38324654214775,3.45671438946574,6.17979384819617,-1.58524396983991,0.0029523088809756,0.0469345852738983,H4K16ac_loss_000122
chr20,34302517,34303017,501,*,6.04410869275406,4.79894319748385,6.70233434280686,-1.4418919551044,0.0007072748681848,0.0177818261323512,H4K16ac_loss_000123
chr20,44531842,44532342,501,*,4.73701902157798,0.0,5.72400509165867,-4.00938451991166,0.0005096015435454,0.0144498537826234,H4K16ac_loss_000124
chr20,47280967,47281467,501,*,4.30005219163688,0.0,5.30005219163688,-5.60512979290691,8.8658986632231e-05,0.0046074073375653,H4K16ac_loss_000125
chr20,48828450,48828950,501,*,4.93793769116186,2.39403987215541,5.80861504000247,-2.03089893722803,0.000850961290974,0.0200131188286013,H4K16ac_loss_000126
chr20,62387029,62387529,501,*,6.14203870280355,4.51080370699819,6.8880833296015,-1.58278251681534,0.0012099928556361,0.0253155648107775,H4K16ac_loss_000127
chr20,63740823,63741323,501,*,4.27861150526242,0.155087007709125,5.23662161290124,-2.74685632648292,0.0012206255420417,0.0253732612674741,H4K16ac_loss_000128
chr22,29096577,29097077,501,*,4.87896612307083,0.0,5.87896612307083,-6.54438096119262,2.09126442050481e-05,0.0018427550719378,H4K16ac_loss_000129
chr22,38230080,38230580,501,*,3.55896974983151,0.0,4.55896974983151,-2.94017231836828,0.0023502354894952,0.0418367886583068,H4K16ac_loss_000130
chr22,38705697,38706197,501,*,4.43764399338633,0.0,5.43764399338633,-6.05423505822111,3.88592114583899e-05,0.002555191414672,H4K16ac_loss_000131
chr22,41367026,41367526,501,*,5.73351837809565,2.51370211364472,6.65393795274725,-2.34906461647591,0.0010711226114077,0.0238010831307294,H4K16ac_loss_000132
chr3,14124340,14124840,501,*,5.04912175218438,1.66570520708977,5.97828593562255,-2.44329816168043,0.0010863469454091,0.0239740401240284,H4K16ac_loss_000133
chr3,15064985,15065485,501,*,5.44117628274658,2.59607528208403,6.33712412611609,-2.86580612950141,1.65782444977496e-05,0.0017363142005389,H4K16ac_loss_000134
chr3,48186585,48187085,501,*,4.05506652814347,0.0,5.05506652814347,-4.8936313725974,0.000238536456655,0.0081762176951353,H4K16ac_loss_000135
chr3,48989942,48990442,501,*,3.63050974269795,0.0,4.63050974269795,-3.30002738959739,0.0015425864638788,0.0304921078933594,H4K16ac_loss_000136
chr3,49028966,49029466,501,*,5.38675777870752,0.0,6.37014707444031,-5.61150536969534,1.68725096915698e-06,0.0005174653024612,H4K16ac_loss_000137
chr3,51995393,51995893,501,*,6.33511689981975,5.07691882348362,6.99680649500667,-1.52676527445894,0.00013150878836,0.0054371374345416,H4K16ac_loss_000138
chr3,119464265,119464765,501,*,4.64601879920939,0.0,5.64601879920939,-5.71681970740992,0.0001025707274658,0.0047896070129691,H4K16ac_loss_000139
chr3,150408090,150408590,501,*,4.93207750331912,0.0,5.91700570557593,-5.19983032173182,6.54429151483645e-05,0.0037653048680005,H4K16ac_loss_000140
chr4,52712646,52713146,501,*,5.84653130508018,4.49859132776689,6.53103355516344,-1.46968459148588,0.0010137590178305,0.0228414794087417,H4K16ac_loss_000141
chr4,98523225,98523725,501,*,4.36602845907354,0.0,5.34365882618678,-2.60080922825344,0.0029997905502904,0.0469345852738983,H4K16ac_loss_000142
chr4,108620563,108621063,501,*,5.61547080681005,3.37422583782207,6.45421791402585,-1.76767712280142,0.0017545539958392,0.033253958674082,H4K16ac_loss_000143
chr4,127781947,127782447,501,*,4.79731762453093,0.0,5.77225093966402,-4.03409083086368,0.0001703279798319,0.0064564323649242,H4K16ac_loss_000144
chr5,69188803,69189303,501,*,4.69403555204016,0.0,5.69403555204016,-6.29095239818802,3.14381252007022e-05,0.0021551838169502,H4K16ac_loss_000145
chr5,91314094,91314594,501,*,4.33487357240998,0.0,5.31201172592327,-3.41120551556583,0.000900226861557,0.0208671291218467,H4K16ac_loss_000146
chr5,134758371,134758871,501,*,4.66393337246939,0.0,5.66393337246939,-6.58173357828123,1.14323318422333e-05,0.001473398927827,H4K16ac_loss_000147
chr5,135263551,135264051,501,*,5.60133642742396,4.04953831088752,6.33157666825657,-1.55370076134645,0.0011918423164979,0.0252639206826081,H4K16ac_loss_000148
chr5,139660679,139661179,501,*,5.93000114182923,4.47622497479753,6.63923474121655,-1.42958439442481,0.002922728585968,0.0469345852738983,H4K16ac_loss_000149
chr5,151771149,151771649,501,*,5.88635974758506,4.18394421497639,6.64571059653568,-1.54325015495521,0.0022218625019336,0.0402182077597206,H4K16ac_loss_000150
chr5,154038889,154039389,501,*,4.71910847798026,0.0,5.71910847798026,-6.68502242650584,8.60181798339977e-06,0.0012050025018484,H4K16ac_loss_000151
chr5,159263361,159263861,501,*,4.37948747591031,0.0,5.37948747591031,-2.89426137821771,0.0028629205328411,0.046462211042283,H4K16ac_loss_000152
chr5,159916013,159916513,501,*,3.98895557918687,0.0,4.98895557918687,-4.65042636111053,0.0003247940568804,0.0100623697237371,H4K16ac_loss_000153
chr5,177351544,177352044,501,*,5.48079348471632,2.77326185179432,6.36590568956559,-2.75783450858662,1.59927625859164e-05,0.0017363142005389,H4K16ac_loss_000154
chr5,181184266,181184766,501,*,4.9708282123221,2.63272916482704,5.82061075352791,-1.96074816972948,0.0007900624879793,0.0191397092952585,H4K16ac_loss_000155
chr6,3194882,3195382,501,*,4.3856169107226,0.0,5.3856169107226,-5.37468810072646,0.0001458558754273,0.0057310686661831,H4K16ac_loss_000156
chr6,24721507,24722007,501,*,5.40273718886879,3.82541678661483,6.13816949359134,-1.45165418569967,0.0033510548017212,0.0497562146135758,H4K16ac_loss_000157
chr6,27814552,27815052,501,*,4.34314805583073,0.343777112202407,5.29732406950919,-2.2837476170146,0.0030590511817252,0.0469345852738983,H4K16ac_loss_000158
chr6,33571344,33571844,501,*,4.88614158300321,0.522913575870329,5.85065928761137,-3.80567943487819,0.0001094888446316,0.0050396151057578,H4K16ac_loss_000159
chr6,34391188,34391688,501,*,4.2433175721596,0.0,5.21894512404956,-3.20018294152249,0.0011703382576912,0.0250873974608285,H4K16ac_loss_000160
chr6,42217307,42217807,501,*,4.47216158969524,0.0,5.47216158969524,-5.81475176190894,7.09033143337584e-05,0.0040079031365503,H4K16ac_loss_000161
chr6,111793649,111794149,501,*,5.46228094735834,3.82417537473507,6.20964422106046,-1.60709212982622,0.0010473293800616,0.0234339948788788,H4K16ac_loss_000162
chr6,125956681,125957181,501,*,4.29972845941629,0.0,5.29972845941629,-5.10821263310062,0.0002071082395388,0.0074890680472154,H4K16ac_loss_000163
chr6,149749119,149749619,501,*,4.15858874758752,0.0,5.1391125501116,-3.09573229163183,0.0013548219557137,0.0278040531293603,H4K16ac_loss_000164
chr7,460940,461440,501,*,4.91712895601512,0.343777112202407,5.88650725366579,-4.14859375677321,0.0001197748702488,0.0052150625938061,H4K16ac_loss_000165
chr7,2757506,2758006,501,*,5.78347611760558,3.97676951427345,6.56097561481767,-1.76495325977625,0.0004887264419052,0.0141862756380074,H4K16ac_loss_000166
chr7,4775363,4775863,501,*,4.76832340328665,0.0,5.75559005150505,-4.70650638722681,0.000161709091488,0.0062026987235043,H4K16ac_loss_000167
chr7,22822721,22823221,501,*,4.4618103491344,1.59316298283569,5.35950382948722,-1.89249509923094,0.0030298894694494,0.0469345852738983,H4K16ac_loss_000168
chr7,32957184,32957684,501,*,5.23299391253768,3.15311087624414,6.05140801064583,-1.66902945340259,0.0025041976799182,0.0431180774279267,H4K16ac_loss_000169
chr7,44748326,44748826,501,*,5.11109619669105,0.671239139121204,6.07747093533341,-4.38281444387792,2.23052289899366e-05,0.0018427550719378,H4K16ac_loss_000170
chr7,45110914,45111414,501,*,5.55251800206093,3.66985764489258,6.34230300960179,-1.68996114687735,0.0012665989267507,0.0261601393717366,H4K16ac_loss_000171
chr7,56064119,56064619,501,*,4.8744841666156,1.81074975044244,5.78552526033769,-2.40342031054413,0.0005253368083536,0.0145916827285808,H4K16ac_loss_000172
chr7,66075519,66076019,501,*,4.40197866638683,0.0,5.40197866638683,-5.97464037003827,4.49752960048973e-05,0.0028982080745555,H4K16ac_loss_000173
chr7,74092553,74093053,501,*,5.49397579095386,2.05060025560637,6.4260925443652,-3.04782280179994,0.0001234710310082,0.005304315492113,H4K16ac_loss_000174
chr7,76048039,76048539,501,*,6.19195191457543,4.52883916450536,6.94405210020034,-1.51605638733043,0.002574325940877,0.043601945597182,H4K16ac_loss_000175
chr7,100081616,100082116,501,*,6.21401273167175,4.3361679599546,7.00304090316893,-2.15844341368097,2.50405804536779e-06,0.0005953556196104,H4K16ac_loss_000176
