"seqnames","start","end","width","strand","Conc","Conc_p53sh_MOF","Conc_Scr_MOF","Fold","p.value","FDR"
"chr16",75305371,75305871,501,"*",5.167703084541,2.8735634267403,6.01257908601476,-1.74336808056362,0.0106787812234429,0.0785848772084133
"chr15",89087786,89088286,501,"*",7.91499520637439,7.18881434783685,8.39577520955416,-1.04636105127462,0.0110487497689069,0.0792747795919073
"chr16",87407478,87407978,501,"*",5.50940268546352,4.06635188464284,6.2162304894197,-1.48608509549241,0.012580103763507,0.0852636376612188
"chr20",50165954,50166454,501,"*",6.75354772960709,5.94907010675877,7.26696837405871,-1.1075477741699,0.0130127280687841,0.0852636376612188
"chr19",3655703,3656203,501,"*",6.52976552330677,5.69092762077289,7.05674200522658,-1.13848700715635,0.0130790930776427,0.0852636376612188
"chr17",77140531,77141031,501,"*",5.43474785268994,4.0050850545893,6.13854168808557,-1.47446546064436,0.0133624432462314,0.0852636376612188
"chr2",10497780,10498280,501,"*",6.87598677294969,6.0205429733249,7.40935547503148,-1.14664380765968,0.0134041942307235,0.0852636376612188
"chr2",121809615,121810115,501,"*",6.61542469744034,5.89079212718577,7.09553349669426,-1.03660178600289,0.0136659488934358,0.0852636376612188
"KI270438.1",101659,102159,501,"*",6.50273836095056,5.75754741652216,6.99167603285257,-1.05257877221999,0.0142000034705744,0.0852927887329337
"chr12",95103104,95103604,501,"*",5.42243665084422,3.72920613820681,6.18011390747229,-1.55382179207163,0.0142649960250203,0.0852927887329337
"chr1",39398612,39399112,501,"*",6.83451513382803,6.13250920492605,7.30469596539784,-1.00950507526738,0.0159343025928562,0.0933294866153007
"KI270442.1",112256,112756,501,"*",4.36790996597338,1.80354408259065,5.24049200087078,-1.62465503539091,0.0189361266118804,0.104982625827305
"chr18",20920994,20921494,501,"*",5.05046300936521,3.65126042683618,5.74722370122467,-1.41557067451049,0.0189592338995477,0.104982625827305
"KI270742.1",11229,11729,501,"*",3.36281464245162,0.0661900030046789,4.28746992676803,-1.63918179383609,0.0190212423101737,0.104982625827305
"chr10",132096168,132096668,501,"*",4.46955910412749,2.38814400017482,5.28817857463665,-1.54453397802778,0.0216403111252051,0.117088692692695
"chrX",37871891,37872391,501,"*",5.0640689672126,3.69078587428815,5.7546989857611,-1.38251707909055,0.0220306251059425,0.117088692692695
"chr6",26103610,26104110,501,"*",5.92684931446476,4.9243362288539,6.51264853852121,-1.2059487845204,0.0230359454719324,0.118164742400503
"chr2",203014390,203014890,501,"*",6.5570286339704,5.67125962118349,7.10181176165414,-1.13235598867814,0.0230565351025372,0.118164742400503
"chr19",17305300,17305800,501,"*",8.90253526013336,8.34097808035082,9.30572614939954,-0.855333461915743,0.0238880300110632,0.118452397515726
"chr6",27139223,27139723,501,"*",5.52117918210205,4.31440377900468,6.16896718769275,-1.30579133255561,0.0243145367596164,0.118452397515726
"chr7",44039021,44039521,501,"*",6.20092478148752,5.26269670864966,6.76469456767629,-1.16500520528705,0.0243508413011423,0.118452397515726
"chr15",17008965,17009465,501,"*",3.65256970217554,0.803155597170885,4.54883959646779,-1.52813299162328,0.0262672425757524,0.125644976987349
"chr17",26937356,26937856,501,"*",3.59168231617231,0.803155597170885,4.48330855982427,-1.51124792507051,0.0275955924777362,0.129835000673939
"GL000225.1",20915,21415,501,"*",3.03267861962521,0,3.9698032509017,-1.45725866723848,0.0298759589653216,0.138296777791085
"chrX",150200864,150201364,501,"*",5.91614310178642,5.12528183269337,6.4240656507694,-1.04565213520528,0.0307573333436777,0.139024972836872
"chr20",35305618,35306118,501,"*",6.55447947297838,5.54741817290748,7.14178808084561,-1.1788888312449,0.0310020845350517,0.139024972836872
"chr1",42963436,42963936,501,"*",5.67367148172152,4.67116914997432,6.25946712945251,-1.17195587922808,0.0326451508579261,0.143519179950568
"chr15",79178967,79179467,501,"*",6.62784722274991,5.69086987388616,7.19117516405091,-1.13090113125685,0.0336590437922329,0.143519179950568
"chr7",44606219,44606719,501,"*",6.70634569585863,6.10350217134705,7.13024128019168,-0.884506537419493,0.0338785256341978,0.143519179950568
"chr12",50247140,50247640,501,"*",7.44482571253529,6.49817979676735,8.01155584395539,-1.13648256575718,0.0340045443785317,0.143519179950568
"chr1",42967011,42967511,501,"*",6.50677440036014,5.88232073342696,6.94115936913742,-0.90130988262378,0.035448438958105,0.146999074077904
"chr11",65919116,65919616,501,"*",5.16865118374152,4.03594035003551,5.79526975625316,-1.21990070259464,0.0358534327019278,0.146999074077904
"chr1",154431454,154431954,501,"*",6.3321654295688,5.30155086972494,6.92719009855857,-1.16524615061532,0.0381662334565436,0.154277591577859
"GL000194.1",62539,63039,501,"*",4.18459200818413,1.80354408259065,5.03901069889806,-1.39292603402131,0.0390515935244481,0.155663990854397
"chr20",58307010,58307510,501,"*",4.65521525415013,3.43557420653302,5.30654066451874,-1.23566037990762,0.0402887428069528,0.158395468295828
"KI270435.1",647,1147,501,"*",5.04000228733814,2.94065912092082,5.86100671890186,-1.36880511575228,0.0411804870652424,0.159713510644927
"chr20",57212397,57212897,501,"*",5.85447797164215,4.8738316744114,6.43293110953415,-1.13087909606207,0.0417967214740519,0.159942120840705
"chr21",7963011,7963511,501,"*",4.82096451157054,3.52575112840562,5.49227972258506,-1.24326609876203,0.0432543476993676,0.163342076180507
"chr5",177516934,177517434,501,"*",6.34999505170586,5.4120412714735,6.91366798255801,-1.10068537830418,0.045289756809958,0.168001492766102
"GL000225.1",25736,26236,501,"*",4.04133578645502,2.5689188770379,4.7546989857611,-1.27447688197535,0.045658942284864,0.168001492766102
"GL000225.1",47260,47760,501,"*",4.00957371305139,2.38840299742801,4.75367316477843,-1.29026154800266,0.0474847582080717,0.172507919059704
"chr2",91502177,91502677,501,"*",3.92374668965087,2.28877668012731,4.67050909360387,-1.28484924902325,0.048500183957726,0.173994409948342
"chr3",4983873,4984373,501,"*",5.60021010793022,6.27597586260735,4.28746992676803,1.21895069859952,0.0501319112262779,0.177627882986935
"chr6",26204318,26204818,501,"*",5.88644101487588,5.13965054947389,6.37605810503166,-0.965690552000326,0.0549757295602799,0.188103281702841
"KI270519.1",82631,83131,501,"*",3.31638113255904,0.481615987703284,4.21155299339391,-1.2554411048112,0.0550917343329625,0.188103281702841
"chr22",12599951,12600451,501,"*",2.75985625461429,0,3.6835403605225,-1.2195751414545,0.0558316069536055,0.188103281702841
"GL000225.1",56429,56929,501,"*",3.42441041797948,0.481227502283523,4.32743245017765,-1.24098050782403,0.0562100123019091,0.188103281702841
"chr6",26285357,26285857,501,"*",6.29505304106543,5.66136969610334,6.73384753706357,-0.881482197752343,0.0563654432977153,0.188103281702841
"chr1",212596287,212596787,501,"*",5.44480878665827,4.33929558082565,6.06329449106139,-1.12756174413636,0.059812813816645,0.19731353523422
"KI270442.1",126335,126835,501,"*",2.99508456192016,0.0661900030046789,3.89710783229358,-1.20238952594021,0.0618227207872133,0.20162637347648
"KI270544.1",-60,440,501,"*",4.94377854928922,3.80335956505981,5.57266614022131,-1.12915428086927,0.0625280074816999,0.201635260081437
"chr6",26122800,26123300,501,"*",6.41408532227877,5.85645884914113,6.81525808677365,-0.804550346989642,0.0668763462593384,0.206971409953827
"chr16",88333338,88333838,501,"*",4.3852015264983,3.06649756258826,5.06246627178238,-1.1569700464128,0.0674702066750626,0.206971409953827
"KI270442.1",89946,90446,501,"*",4.25523540755097,3.06635188464284,4.89803660201808,-1.12800611177443,0.067911069936548,0.206971409953827
"chr14",68685608,68686108,501,"*",7.92963393261733,7.47010568010659,8.27761245248793,-0.709184731244472,0.067982651727431,0.206971409953827
"KI270729.1",2898,3398,501,"*",7.25470073715238,6.67118644637942,7.66901358593732,-0.829253248286436,0.0684902057171903,0.206971409953827
"chr9",90857046,90857546,501,"*",5.67289213710916,4.76672436184743,6.22517022656078,-1.03014279949861,0.0685097001589322,0.206971409953827
"chr22",10717204,10717704,501,"*",3.75403797794417,2.28877668012731,4.46582365216354,-1.1677615124683,0.070605747715671,0.209949080671471
"KN196487.1",29335,29835,501,"*",4.44018167899315,2.72952305715364,5.20102381030265,-1.18494256763288,0.0709584000875705,0.209949080671471
"KI270751.1",148628,149128,501,"*",4.19415599752237,2.65149782926454,4.92250980236739,-1.16763195112036,0.0725476865693677,0.212461082096005
"chr21",7966776,7967276,501,"*",4.79251506434345,3.7292674827913,5.39795857608042,-1.07670020979708,0.0735561931382077,0.213238660915814
"chr8",125680067,125680567,501,"*",7.68970235541347,7.12168665393106,8.09619121532475,-0.806706156858705,0.0747785820636038,0.213592596127345
"KI270732.1",38420,38920,501,"*",3.30397256376437,0.803544082590646,4.17050537238849,-1.1516549780068,0.0751667324350587,0.213592596127345
"GL000225.1",65956,66456,501,"*",2.77994070628737,0,3.74281463681527,-0.984649504475474,0.0785587002075142,0.220762371165791
"GL000225.1",98933,99433,501,"*",3.50781991443287,1.28858242434113,4.34394212634802,-1.14280816446906,0.079701232140193,0.220762371165791
"KI270519.1",86659,87159,501,"*",3.75795600438656,1.65115250372583,4.57994303366183,-1.14565989909855,0.0799975142900428,0.220762371165791
"chr5",177470654,177471154,501,"*",5.98145438432376,5.33936926268637,6.42422683905967,-0.857804584226331,0.0811607133843141,0.221839283250459
"KI270442.1",96558,97058,501,"*",5.02448434576746,4.15388899491909,5.56359737865786,-0.984701339464017,0.0838362628241881,0.226990636137189
"GL000214.1",131935,132435,501,"*",4.39842762392981,2.56869034353386,5.17973206695513,-1.12709909987403,0.0853619543830026,0.228070956697403
"chr11",48013525,48014025,501,"*",6.34899243996426,5.71987666516913,6.78560996556969,-0.842720956662855,0.0858246108826464,0.228070956697403
"chr7",27134267,27134767,501,"*",5.38591241536206,4.56895315394135,5.90430949246129,-0.953223521086229,0.0877751719336217,0.230022613352282
"chr10",35409087,35409587,501,"*",5.43939708000494,4.52570992296911,5.99440166286527,-0.9922137011565,0.0887281972592512,0.230022613352282
"chr6",27807884,27808384,501,"*",5.03796417014891,4.09619899093852,5.60298071318988,-1.0006303103236,0.0889634497634263,0.230022613352282
"KI270512.1",7093,7593,501,"*",3.85752445347104,2.48137319657524,4.54883959646779,-1.08771969670129,0.0906554327469846,0.232304546414148
"KI270733.1",147497,147997,501,"*",5.96840186023261,5.36410102171932,6.39301218270246,-0.820905187654032,0.0933347328385274,0.236177530246403
"chr8",125706300,125706800,501,"*",6.80723495129147,6.03588041993024,7.30715260929313,-0.921034300740227,0.0938126775194771,0.236177530246403
"chr22",10738964,10739464,501,"*",4.58892828275096,3.56893030276287,5.18049564695382,-1.00301820618374,0.0990634691629781,0.247227962171954
"chr1",151311467,151311967,501,"*",5.78336215240729,5.15388899491909,6.22015037912175,-0.827478014164407,0.102265231095472,0.250536207832129
"chr16",28211810,28212310,501,"*",5.94357381974507,4.98934233035234,6.51295170139008,-0.977924233924726,0.102456907496347,0.250536207832129
"chr18",11857360,11857860,501,"*",6.78132538742758,6.18184093116263,7.20356941384872,-0.803523728321793,0.103007918202757,0.250536207832129
"chr1",236097088,236097588,501,"*",3.18683661795998,0.803155597170885,4.0415345989151,-1.01549801294041,0.106836180472276,0.257663729374312
"chr9",6080322,6080822,501,"*",6.76588286199735,6.1609634454121,7.19079624032367,-0.801446844705398,0.109732466054285,0.262443481313166
"chr6",27132602,27133102,501,"*",5.86723010561742,5.22282520573707,6.3110949014184,-0.8229101189292,0.117772874820217,0.278803376688225
"chr8",128176724,128177224,501,"*",7.76798279257622,7.08515845266235,8.22956944441309,-0.841596828644134,0.118515721100918,0.278803376688225
"KN538372.1",36082,36582,501,"*",2.28894316427129,3.28894316427129,0,0.810730898677232,0.12411472517053,0.287001092874896
"chr2",113240780,113241280,501,"*",6.06236719925854,5.48146424803652,6.47537063210198,-0.770886235355239,0.124880219185784,0.287001092874896
"chrX",154378786,154379286,501,"*",5.50726889208405,4.45870476478393,6.10806282344029,-0.953875970719465,0.125578075600308,0.287001092874896
"chr13",45341082,45341582,501,"*",6.46483558348524,5.92444116286501,6.85706187559815,-0.743777701443269,0.126000479798735,0.287001092874896
"chr10",68153531,68154031,501,"*",5.58011211091397,4.87369293184318,6.05224699815292,-0.831328708040213,0.135700367030682,0.306661459352802
"KI270442.1",186196,186696,501,"*",3.72501070475912,1.94065912092082,4.49874848007754,-0.947520210523775,0.138000308212357,0.308307977443997
"GL000224.1",14676,15176,501,"*",5.44201160165424,4.5474732591514,5.99003454511141,-0.895290384482324,0.138577453276221,0.308307977443997
"chr5",136058350,136058850,501,"*",7.07258996791407,6.63625281657761,7.40714852738251,-0.64296261406063,0.143600287465185,0.315797598335906
"chr6",134035735,134036235,501,"*",5.19632776129482,4.50373876826449,5.66231007325948,-0.81693463460469,0.144144548369351,0.315797598335906
"chr19",36182474,36182974,501,"*",6.18861642524656,5.32677498809683,6.72442078455778,-0.876124040079028,0.145522846410974,0.316401946363254
"chr1",2133245,2133745,501,"*",6.28486272654583,6.78985086009189,5.50119544421399,0.846393861553077,0.152558068877041,0.329204253892562
"KI270465.1",686,1186,501,"*",3.99914119862335,2.38811809789204,4.74126289476227,-0.908935578669565,0.155062135042543,0.332110692217983
"KN538372.1",88882,89382,501,"*",4.08077180465254,3.06635188464284,4.67050909360387,-0.881975688924069,0.15999541761312,0.33946035881253
"chr5",181088293,181088793,501,"*",3.44294562573519,1.28897090976089,4.2710143820211,-0.854980793271455,0.160859264106286,0.33946035881253
"chr16",89994802,89995302,501,"*",5.27462366738212,4.56890173828077,5.74645040636848,-0.802350791187879,0.164045688872231,0.343657756980514
"chr21",7917086,7917586,501,"*",5.18613430186612,4.06620619198592,5.80895527309632,-0.879262956031033,0.167539171878865,0.345964110901848
"KI270751.1",139554,140054,501,"*",5.36283771551695,4.20952178433846,5.99548685379511,-0.881260464671542,0.167557531063961,0.345964110901848
"chr5",41903986,41904486,501,"*",5.30159619673229,4.71023785866048,5.71982101312094,-0.738857374730678,0.170161091378117,0.34883023732514
"chr8",123516799,123517299,501,"*",5.75427685826556,5.08134461273285,6.21136620127472,-0.772155294387823,0.174431221815227,0.355047947950142
"chr10",102661097,102661597,501,"*",6.46670617537334,6.05126100902719,6.78887881521855,-0.605539065535369,0.181196809666762,0.364498795306973
"chr20",62794165,62794665,501,"*",5.92237076496533,3.38811809789204,6.79214027506836,-0.762274079255667,0.181614382330652,0.364498795306973
"chr22",42964912,42965412,501,"*",6.36239009402468,5.9892163982684,6.65860411390258,-0.564799924331329,0.191131637708664,0.377241809806495
"chr17",19111803,19112303,501,"*",3.20229222350901,1.80346639387508,3.89896477420933,-0.831409995378424,0.19166086345829,0.377241809806495
"KN538372.1",124456,124956,501,"*",2.52071960996544,0,3.43020496948511,-0.688145578285435,0.191906983385882,0.377241809806495
"chr20",28639145,28639645,501,"*",4.50203633733214,3.69079637450537,5.01816060182212,-0.787699816235857,0.197635375040612,0.385859541745958
"chr5",131635268,131635768,501,"*",5.67654811431913,5.16795434437291,6.05182976470994,-0.665077422264985,0.200538204706801,0.388881518586838
"chr9",34458478,34458978,501,"*",5.2053894505245,3.97346908403296,5.86005379374789,-0.799980853779002,0.209463921881293,0.401065467592705
"chr6",3808827,3809327,501,"*",6.15948761559409,5.51496485887836,6.60340783909688,-0.725285640799683,0.209616098044968,0.401065467592705
"chr1",160046420,160046920,501,"*",6.02074715615112,5.61071864942715,6.33966148648225,-0.584729141179791,0.217593806122011,0.41357233349018
"chr14",23320939,23321439,501,"*",5.19562061773494,4.50389415953475,5.66121638480917,-0.718540062632181,0.232517844820696,0.439030404365393
"chr15",17025499,17025999,501,"*",2.99823375478977,1.65141150562871,3.6824626546056,-0.734465846834914,0.240688884849579,0.451488300338752
"KI270744.1",108826,109326,501,"*",5.22699217805508,4.56877033437825,5.67730995712289,-0.693619973915448,0.245102648450077,0.455825043716166
"chr21",9015324,9015824,501,"*",5.66900441768139,5.08143672425196,6.08534275128175,-0.668573455242959,0.246177288418139,0.455825043716166
"KI270757.1",50535,51035,501,"*",4.37927123083987,3.65143308702191,4.86076854661534,-0.70669340771647,0.248433216662505,0.457053417834224
"chr19",10748995,10749495,501,"*",5.74780538382455,5.16801091755271,6.16025190689209,-0.651832494563912,0.261192550681746,0.474742220596798
"chr9",86106827,86107327,501,"*",3.2355904097326,1.65115250372583,3.97245106206159,-0.675524410156005,0.262140706069231,0.474742220596798
"chr5",37668479,37668979,501,"*",6.12435839563933,5.73886672983966,6.42826411683735,-0.544806624329965,0.264090636328708,0.474742220596798
"chr20",30851228,30851728,501,"*",2.96385713988034,0.803155597170885,3.79277504886982,-0.612222687776286,0.264664652597518,0.474742220596798
"chr21",7953700,7954200,501,"*",3.9844371739903,2.80315559717089,4.62509547810611,-0.67654793894534,0.27988259972363,0.498921156029079
"chr20",63641730,63642230,501,"*",5.010831754418,3.94104760634058,5.61832516087441,-0.677063643733261,0.283239347693753,0.501788227087081
"chr1",227934632,227935132,501,"*",4.44356136760415,3.80343725952814,4.88540839909605,-0.6476235524761,0.286193910438239,0.501812328686452
"chr2",159712064,159712564,501,"*",5.38024611671983,4.71035698948359,5.83594289259186,-0.65054219532021,0.28799260842259,0.501812328686452
"chr21",10375898,10376398,501,"*",1.56903313021583,2.56903313021583,0,0.475825664356391,0.288498377119389,0.501812328686452
"KI270411.1",1115,1615,501,"*",4.33093059511527,3.72939016413557,4.75418616644536,-0.63063632254715,0.293882768735281,0.508098521849552
"chrX",76145823,76146323,501,"*",3.28744425261666,1.94104760634058,3.97156899818572,-0.632335454153419,0.29857748810589,0.510648276209231
"chr3",4978766,4979266,501,"*",5.30381608766183,4.67133412262541,5.74203897441769,-0.629716926550161,0.300448302121695,0.510648276209231
"chr11",64305004,64305504,501,"*",5.90655947918091,5.35192426718246,6.3061908652148,-0.611123690641929,0.30069532640892,0.510648276209231
"KI270330.1",1214,1714,501,"*",4.22605144457528,3.38819580334528,4.75264661387192,-0.642247581921816,0.309389792164591,0.522322766771987
"chr19",45584723,45585223,501,"*",5.61073080801328,5.22289782120439,5.91608650600622,-0.525154276418106,0.314442769361204,0.527748975477576
"chr7",2508748,2509248,501,"*",5.94097845372417,5.44729772237723,6.30811371267092,-0.57340457245884,0.31730006302679,0.529448360980749
"chr1",15524225,15524725,501,"*",5.44808838005723,5.03596514797158,5.76826508474037,-0.533668919251255,0.319713741488224,0.530392160734799
"chr1",28648656,28649156,501,"*",5.45818116675212,5.00503438524782,5.80250080379605,-0.550370635159743,0.324632141322083,0.532610132114846
"chr20",44210638,44211138,501,"*",6.3561997710251,6.03605607009057,6.61804335358547,-0.46543326741996,0.324762275679784,0.532610132114846
"chr9",105064508,105065008,501,"*",5.65883922711933,5.24954370998638,5.97731113101461,-0.525206414789922,0.32994688226516,0.538038381875573
"chr1",149812254,149812754,501,"*",5.57080083178391,4.9408092299614,6.00783657843524,-0.589757255096075,0.339535399192803,0.545958755776698
"chr1",205284634,205285134,501,"*",4.86977403878254,4.38824760465569,5.23017266802178,-0.552892617974667,0.340124741052936,0.545958755776698
"KI270735.1",40419,40919,501,"*",2.7066790688698,3.52562162164198,0.622850047427508,0.49259667546801,0.340510861616826,0.545958755776698
"chr12",26114286,26114786,501,"*",6.20119098158047,5.80343725952814,6.51264853852121,-0.511198492200375,0.343002755500722,0.546898837937263
"chr19",45769235,45769735,501,"*",6.91598443066314,6.62611912346086,7.15724080178733,-0.428732213185607,0.354130598302443,0.561521998413266
"KI270333.1",235,735,501,"*",1.72954350114687,2.72954350114687,0,0.36567480971701,0.356848860022158,0.562658132946657
"KI270744.1",119246,119746,501,"*",3.48383821171142,1.94065912092082,4.21229992011649,-0.51524959752712,0.358768077802224,0.562658132946657
"chr2",85584965,85585465,501,"*",5.5891372801969,5.1109019818507,5.94769652127247,-0.530392559388902,0.367943926227497,0.573912537104846
"chr20",29885754,29886254,501,"*",5.39973429978619,4.85635119236427,5.79352391414311,-0.547434148831759,0.369964180989825,0.573944432130161
"chr17",68457462,68457962,501,"*",6.1530995219074,5.86517373808529,6.39301218270246,-0.423940888102075,0.376858001244088,0.581495948156201
"chr19",39073517,39074017,501,"*",5.73485092177846,5.28878708594918,6.07507950924193,-0.505991629934675,0.384707490223284,0.59043342082397
"chr20",34525774,34526274,501,"*",5.7500703603767,5.44718273341845,6.00027006481928,-0.429722967549379,0.387451575386264,0.591481926254563
"chr7",100958059,100958559,501,"*",3.14208318943673,2.18202582606424,3.71348189362417,-0.52904894764056,0.390082581915447,0.592347624390123
"chr4",139014286,139014786,501,"*",5.71824242062537,5.3394998712827,6.01794701252167,-0.466819725624362,0.404515551021667,0.611031384964307
"chr7",876279,876779,501,"*",5.74893926699286,5.40036044301863,6.02947118788305,-0.445728686265604,0.414101842965426,0.616391699456789
"KN538372.1",91678,92178,501,"*",3.25129059221463,2.28891541824809,3.8234902260204,-0.495916608444631,0.415020566028945,0.616391699456789
"chr16",4944725,4945225,501,"*",6.06678249725086,5.72943872261913,6.34000326478386,-0.439244379416801,0.415023188097569,0.616391699456789
"KI270303.1",323,823,501,"*",1.28897090976089,2.28897090976089,0,0.316342617997592,0.416655016357551,0.616391699456789
"chr9",132269729,132270229,501,"*",4.31712611145407,4.67121172536772,3.84684670435504,0.479992185167874,0.42778353058867,0.625500391534471
"KI270519.1",133092,133592,501,"*",2.99981425281017,2.06651374811866,3.56184026357719,-0.479814292646057,0.427802209314131,0.625500391534471
"chr5",150497482,150497982,501,"*",6.60403941724443,6.31438162976291,6.84515216382209,-0.401816018178591,0.429350442969654,0.625500391534471
"chr2",9178991,9179491,501,"*",6.27288074629795,5.94898670317325,6.5372242975429,-0.421701941683229,0.432628323111999,0.627092569359312
"GL000225.1",2868,3368,501,"*",3.36909758421685,2.06619000300468,4.04237491867418,-0.429159844523107,0.436886584707648,0.630082662367311
"GL000225.1",50958,51458,501,"*",2.9418576273841,3.52584530784141,1.94477814231487,0.458226254169024,0.442782871699696,0.630720290404172
"chr15",60392759,60393259,501,"*",5.35292518042125,3.9730805986132,6.045120074702,-0.410769708960848,0.443825054287351,0.630720290404172
"KI270728.1",232524,233024,501,"*",2.72258398115658,3.33931567625178,1.62285004742751,0.443128049733832,0.445895482241917,0.630720290404172
"KN196487.1",2340,2840,501,"*",0.940835718170868,1.94083571817087,0,0.301741622237801,0.446119229798073,0.630720290404172
"chr6",26026686,26027186,501,"*",4.76750576446914,4.2888946083805,5.12627540034641,-0.460074876379712,0.45645479247803,0.642169242358797
"chr1",91387213,91387713,501,"*",0.941047606340581,1.94104760634058,0,0.286620641507566,0.459840575793221,0.643776806110509
