seqnames,start,end,width,strand,Conc,Conc_p53KD,Conc_Scramble,Fold,p.value,FDR,log2FC,FDR_value,mean_signal,neglog10FDR,Status
chr7,152759716,152760216,501,*,5.10128362245003,0.0,6.10128362245003,-7.1187512109924,3.39860394557249e-06,0.0006441354066255,-7.1187512109924,0.0006441354066255,5.10128362245003,3.191022828030157,Significant loss
chr17,7046952,7047452,501,*,5.31830775522969,0.0,6.31830775522969,-7.24570352675528,3.64772114959965e-06,0.0006529420857783,-7.24570352675528,0.0006529420857783,5.31830775522969,3.1851253377790227,Significant loss
chr1,161132338,161132838,501,*,4.82490301926277,0.0,5.82490301926277,-6.88505551263067,4.54602047523094e-06,0.0007709093669049,-6.88505551263067,0.0007709093669049,4.82490301926277,3.1129966774182813,Significant loss
chr16,88315333,88315833,501,*,4.91522742876287,0.0,5.91522742876287,-6.86971382325721,6.64019115994792e-06,0.0010697347958676,-6.86971382325721,0.0010697347958676,4.91522742876287,2.970723877424285,Significant loss
chr10,123153956,123154456,501,*,5.28200915803164,0.522913575870329,6.25512139030691,-4.80601420018015,7.35492568106324e-06,0.0011054787558126,-4.80601420018015,0.0011054787558126,5.28200915803164,2.9564495989215502,Significant loss
chr16,29789827,29790327,501,*,4.77939221209565,0.0,5.77939221209565,-6.75356032821583,7.5482720756918e-06,0.0011054787558126,-6.75356032821583,0.0011054787558126,4.77939221209565,2.9564495989215502,Significant loss
chr5,154038889,154039389,501,*,4.71910847798026,0.0,5.71910847798026,-6.68502242650584,8.60181798339977e-06,0.0012050025018484,-6.68502242650584,0.0012050025018484,4.71910847798026,2.9190120513979703,Significant loss
chr11,73142783,73143283,501,*,4.90241499345439,0.0,5.90241499345439,-6.74995218438461,1.07498250155754e-05,0.001443164008341,-6.74995218438461,0.001443164008341,4.90241499345439,2.8406843107152504,Significant loss
chr5,134758371,134758871,501,*,4.66393337246939,0.0,5.66393337246939,-6.58173357828123,1.14323318422333e-05,0.001473398927827,-6.58173357828123,0.001473398927827,4.66393337246939,2.831679650511396,Significant loss
chr2,3575104,3575604,501,*,6.34768245969539,4.50694040732969,7.13078020661608,-2.05521201542979,1.2388642289342e-05,0.0015352386713946,-2.05521201542979,0.0015352386713946,6.34768245969539,2.8138240986153695,Significant loss
chr19,2541166,2541666,501,*,4.6321615186653,0.0,5.6321615186653,-6.48931396461482,1.49899991071084e-05,0.0017363142005389,-6.48931396461482,0.0017363142005389,4.6321615186653,2.7603716828386027,Significant loss
chr15,100803813,100804313,501,*,4.6296831449884,0.0,5.6296831449884,-6.47565937073331,1.57016851800583e-05,0.0017363142005389,-6.47565937073331,0.0017363142005389,4.6296831449884,2.7603716828386027,Significant loss
chr5,177351544,177352044,501,*,5.48079348471632,2.77326185179432,6.36590568956559,-2.75783450858662,1.59927625859164e-05,0.0017363142005389,-2.75783450858662,0.0017363142005389,5.48079348471632,2.7603716828386027,Significant loss
chr3,15064985,15065485,501,*,5.44117628274658,2.59607528208403,6.33712412611609,-2.86580612950141,1.65782444977496e-05,0.0017363142005389,-2.86580612950141,0.0017363142005389,5.44117628274658,2.7603716828386027,Significant loss
chr19,40417016,40417516,501,*,4.62149983684784,0.0,5.62149983684784,-6.44996583265741,1.68215523205948e-05,0.0017363142005389,-6.44996583265741,0.0017363142005389,4.62149983684784,2.7603716828386027,Significant loss
chr14,49767504,49768004,501,*,4.75108620362187,0.0,5.75108620362187,-6.52504623997696,1.72445854802129e-05,0.0017363142005389,-6.52504623997696,0.0017363142005389,4.75108620362187,2.7603716828386027,Significant loss
chr1,228082099,228082599,501,*,4.61321512485571,0.0,5.61321512485571,-6.42104891213982,1.82965982883237e-05,0.0017594592408735,-6.42104891213982,0.0017594592408735,4.61321512485571,2.754620789453261,Significant loss
chr10,79347554,79348054,501,*,5.24708694967574,2.30243792635442,6.15021086606602,-2.94737964904574,1.85666089974241e-05,0.0017594592408735,-2.94737964904574,0.0017594592408735,5.24708694967574,2.754620789453261,Significant loss
chr11,75562464,75562964,501,*,5.64917977970923,3.3472383064904,6.49493876172094,-2.38149745856431,1.92911836365638e-05,0.0017758912479145,-2.38149745856431,0.0017758912479145,5.64917977970923,2.7505836330826137,Significant loss
chr22,29096577,29097077,501,*,4.87896612307083,0.0,5.87896612307083,-6.54438096119262,2.09126442050481e-05,0.0018427550719378,-6.54438096119262,0.0018427550719378,4.87896612307083,2.7345323847888796,Significant loss
chr19,10502341,10502841,501,*,5.17687448672932,1.99095620780952,6.09534760894359,-3.18805205899226,2.15125010679356e-05,0.0018427550719378,-3.18805205899226,0.0018427550719378,5.17687448672932,2.7345323847888796,Significant loss
chr17,7583095,7583595,501,*,6.52046736006145,4.61667132350313,7.3135398068827,-2.04994899470623,2.23001640753131e-05,0.0018427550719378,-2.04994899470623,0.0018427550719378,6.52046736006145,2.7345323847888796,Significant loss
chr7,44748326,44748826,501,*,5.11109619669105,0.671239139121204,6.07747093533341,-4.38281444387792,2.23052289899366e-05,0.0018427550719378,-4.38281444387792,0.0018427550719378,5.11109619669105,2.7345323847888796,Significant loss
chr11,119845566,119846066,501,*,4.55091828427679,0.0,5.55091828427679,-6.29136022652845,2.43473929746265e-05,0.0018997629516853,-6.29136022652845,0.0018997629516853,4.55091828427679,2.721300585993284,Significant loss
chr2,200408680,200409180,501,*,5.16839534926422,0.0,6.15875608300228,-5.73204067142612,2.46831153543657e-05,0.0018997629516853,-5.73204067142612,0.0018997629516853,5.16839534926422,2.721300585993284,Significant loss
KI270466.1,771,1271,501,*,8.01320926366524,8.58345176549385,7.05648901908809,1.33610301471323,2.49810988070088e-05,0.0018997629516853,1.33610301471323,0.0018997629516853,8.01320926366524,2.721300585993284,Significant gain
chr9,97983499,97983999,501,*,5.63035576829901,3.05060025560637,6.50435059045084,-2.55251719667486,2.535375757991e-05,0.0018997629516853,-2.55251719667486,0.0018997629516853,5.63035576829901,2.721300585993284,Significant loss
chr1,23743333,23743833,501,*,5.29160831437774,1.93335269580596,6.21949460214027,-3.28959228267793,2.82631610123215e-05,0.0020033421624403,-3.28959228267793,0.0020033421624403,5.29160831437774,2.6982448686949665,Significant loss
chr19,43503953,43504453,501,*,4.50017513395156,0.0,5.50017513395156,-6.20584472209742,2.85449525363333e-05,0.0020033421624403,-6.20584472209742,0.0020033421624403,4.50017513395156,2.6982448686949665,Significant loss
chr1,171339325,171339825,501,*,10.5433809997887,11.4102027096439,8.03996852232821,2.49751139854405,2.86014088989002e-05,0.0020033421624403,2.49751139854405,0.0020033421624403,10.5433809997887,2.6982448686949665,Significant gain
chr5,69188803,69189303,501,*,4.69403555204016,0.0,5.69403555204016,-6.29095239818802,3.14381252007022e-05,0.0021551838169502,-6.29095239818802,0.0021551838169502,4.69403555204016,2.6665156826806737,Significant loss
chr1,35268433,35268933,501,*,4.83775055888789,0.0,5.83775055888789,-6.32320557831437,3.60997888832332e-05,0.002423198328787,-6.32320557831437,0.002423198328787,4.83775055888789,2.615611039196014,Significant loss
chr22,38705697,38706197,501,*,4.43764399338633,0.0,5.43764399338633,-6.05423505822111,3.88592114583899e-05,0.002555191414672,-6.05423505822111,0.002555191414672,4.43764399338633,2.5925765604130278,Significant loss
chr7,66075519,66076019,501,*,4.40197866638683,0.0,5.40197866638683,-5.97464037003827,4.49752960048973e-05,0.0028982080745555,-5.97464037003827,0.0028982080745555,4.40197866638683,2.5378704379168333,Significant loss
chr11,57514108,57514608,501,*,4.49150435087894,0.0,5.49150435087894,-6.01907725701251,4.60733111447812e-05,0.0029107491864408,-6.01907725701251,0.0029107491864408,4.49150435087894,2.5359952152542924,Significant loss
chr10,110567138,110567638,501,*,5.14912516458922,0.928739612923563,6.10989929286934,-4.11969093077552,4.84846845756798e-05,0.0030041856481315,-4.11969093077552,0.0030041856481315,5.14912516458922,2.5222732329635305,Significant loss
chr17,752091,752591,501,*,6.51144760191386,5.20605351969123,7.18535622574561,-1.60204611259583,5.13448296710988e-05,0.0031213781358543,-1.60204611259583,0.0031213781358543,6.51144760191386,2.5056536160295515,Significant loss
chr15,98785758,98786258,501,*,4.34560782328432,0.0,5.34560782328432,-5.83298555684451,5.80202650570607e-05,0.0034618758150712,-5.83298555684451,0.0034618758150712,4.34560782328432,2.4606885152580382,Significant loss
chr19,44890485,44890985,501,*,4.33493929861451,0.0,5.33493929861451,-5.79202732130836,6.268129992513e-05,0.0036719845156139,-5.79202732130836,0.0036719845156139,4.33493929861451,2.4350991588426956,Significant loss
chr3,150408090,150408590,501,*,4.93207750331912,0.0,5.91700570557593,-5.19983032173182,6.54429151483645e-05,0.0037653048680005,-5.19983032173182,0.0037653048680005,4.93207750331912,2.4241998542229033,Significant loss
chr6,42217307,42217807,501,*,4.47216158969524,0.0,5.47216158969524,-5.81475176190894,7.09033143337584e-05,0.0040079031365503,-5.81475176190894,0.0040079031365503,4.47216158969524,2.39708278309142,Significant loss
chr8,48007791,48008291,501,*,5.48909414741695,1.74530599720678,6.43421775519493,-3.3876206583768,7.64226989088121e-05,0.0042149687753129,-3.3876206583768,0.0042149687753129,5.48909414741695,2.3752056383012876,Significant loss
chr17,43387832,43388332,501,*,4.38010005559124,0.0,5.38010005559124,-5.7183486494684,7.7509371068398e-05,0.0042149687753129,-5.7183486494684,0.0042149687753129,4.38010005559124,2.3752056383012876,Significant loss
chr12,7994784,7995284,501,*,4.31336261512562,0.0,5.31336261512562,-5.67350274938801,7.84910386464241e-05,0.0042149687753129,-5.67350274938801,0.0042149687753129,4.31336261512562,2.3752056383012876,Significant loss
chr20,23136762,23137262,501,*,4.88544924026694,0.522913575870329,5.84994970172221,-3.8883378300457,8.3364815539787e-05,0.0044033022240851,-3.8883378300457,0.0044033022240851,4.88544924026694,2.3562215053767255,Significant loss
chr20,47280967,47281467,501,*,4.30005219163688,0.0,5.30005219163688,-5.60512979290691,8.8658986632231e-05,0.0046074073375653,-5.60512979290691,0.0046074073375653,4.30005219163688,2.3365433903875084,Significant loss
chr9,35657754,35658254,501,*,5.64036629456508,2.67399816523222,6.5449866418607,-2.6885413529304,9.18930932111325e-05,0.0046996753385122,-2.6885413529304,0.0046996753385122,5.64036629456508,2.3279321428223123,Significant loss
chr12,53218453,53218953,501,*,4.30484790883548,0.0,5.30484790883548,-5.57833733044318,9.39087486048737e-05,0.0047208276992138,-5.57833733044318,0.0047208276992138,4.30484790883548,2.3259818501610385,Significant loss
chr12,52945538,52946038,501,*,5.05167256900167,0.928739612923563,6.00966520303489,-3.83356045866715,9.52370578674425e-05,0.0047208276992138,-3.83356045866715,0.0047208276992138,5.05167256900167,2.3259818501610385,Significant loss
chr1,153550518,153551018,501,*,4.30962773721104,0.0,5.30962773721104,-5.54389422924871,0.0001007936638007,0.0047896070129691,-5.54389422924871,0.0047896070129691,4.30962773721104,2.3197001189655215,Significant loss
chr9,121075178,121075678,501,*,4.50079772130198,0.0,5.50079772130198,-5.648124091029,0.000101033864118,0.0047896070129691,-5.648124091029,0.0047896070129691,4.50079772130198,2.3197001189655215,Significant loss
chr7,151226788,151227288,501,*,4.44822765108208,0.0,5.44822765108208,-5.61366014150471,0.0001021283568157,0.0047896070129691,-5.61366014150471,0.0047896070129691,4.44822765108208,2.3197001189655215,Significant loss
chr3,119464265,119464765,501,*,4.64601879920939,0.0,5.64601879920939,-5.71681970740992,0.0001025707274658,0.0047896070129691,-5.71681970740992,0.0047896070129691,4.64601879920939,2.3197001189655215,Significant loss
chr6,33571344,33571844,501,*,4.88614158300321,0.522913575870329,5.85065928761137,-3.80567943487819,0.0001094888446316,0.0050396151057578,-3.80567943487819,0.0050396151057578,4.88614158300321,2.2976026309807764,Significant loss
chr17,29580475,29580975,501,*,4.24696193587412,0.0,5.24696193587412,-5.44522687902751,0.0001133988322948,0.0051460709528725,-5.44522687902751,0.0051460709528725,4.24696193587412,2.288524230129448,Significant loss
chr15,65868971,65869471,501,*,4.24945166763927,0.0,5.24945166763927,-5.4314241120303,0.00011657468434,0.0052150625938061,-5.4314241120303,0.0052150625938061,4.24945166763927,2.2827404745852067,Significant loss
chr7,149028912,149029412,501,*,4.7577629348587,0.0,5.74074403447891,-4.82196715306175,0.0001185493215874,0.0052150625938061,-4.82196715306175,0.0052150625938061,4.7577629348587,2.2827404745852067,Significant loss
chr7,460940,461440,501,*,4.91712895601512,0.343777112202407,5.88650725366579,-4.14859375677321,0.0001197748702488,0.0052150625938061,-4.14859375677321,0.0052150625938061,4.91712895601512,2.2827404745852067,Significant loss
chr7,74092553,74093053,501,*,5.49397579095386,2.05060025560637,6.4260925443652,-3.04782280179994,0.0001234710310082,0.005304315492113,-3.04782280179994,0.005304315492113,5.49397579095386,2.2753706527011492,Significant loss
chr17,75515516,75516016,501,*,4.89723986905189,0.0,5.88559939273142,-4.91817765618876,0.0001253968483802,0.0053161663879105,-4.91817765618876,0.0053161663879105,4.89723986905189,2.274401434760807,Significant loss
chr3,51995393,51995893,501,*,6.33511689981975,5.07691882348362,6.99680649500667,-1.52676527445894,0.00013150878836,0.0054371374345416,-1.52676527445894,0.0054371374345416,6.33511689981975,2.2646296891964357,Significant loss
chr17,81871523,81872023,501,*,6.54316180007644,5.14243257670609,7.24027935827386,-1.62677644763354,0.0001316253010224,0.0054371374345416,-1.62677644763354,0.0054371374345416,6.54316180007644,2.2646296891964357,Significant loss
chr19,55654673,55655173,501,*,6.4433279270492,4.50694040732969,7.24136198284018,-1.95556463538114,0.0001341876604855,0.0054728182542326,-1.95556463538114,0.0054728182542326,6.4433279270492,2.261788974019834,Significant loss
chr17,2511644,2512144,501,*,4.17622531323446,0.0,5.17622531323446,-5.3015826100647,0.0001366623974441,0.0055040780570623,-5.3015826100647,0.0055040780570623,4.17622531323446,2.2593154157044033,Significant loss
chr1,179882436,179882936,501,*,5.68921161439847,3.41523534968818,6.5317808084655,-2.14507244966677,0.0001454120875273,0.0057310686661831,-2.14507244966677,0.0057310686661831,5.68921161439847,2.2417643880584324,Significant loss
chr6,3194882,3195382,501,*,4.3856169107226,0.0,5.3856169107226,-5.37468810072646,0.0001458558754273,0.0057310686661831,-5.37468810072646,0.0057310686661831,4.3856169107226,2.2417643880584324,Significant loss
chr1,225817803,225818303,501,*,4.6804531414222,0.0,5.65325138128865,-3.98744817848144,0.0001517420614444,0.0058905171322161,-3.98744817848144,0.0058905171322161,4.6804531414222,2.2298465765525872,Significant loss
chr7,4775363,4775863,501,*,4.76832340328665,0.0,5.75559005150505,-4.70650638722681,0.000161709091488,0.0062026987235043,-4.70650638722681,0.0062026987235043,4.76832340328665,2.2074193128052406,Significant loss
chr4,127781947,127782447,501,*,4.79731762453093,0.0,5.77225093966402,-4.03409083086368,0.0001703279798319,0.0064564323649242,-4.03409083086368,0.0064564323649242,4.79731762453093,2.1900073941141565,Significant loss
chr16,89325903,89326403,501,*,4.11282121372736,0.0,5.11282121372736,-5.09755759612411,0.0001817211994519,0.0068082058678392,-5.09755759612411,0.0068082058678392,4.11282121372736,2.166967320444797,Significant loss
chr15,64841998,64842498,501,*,4.21240725995111,0.0,5.21240725995111,-5.10161094061219,0.00019577729873,0.0071981120248563,-5.10161094061219,0.0071981120248563,4.21240725995111,2.142781398666945,Significant loss
chrX,14029059,14029559,501,*,4.10578307847813,0.0,5.10578307847813,-5.04447630275578,0.0001965964798843,0.0071981120248563,-5.04447630275578,0.0071981120248563,4.10578307847813,2.142781398666945,Significant loss
chr6,125956681,125957181,501,*,4.29972845941629,0.0,5.29972845941629,-5.10821263310062,0.0002071082395388,0.0074890680472154,-5.10821263310062,0.0074890680472154,4.29972845941629,2.1255722233064214,Significant loss
chrX,71181510,71182010,501,*,5.61140190301526,3.74004950843028,6.39940506752675,-1.87873842801836,0.0002091918448942,0.0074890680472154,-1.87873842801836,0.0074890680472154,5.61140190301526,2.1255722233064214,Significant loss
chrX,149939160,149939660,501,*,4.17062755078389,0.0,5.17062755078389,-5.02463156599194,0.0002133813491454,0.0075551066697448,-5.02463156599194,0.0075551066697448,4.17062755078389,2.121759399524226,Significant loss
chr11,69658664,69659164,501,*,5.33908006009513,2.59607528208403,6.22709388821146,-2.4009087954107,0.0002263090756501,0.0079257374102702,-2.4009087954107,0.0079257374102702,5.33908006009513,2.100960320490323,Significant loss
chr14,103880434,103880934,501,*,4.10146936634528,0.0,5.10146936634528,-4.91834987494902,0.0002378796899683,0.0081762176951353,-4.91834987494902,0.0081762176951353,4.10146936634528,2.087447553787475,Significant loss
chr3,48186585,48187085,501,*,4.05506652814347,0.0,5.05506652814347,-4.8936313725974,0.000238536456655,0.0081762176951353,-4.8936313725974,0.0081762176951353,4.05506652814347,2.087447553787475,Significant loss
chr2,110100891,110101391,501,*,5.1930494609749,2.63556275632753,6.06499463603586,-2.24868305291306,0.0002422307759962,0.0082154480027354,-2.24868305291306,0.0082154480027354,5.1930494609749,2.085368748746171,Significant loss
chr15,69857252,69857752,501,*,5.35375292101548,3.18200724425841,6.18405534251645,-2.01885164910003,0.000254055991877,0.0085267542273739,-2.01885164910003,0.0085267542273739,5.35375292101548,2.0692162548111868,Significant loss
chr1,148522590,148523090,501,*,4.05059823540754,0.0,5.05059823540754,-4.82506829705604,0.0002633038491271,0.0087460309472946,-4.82506829705604,0.0087460309472946,4.05059823540754,2.05818899026403,Significant loss
chr2,3378851,3379351,501,*,4.11245261416125,0.0,5.11245261416125,-4.82599838963653,0.0002746103294062,0.0090285151157858,-4.82599838963653,0.0090285151157858,4.11245261416125,2.0443836705112752,Significant loss
chr19,41859962,41860462,501,*,6.86903417492178,5.47038040934284,7.56566646186995,-1.59059357178803,0.0002806695477383,0.009134518008212,-1.59059357178803,0.009134518008212,6.86903417492178,2.0393143636805084,Significant loss
chr17,80584047,80584547,501,*,4.00839388573898,0.0,5.00839388573898,-4.72064738073247,0.0002977013528092,0.0095919375875153,-4.72064738073247,0.0095919375875153,4.00839388573898,2.0180936557521907,Significant loss
chr1,1201484,1201984,501,*,4.03749807553229,0.0,5.03749807553229,-4.72329748243427,0.0003023828560794,0.0096463124979016,-4.72329748243427,0.0096463124979016,4.03749807553229,2.015638672964007,Significant loss
chr16,3021245,3021745,501,*,4.10771135221243,0.0,5.10771135221243,-4.73826934672162,0.000310516890043,0.0097420593982534,-4.73826934672162,0.0097420593982534,4.10771135221243,2.01134922682183,Significant loss
chr10,101694009,101694509,501,*,4.52465571662697,0.0,5.50463151841371,-4.16865260813796,0.0003114314456921,0.0097420593982534,-4.16865260813796,0.0097420593982534,4.52465571662697,2.01134922682183,Significant loss
chr5,159916013,159916513,501,*,3.98895557918687,0.0,4.98895557918687,-4.65042636111053,0.0003247940568804,0.0100623697237371,-4.65042636111053,0.0100623697237371,3.98895557918687,1.9972997293449053,Significant loss
chr2,27071299,27071799,501,*,5.08056824986761,1.59898171425524,6.01450061108938,-2.8079071689536,0.0003296069086972,0.0101142234268828,-2.8079071689536,0.0101142234268828,5.08056824986761,1.995067456874074,Significant loss
chr15,75842609,75843109,501,*,4.5418862787086,0.0,5.5221014509604,-4.13460412067488,0.0003357609439243,0.0102058656728714,-4.13460412067488,0.0102058656728714,4.5418862787086,1.9911501520448054,Significant loss
chr2,8631924,8632424,501,*,4.29836473708735,0.0,5.29836473708735,-4.65360735024883,0.0003879040000886,0.0116148467683032,-4.65360735024883,0.0116148467683032,4.29836473708735,1.934986515361752,Significant loss
chr17,7242325,7242825,501,*,5.00033708576986,0.937951075149173,5.9565016134704,-3.13846378190671,0.0003893244726805,0.0116148467683032,-3.13846378190671,0.0116148467683032,5.00033708576986,1.934986515361752,Significant loss
chr1,153923313,153923813,501,*,4.1314743668922,0.0,5.1314743668922,-4.55349847103853,0.0004038995769124,0.0119391232735047,-4.55349847103853,0.0119391232735047,4.1314743668922,1.9230275636135845,Significant loss
chr7,150322731,150323231,501,*,4.78722883547326,2.1037893526705,5.67032584772426,-2.236622852075,0.0004367889948524,0.0127939467401331,-2.236622852075,0.0127939467401331,4.78722883547326,1.8929954615373592,Significant loss
chr7,2757506,2758006,501,*,5.78347611760558,3.97676951427345,6.56097561481767,-1.76495325977625,0.0004887264419052,0.0141862756380074,-1.76495325977625,0.0141862756380074,5.78347611760558,1.8481316061043882,Significant loss
chr14,89365527,89366027,501,*,5.59735390023904,3.32676630095142,6.4395318715992,-1.98246216770572,0.0005063994554848,0.0144498537826234,-1.98246216770572,0.0144498537826234,5.59735390023904,1.8401365474902083,Significant loss
chr20,44531842,44532342,501,*,4.73701902157798,0.0,5.72400509165867,-4.00938451991166,0.0005096015435454,0.0144498537826234,-4.00938451991166,0.0144498537826234,4.73701902157798,1.8401365474902083,Significant loss
chr8,119855919,119856419,501,*,3.93655464778031,0.0,4.93655464778031,-4.29186619733906,0.0005112611208004,0.0144498537826234,-4.29186619733906,0.0144498537826234,3.93655464778031,1.8401365474902083,Significant loss
chr11,62727802,62728302,501,*,5.65661723424054,2.34377711220241,6.58213674893474,-2.62907312882693,0.000516394210785,0.0144680186708651,-2.62907312882693,0.0144680186708651,5.65661723424054,1.8395909394564192,Significant loss
chr7,56064119,56064619,501,*,4.8744841666156,1.81074975044244,5.78552526033769,-2.40342031054413,0.0005253368083536,0.0145916827285808,-2.40342031054413,0.0145916827285808,4.8744841666156,1.8358946219107117,Significant loss
chr9,19379344,19379844,501,*,5.910473065378,4.30154613017071,6.65218414562781,-1.65593620787955,0.0005501587846093,0.0151505265300123,-1.65593620787955,0.0151505265300123,5.910473065378,1.819572273755382,Significant loss
chr2,231612637,231613137,501,*,4.9196240663968,1.25987917003653,5.86138862440577,-2.74488048936133,0.0005550771383122,0.0151564283020522,-2.74488048936133,0.0151564283020522,4.9196240663968,1.8194031305948777,Significant loss
chr2,108967112,108967612,501,*,4.34259479732643,0.155087007709125,5.3024520429384,-3.14108886104607,0.000561616234314,0.015206113503864,-3.14108886104607,0.015206113503864,4.34259479732643,1.8179817721079898,Significant loss
chr14,103528913,103529413,501,*,5.47768821121265,3.63272916482704,6.2614689430804,-1.76813683293085,0.0005770078922366,0.0153836044497207,-1.76813683293085,0.0153836044497207,5.47768821121265,1.8129418954045289,Significant loss
chr9,95031351,95031851,501,*,3.88261084237095,0.0,4.88261084237095,-4.16923862043285,0.0005824446354525,0.0153836044497207,-4.16923862043285,0.0153836044497207,3.88261084237095,1.8129418954045289,Significant loss
chr12,6228795,6229295,501,*,4.60711293778499,1.43612393533898,5.52471334145671,-2.47002326343868,0.0005824952647007,0.0153836044497207,-2.47002326343868,0.0153836044497207,4.60711293778499,1.8129418954045289,Significant loss
chr19,7903515,7904015,501,*,5.8697996240598,2.66570520708977,6.78932244766434,-2.49926393498471,0.0006264986020096,0.0164112072819106,-2.49926393498471,0.0164112072819106,5.8697996240598,1.7848594691244881,Significant loss
chr1,39192022,39192522,501,*,4.77485626772397,0.937951075149173,5.72347176321666,-2.80354780679428,0.0006369470820853,0.0164374001622942,-2.80354780679428,0.0164374001622942,4.77485626772397,1.784166871981917,Significant loss
chr8,22693279,22693779,501,*,5.13467159860504,0.937951075149173,6.09478793522207,-3.0310763612936,0.0006377017443472,0.0164374001622942,-3.0310763612936,0.0164374001622942,5.13467159860504,1.784166871981917,Significant loss
chr19,1591940,1592440,501,*,6.66710049881476,5.31852014798618,7.35175923917185,-1.50592086696299,0.0006582858130074,0.0168333086469048,-1.50592086696299,0.0168333086469048,6.66710049881476,1.773830513503232,Significant loss
chr20,34302517,34303017,501,*,6.04410869275406,4.79894319748385,6.70233434280686,-1.4418919551044,0.0007072748681848,0.0177818261323512,-1.4418919551044,0.0177818261323512,6.04410869275406,1.7500236405267329,Significant loss
chr12,52280609,52281109,501,*,4.44113295940269,0.0,5.42514007975326,-3.644998776146,0.000708286053461,0.0177818261323512,-3.644998776146,0.0177818261323512,4.44113295940269,1.7500236405267329,Significant loss
chr9,129413989,129414489,501,*,5.82726797626222,4.07431055715419,6.59560649979704,-1.70545461077476,0.0007119353106993,0.0177818261323512,-1.70545461077476,0.0177818261323512,5.82726797626222,1.7500236405267329,Significant loss
chr1,45326814,45327314,501,*,5.74942377057117,4.25435935340558,6.46771744065126,-1.57647572551508,0.0007244146188077,0.0179543377061432,-1.57647572551508,0.0179543377061432,5.74942377057117,1.745830610358145,Significant loss
