region_id,chrom,start,end,Scramble replicate 1,Scramble replicate 2,p53KD replicate 1,p53KD replicate 2
ENSG00000105372.10,chr19,41859847,41859848,0.4300775245285767,0.2881365162157454,0.14263025306677446,0.14400862906849946
ENSG00000289764.2,chr17,80545074,80545075,0.21688396941823884,0.12444468896300531,0.09601345388527262,0.01741889413347235
ENSG00000186891.15,chr1,1206813,1206814,0.0737692320437345,0.13469394236023072,0.044355783251638047,0.03133003759029089
ENSG00000131652.16,chr16,3022540,3022541,0.432449386989465,0.24352529124895228,0.1368205474494607,0.11518929118828965
ENSG00000107829.17,chr10,101695297,101695298,0.21943714920544877,0.14625715380487964,0.055853530146268884,0.022674953128211203
ENSG00000170214.6,chr5,159865079,159865080,-0.07098348503714078,-0.05691350779728963,-0.036658201267739055,0.009193068427499387
ENSG00000228474.8,chr2,27073829,27073830,0.07576610758234165,0.04997730762581339,0.07755970092886127,-0.06408639242281788
ENSG00000140367.14,chr15,75843109,75843110,0.0879504055500147,0.18351972661074253,-0.02348259925708408,-0.0034189290507929404
ENSG00000115738.12,chr2,8678844,8678845,0.150141227634449,0.06787215458322317,0.014115576945478096,0.09217827125423356
ENSG00000170296.12,chr17,7242485,7242486,0.15199857599684038,0.15246424846583978,-0.09327875375973235,0.01777395195211284
ENSG00000143614.13,chr1,153923359,153923360,0.05108359821588965,0.25611027460871266,0.04593088638805784,-0.00751670550351264
ENSG00000127399.16,chr7,150323262,150323263,0.17044173743482674,0.09779184683645142,0.0896912517916353,0.037502365097403526
ENSG00000174945.16,chr7,2679275,2679276,0.029038056459103245,0.0762100093648769,0.11311584103968926,-0.015872932260390372
ENSG00000053254.18,chr14,89619495,89619496,0.04257576458723634,0.08138286757981404,0.05028705440927297,0.01782718404865591
ENSG00000168734.16,chr20,44531747,44531748,0.08816588657823742,0.1293534059887752,0.049573885793564844,0.051397779168764826
ENSG00000136982.8,chr8,119856021,119856022,0.06673341057420475,0.1185569459712133,-0.05658299608976811,-0.06097645625995937
ENSG00000162222.16,chr11,62727686,62727687,0.3345284654407005,0.31976280942349694,0.17882311029355333,0.0063908813132438815
ENSG00000129103.21,chr7,56064001,56064002,0.13138963804329978,0.10884944233112037,0.005303631610120649,-0.015378376297652725
ENSG00000137154.15,chr9,19380298,19380299,0.25052667893789476,0.2927076433328911,0.039953099489153834,0.04687557237528381
ENSG00000177673.4,chr2,231592863,231592864,0.00040223444811999745,0.0684863830297254,-0.024927024834440092,0.0033292563154827814
ENSG00000135960.12,chr2,108989371,108989372,-0.005368466294108657,0.04935179129918106,0.004238123246817849,0.048817166703316615
ENSG00000166165.16,chr14,103523166,103523167,0.029795721088768913,-0.015032574181153906,0.05680150452465751,-0.0018555185170844206
ENSG00000148120.21,chr9,94726603,94726604,0.059251463864929986,-0.004572702916804702,-0.04403560321847908,-0.037147998601401916
ENSG00000010278.17,chr12,6199714,6199715,0.1405953989046102,0.10223375931032931,0.01774836270010565,0.04622534038918093
ENSG00000076984.20,chr19,7903822,7903823,0.300603340110043,0.2500928962561302,0.052126487083703994,-0.019833579419733724
ENSG00000127603.33,chr1,39081315,39081316,0.02587990270811133,0.10338282177923247,-0.050238917525857685,-0.008242304888553917
ENSG00000179388.9,chr8,22693479,22693480,0.1490556100583635,0.2439217272978276,0.05321526548214024,0.137231956987991
ENSG00000071655.20,chr19,1592910,1592911,0.31750823665512146,0.4518458678579191,0.10464020090119447,0.023213225968938787
ENSG00000101444.14,chr20,34311801,34311802,0.10977165548995255,0.029275883125141254,-0.0477018831546884,-0.12178708996414206
ENSG00000205426.11,chr12,52291533,52291534,0.07540310147128185,-0.08047810218809172,0.026202731400757334,0.05867889117792948
ENSG00000148335.17,chr9,129587809,129587810,0.06792022690980229,0.06323651352291926,0.1088511191220605,-0.0034900517048081386
ENSG00000186603.7,chr1,45326894,45326895,0.2006015779777663,0.10748086784686894,-0.0042357415574661,-0.0017741951738717043
ENSG00000136932.18,chr9,97922569,97922570,0.15959627079730856,0.19342905511124997,0.022217129246564576,0.029122359782864805
ENSG00000101115.14,chr20,51802577,51802578,-0.027721557860524628,0.028404449804336762,0.0015029747431399279,0.10285014007764402
ENSG00000146054.20,chr5,181205308,181205309,0.17949669376335806,0.17705788437207237,0.15828433313267304,0.08491804538838914
ENSG00000091542.10,chr17,18183033,18183034,0.276248058958241,0.4100176090954337,0.14451504447357733,0.07135079697499169
ENSG00000172375.16,chr11,119102197,119102198,0.24683044601589793,0.35237101225741213,0.01772623336210382,-0.004930607440008315
ENSG00000151778.13,chr13,44372085,44372086,0.010591884192981524,-0.013409468214958906,-0.030038768773374615,0.022558198218757753
ENSG00000124126.16,chr20,48828095,48828096,0.09207427365705372,0.17690246165264398,-0.015217779753729701,0.03505052160966443
ENSG00000165280.20,chr9,35072724,35072725,0.16110531675454692,0.2200547970428597,0.026472396168901464,0.05818917131845956
ENSG00000113369.10,chr5,91383347,91383348,0.04250197048438713,0.14134221859741955,0.027938582746079188,0.033546713013318366
ENSG00000164896.23,chr7,151080880,151080881,0.2739170528977411,0.21334908822755097,0.09754988702072297,0.09442718518897891
ENSG00000072736.20,chr16,68084750,68084751,0.17759844887405052,0.16100845413748174,0.05340683745162096,0.0006990593865339179
ENSG00000176619.15,chr19,2456991,2456992,0.1653902315207524,0.21400943982414902,0.09228701027610801,0.03254286094824784
ENSG00000226887.10,chr4,52751896,52751897,0.0760607943404466,0.11646181389805861,0.017638687932048928,0.04741890173667343
ENSG00000010810.20,chr6,111873478,111873479,0.03619209601855255,-0.05949835721845739,0.031399833814473824,0.034809587589465084
ENSG00000167074.17,chr22,41367332,41367333,0.16143900106241926,0.11822907041059807,0.02157230003015139,-0.012665001191198823
ENSG00000163528.15,chr3,14124875,14124876,0.19724611959245522,0.10796408648020588,0.008155880379490554,-0.023132560664089398
ENSG00000128585.20,chr7,131110095,131110096,-0.005784964780759765,0.04840505318599753,0.054936555951280754,0.042576473711524156
ENSG00000135111.17,chr12,114684413,114684414,0.2483997492373455,0.18035176996793595,0.07725401423498987,0.01845871455175802
ENSG00000152128.15,chr2,134719167,134719168,0.0679634512817138,-0.03125445321493316,-0.03799169509322383,0.013872443883854429
ENSG00000272325.4,chr6,34392831,34392832,0.10264073689092766,0.20115981864510105,0.09158588428504298,0.05880176710494561
ENSG00000105248.18,chr19,4247061,4247062,0.140826151184825,0.12176643716718535,-0.06796536588706659,-0.05213697348395362
ENSG00000113648.19,chr5,135400022,135400023,0.1797309913337231,0.031560878727585076,0.030889003436779604,0.051279856128618115
ENSG00000178802.20,chr15,74890004,74890005,0.1197325723048707,0.18925399406813084,-0.035012676115089555,0.024930909461400006
ENSG00000130702.16,chr20,62367332,62367333,0.11440603087097408,0.08449704050709261,0.012883043713954975,-0.010352259879698978
ENSG00000125520.16,chr20,63739757,63739758,0.21294798300307596,0.2555867802945432,0.08872355263261125,0.055517173212021584
ENSG00000136270.16,chr7,45112047,45112048,0.12802492273249663,0.05528567732544614,0.03443337888293899,0.07870645785660599
ENSG00000120265.23,chr6,149749196,149749197,0.21429699801569224,0.1043722580524627,0.024470871524419638,0.003261881171376443
ENSG00000241852.13,chr8,22599587,22599588,0.4050769595688907,0.39885854793759057,0.1826768113843864,0.11266658211243338
ENSG00000131653.16,chr16,2155691,2155692,0.21821025153272786,0.21948836609988936,0.0754702591925161,0.08502331772155593
ENSG00000099866.18,chr19,489175,489176,0.20144299835374113,0.17462312736315652,-0.04127429008731269,-0.01192163056039135
ENSG00000215186.8,chr15,72654696,72654697,0.028885315400577385,0.035511112393520304,0.02077710989033221,-0.01101918666431448
ENSG00000139083.13,chr12,11649613,11649614,0.14271449548914097,0.022970887281000617,0.1228492788526637,0.06462650824384764
ENSG00000178467.20,chr3,48989857,48989858,0.24658161969517825,0.20795522992452609,0.029890193588566035,0.03370358932035742
ENSG00000186895.4,chr11,69819415,69819416,0.36758806628582535,0.288964273998281,0.11667971822287654,0.06259561919228872
ENSG00000164967.12,chr9,34612604,34612605,0.17322552149341205,0.2315439151308965,0.054422469390090565,0.091360916314763
ENSG00000069493.16,chr12,9664968,9664969,0.016402350871212543,-0.0703455989435315,0.03331760467111598,-0.006904778321855702
ENSG00000172992.15,chr17,45061136,45061137,0.24528276769956572,0.1107539180859458,0.08802631750761064,0.012063497460709187
ENSG00000100678.22,chr14,70189479,70189480,-0.02354594591259956,0.057666475945618,0.06449014681857079,0.016075490018469286
ENSG00000068137.17,chr17,42677063,42677064,0.06186134239740205,0.13928150391299277,0.013275778413255467,0.010042590530938469
ENSG00000109475.20,chr4,108620507,108620508,0.16525172451103567,0.14749087636428884,-0.06141054590034765,0.030268550878303362
ENSG00000064545.17,chr19,19138512,19138513,0.08742412525459076,0.1151165600991808,0.03035386286443099,-0.038623389780026635
ENSG00000147889.19,chr9,21995300,21995301,0.22467644675271004,0.2167635110592528,-0.007359847881161841,0.07477434904139954
ENSG00000140995.19,chr16,89948013,89948014,0.08929214779433098,0.08518478865153156,-0.009420084896788467,0.04099383346387186
ENSG00000105993.17,chr7,157335380,157335381,0.08392295042154728,0.021599822442512958,0.14686112279130611,0.018630412699858424
ENSG00000128789.24,chr18,12658042,12658043,0.23036571722241939,0.17503928062319754,0.022761377738439476,0.01952416117803659
ENSG00000197102.16,chr14,101964518,101964519,0.18546641546348108,0.1668259543068707,0.06209556276979856,0.008421432899951476
ENSG00000145907.18,chr5,151770950,151770951,0.37493203635531247,0.1728988024231512,-0.031893569280509834,0.12270128866439337
ENSG00000173153.19,chr11,64305079,64305080,0.3458584755063056,0.31185273860907187,0.07867107107181803,0.10923460698977579
ENSG00000138621.14,chr15,75023549,75023550,0.1751230625869939,0.07932979760086165,-0.04638876804092432,0.02609744984874851
ENSG00000184381.22,chr22,38214777,38214778,0.021043552741728498,0.055931031480431555,-0.03442337291804143,0.020389224392944015
ENSG00000104738.21,chr8,47960184,47960185,0.36381777780255653,0.2498273010980338,0.10374065591761608,0.06394325687363744
ENSG00000158195.13,chr1,27490307,27490308,0.19164586593530838,0.06634725021244957,0.08582924471542355,0.017694015941029647
ENSG00000150593.20,chr10,110871789,110871790,0.11920817307475953,0.19323156965896487,0.08888710517503204,0.0181452081380412
ENSG00000111669.17,chr12,6867118,6867119,0.2014433025030885,0.18036274309130387,0.13423202459240566,0.04187996140305768
ENSG00000289653.1,chr8,102863859,102863860,0.14777589318959505,0.1444589299093932,0.03647829059150536,-0.012138756329484747
ENSG00000122642.13,chr7,32957403,32957404,0.23536961694748604,0.08470080899260937,0.13606915508920792,0.008392892411968207
ENSG00000125304.12,chr13,99446310,99446311,-0.010163035407313146,-0.000128442351706326,0.041071130353957416,-0.0005150447087362409
ENSG00000146701.14,chr7,76048036,76048037,0.18437941799903634,0.30840815625432877,-0.03495235227199736,0.007397539783094541
ENSG00000243509.8,chr20,63696367,63696368,0.11042788584379014,0.09169281206512825,0.0934324844299117,0.03390606008854229
ENSG00000110876.13,chr12,108633893,108633894,0.19024860503975652,0.18950535171944652,0.0718038370073773,0.07524477579363156
ENSG00000120688.11,chr13,41060606,41060607,0.21581900760100692,0.29029591627357876,0.047055201754788875,0.10636776461993579
ENSG00000269955.2,chr7,139341359,139341360,0.3126418367861479,0.23036803388665433,0.09611861154355573,0.04370572434007772
ENSG00000211584.16,chr12,47753915,47753916,0.2548928749980405,0.12808150428376394,0.1517140933914925,0.09235207958045066
ENSG00000141510.21,chr17,7687545,7687546,0.23406316960405094,0.26531357012252554,-0.026361044624936766,0.013655741495458642
ENSG00000087077.16,chr7,100867125,100867126,0.5210125200581388,0.5935255758231506,0.23926894986943809,0.21633368376205908
ENSG00000239704.14,chr17,15475732,15475733,0.3874236348429113,0.43593678219523285,0.08904336373513798,0.12132959013851359
ENSG00000164332.10,chr5,159263071,159263072,0.02768731000900152,0.15575749619212,-0.02430827537970618,-0.016030745326541362
ENSG00000179111.10,chr17,8124113,8124114,0.04724310221022461,0.018901107140933165,0.013317148795351388,0.03209907701757038
ENSG00000171604.14,chr5,139646374,139646375,0.05273354389274028,-0.010196010615909468,-0.015292879511136559,-0.02314431041228817
ENSG00000111678.13,chr12,6942918,6942919,0.22353265416782236,0.09758638592809438,0.08978017571393866,0.058675314166350294
ENSG00000168785.10,chr4,98658712,98658713,0.03461285796298762,0.08255378479231151,0.040967086219403426,0.014666885654733054
ENSG00000155265.14,chr10,97821897,97821898,-0.0008055995561881003,0.12146793534443714,0.06805539436242544,0.06971999550797046
ENSG00000196683.13,chr7,22822890,22822891,0.10643320153976674,0.1895480514341034,-0.006616019367502304,-0.04450443976209499
ENSG00000124486.17,chrX,41085345,41085346,0.1522928656959266,0.1969752620102372,0.06335659298405517,-0.018069578922877555
ENSG00000188368.13,chr19,42302097,42302098,0.23910699906438823,0.1836898859095481,0.0586639250244625,-0.007110992526169869
ENSG00000276368.2,chr6,27814776,27814777,0.07877245651255362,0.17096277049183847,0.0879273953656666,0.05586644868919393
ENSG00000167767.15,chr12,52192310,52192311,0.23072697568524744,0.31141227135551164,0.010535287927632453,0.10274678416870302
ENSG00000138430.18,chr2,174248660,174248661,0.2267660462851927,0.13805371609865688,0.07086019596667029,0.09602022399427369
ENSG00000221968.11,chr11,61892135,61892136,-0.036153311296366154,0.0045792761235497895,0.017469427848700435,0.05469127676973585
ENSG00000115756.15,chr2,10297409,10297410,0.08877025768897147,0.15006527779321188,0.050010979457991184,-0.07133795623842161
ENSG00000185896.13,chr13,113297087,113297088,0.1274970500714262,0.16847465882747203,0.02735500076675089,0.03364959354652092
ENSG00000130713.19,chr9,130693720,130693721,0.1321952146894182,0.20536455031251535,0.04862966942891944,0.037896175080240936
ENSG00000112308.16,chr6,24720899,24720900,0.19981081037991683,0.20623560356441886,0.04800046798947733,0.0416624417535495
