seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	6205690	6206270	581	*	p53KD_H4K16ac_rep1_peak_762	18	.	3.75214	4.48492	1.88048	Promoter (<=1kb)	1	6204835	6206037	1203	2	102724450	ENST00000455744.2	0	NA	RNF207-AS1	RNF207 antisense RNA 1
chr1	6305637	6305852	216	*	p53KD_H4K16ac_rep1_peak_763	17	.	3.65859	4.35804	1.72547	Intron (ENST00000608083.5/11332, intron 6 of 8)	1	6281253	6295504	14252	2	11332	ENST00000481175.1	-10133	ENSG00000097021	ACOT7	acyl-CoA thioesterase 7
chr1	6537993	6538548	556	*	p53KD_H4K16ac_rep1_peak_764	15	.	3.46373	4.00983	1.51182	Intron (ENST00000377705.6/79707, intron 6 of 11)	1	6532229	6533385	1157	2	79707	ENST00000462798.1	-4608	ENSG00000162408	NOL9	nucleolar protein 9
chr1	6553497	6554005	509	*	p53KD_H4K16ac_rep1_peak_765	15	.	3.50695	4.09493	1.52632	Promoter (<=1kb)	1	6549362	6554500	5139	2	79707	ENST00000464665.1	495	ENSG00000162408	NOL9	nucleolar protein 9
chr1	7114855	7115417	563	*	p53KD_H4K16ac_rep1_peak_766	41	.	5.28237	7.19959	4.16764	Intron (ENST00000303635.12/23261, intron 4 of 22)	1	7008376	7014279	5904	2	127138864	ENST00000456701.1	-100576	ENSG00000237365	CAMTA1-AS3	CAMTA1 antisense RNA 3
chr1	7548574	7549076	503	*	p53KD_H4K16ac_rep1_peak_767	17	.	3.71203	4.44637	1.79866	Intron (ENST00000303635.12/23261, intron 6 of 22)	1	7440491	7441612	1122	2	101928836	ENST00000837339.1	-106962	NA	CAMTA1-AS1	CAMTA1 antisense RNA 1
chr1	8239698	8240182	485	*	p53KD_H4K16ac_rep1_peak_768	11	.	3.22351	3.57393	1.18688	Promoter (<=1kb)	1	8240001	8249009	9009	1	105376695	ENST00000753408.1	0	ENSG00000298156	LOC105376695	uncharacterized LOC105376695
chr1	8506403	8507105	703	*	p53KD_H4K16ac_rep1_peak_769	14	.	3.3882	3.8644	1.45341	Intron (ENST00000337907.7/473, intron 9 of 23)	1	8511795	8511919	125	2	124900452	ENST00000408156.1	4814	ENSG00000221083	LOC124900452	small nucleolar RNA SNORA77
chr1	8701935	8702189	255	*	p53KD_H4K16ac_rep1_peak_770	16	.	3.66873	4.27971	1.69382	Promoter (1-2kb)	1	8656193	8703219	47027	2	473	ENST00000468247.1	1030	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8712762	8713219	458	*	p53KD_H4K16ac_rep1_peak_771	10	.	3.11665	3.39009	1.01887	Intron (ENST00000337907.7/473, intron 2 of 23)	1	8656193	8703219	47027	2	473	ENST00000468247.1	-9543	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8878141	8879889	1749	*	p53KD_H4K16ac_rep1_peak_772	22	.	3.98421	4.86179	2.22616	Promoter (<=1kb)	1	8878464	8879885	1422	1	100505975	ENST00000835134.1	0	ENSG00000230679	ENO1-AS1	ENO1 antisense RNA 1
chr1	10715591	10716080	490	*	p53KD_H4K16ac_rep1_peak_773	16	.	3.57449	4.21902	1.61026	Intron (ENST00000377022.8/54897, intron 2 of 20)	1	10704196	10705575	1380	2	54897	ENST00000472814.1	-10016	ENSG00000130940	CASZ1	castor zinc finger 1
chr1	10744426	10744813	388	*	p53KD_H4K16ac_rep1_peak_774	64	.	6.53544	9.65166	6.41685	Intron (ENST00000377022.8/54897, intron 2 of 20)	1	10704196	10705575	1380	2	54897	ENST00000472814.1	-38851	ENSG00000130940	CASZ1	castor zinc finger 1
chr1	10900296	10901310	1015	*	p53KD_H4K16ac_rep1_peak_775	25	.	4.19384	5.24415	2.50699	Exon (ENST00000832853.1/ENST00000832853.1, exon 1 of 4)	1	10946475	10947870	1396	2	148345	ENST00000468348.1	46560	ENSG00000175262	CIROZ	ciliated left-right organizer protein containing ZP-N domains
chr1	10938600	10940019	1420	*	p53KD_H4K16ac_rep1_peak_776	15	.	3.52275	4.06845	1.58512	Distal Intergenic	1	10946475	10947870	1396	2	148345	ENST00000468348.1	7851	ENSG00000175262	CIROZ	ciliated left-right organizer protein containing ZP-N domains
chr1	11522380	11522927	548	*	p53KD_H4K16ac_rep1_peak_777	72	.	6.84631	10.4703	7.21671	Intron (ENST00000294484.7/57540, intron 10 of 20)	1	11533676	11537225	3550	1	57540	ENST00000304391.6	-10749	ENSG00000204624	DISP3	dispatched RND transporter family member 3
chr1	12178587	12178825	239	*	p53KD_H4K16ac_rep1_peak_778	11	.	3.19916	3.52908	1.14446	Intron (ENST00000376259.7/7133, intron 1 of 9)	1	12173929	12180309	6381	1	124903844	ENST00000743341.1	4658	NA	LOC124903844	uncharacterized LOC124903844
chr1	14276162	14276416	255	*	p53KD_H4K16ac_rep1_peak_779	22	.	4.02025	4.95583	2.22084	Intron (ENST00000636564.1/23254, intron 2 of 2)	1	14348947	14351324	2378	2	105376762	ENST00000661309.1	74908	ENSG00000234593	KAZN-AS1	KAZN antisense RNA 1
chr1	15352879	15353263	385	*	p53KD_H4K16ac_rep1_peak_780	13	.	3.30799	3.72043	1.31909	Exon (ENST00000683790.1/114827, exon 20 of 34)	1	15357791	15364317	6527	1	114827	ENST00000483120.1	-4528	ENSG00000142621	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	16206772	16207015	244	*	p53KD_H4K16ac_rep1_peak_781	16	.	3.60767	4.27346	1.65751	Promoter (<=1kb)	1	16197854	16207011	9158	2	128272	ENST00000478117.5	0	ENSG00000142632	ARHGEF19	Rho guanine nucleotide exchange factor 19
chr1	16666529	16667122	594	*	p53KD_H4K16ac_rep1_peak_782	20	.	3.91657	4.72187	2.09699	Promoter (<=1kb)	1	16666785	16666948	164	2	26869	ENST00000384782.1	0	ENSG00000207513	RNU1-3	RNA, U1 small nuclear 3
chr1	16740314	16740935	622	*	p53KD_H4K16ac_rep1_peak_783	29	.	4.48611	5.74447	2.98156	Promoter (<=1kb)	1	16740516	16740679	164	1	6060	ENST00000384659.1	0	ENSG00000207389	RNU1-4	RNA, U1 small nuclear 4
chr1	17588605	17588885	281	*	p53KD_H4K16ac_rep1_peak_784	18	.	3.75036	4.5082	1.85768	Intron (ENST00000361221.8/55160, intron 4 of 28)	1	17580553	17697649	117097	1	55160	ENST00000375415.5	8052	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
chr1	19088442	19088725	284	*	p53KD_H4K16ac_rep1_peak_785	18	.	3.76831	4.5394	1.87576	Intron (ENST00000375254.8/23352, intron 98 of 105)	1	19092733	19093440	708	2	23352	ENST00000492606.1	4715	ENSG00000127481	UBR4	ubiquitin protein ligase E3 component n-recognin 4
chr1	19251758	19252025	268	*	p53KD_H4K16ac_rep1_peak_786	29	.	4.50152	5.74357	2.94615	Promoter (<=1kb)	1	19251805	19260128	8324	1	51154	ENST00000330263.5	0	ENSG00000053372	MRTO4	MRT4 homolog, ribosome maturation factor
chr1	19451059	19451301	243	*	p53KD_H4K16ac_rep1_peak_787	27	.	4.32787	5.45089	2.72288	Intron (ENST00000264202.8/832, intron 1 of 8)	1	19441261	19446808	5548	1	124903869	ENST00000816990.1	9798	NA	LOC124903869	uncharacterized LOC124903869
chr1	19654849	19655516	668	*	p53KD_H4K16ac_rep1_peak_788	10	.	3.14641	3.44002	1.06609	5' UTR	1	19647610	19658456	10847	1	4681	ENST00000548815.2	7239	ENSG00000158747	NBL1	NBL1, DAN family BMP antagonist
chr1	20185245	20186934	1690	*	p53KD_H4K16ac_rep1_peak_789	16	.	3.57058	4.21134	1.61026	Promoter (<=1kb)	1	20186096	20196050	9955	1	127733	ENST00000375099.4	0	ENSG00000162543	UBXN10	UBX domain protein 10
chr1	20494160	20494438	279	*	p53KD_H4K16ac_rep1_peak_790	16	.	3.54367	4.12892	1.64237	Distal Intergenic	1	20482391	20486210	3820	2	55450	ENST00000375078.4	-7950	ENSG00000162545	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
chr1	20997721	20997931	211	*	p53KD_H4K16ac_rep1_peak_791	19	.	3.81851	4.52843	1.90259	Intron (ENST00000374935.7/8672, intron 5 of 32)	1	20988314	20988432	119	2	100302155	ENST00000408881.1	-9289	ENSG00000221808	MIR1256	microRNA 1256
chr1	21262661	21262935	275	*	p53KD_H4K16ac_rep1_peak_792	17	.	3.66328	4.36252	1.74513	Promoter (<=1kb)	1	21262942	21267255	4314	1	124903872	ENST00000848644.1	-7	NA	LOC124903872	uncharacterized LOC124903872
chr1	21322660	21323025	366	*	p53KD_H4K16ac_rep1_peak_793	16	.	3.57449	4.21902	1.61026	Intron (ENST00000415912.6/1889, intron 1 of 18)	1	21272835	21345137	72303	2	1889	ENST00000463334.2	22112	ENSG00000117298	ECE1	endothelin converting enzyme 1
chr1	22039079	22039366	288	*	p53KD_H4K16ac_rep1_peak_794	31	.	4.64683	6.02447	3.12688	Intron (ENST00000695855.1/998, intron 1 of 5)	1	22024137	22026215	2079	2	101928043	ENST00000774640.1	-12864	ENSG00000228397	LINC01635	long intergenic non-protein coding RNA 1635
chr1	22362540	22362753	214	*	p53KD_H4K16ac_rep1_peak_795	16	.	3.57449	4.21902	1.61026	Distal Intergenic	1	22416412	22418931	2520	2	105376856	ENST00000767037.1	56178	ENSG00000299881	LOC105376856	uncharacterized LOC105376856
chr1	23343768	23344059	292	*	p53KD_H4K16ac_rep1_peak_796	16	.	3.63331	4.31625	1.69083	Promoter (<=1kb)	1	23309853	23344281	34429	2	10236	ENST00000476451.3	222	ENSG00000125944	HNRNPR	heterogeneous nuclear ribonucleoprotein R
chr1	23368558	23368805	248	*	p53KD_H4K16ac_rep1_peak_797	23	.	4.10712	5.08793	2.37822	Promoter (<=1kb)	1	23368485	23371789	3305	1	148898	ENST00000724025.1	73	ENSG00000249087	ZNF436-AS1	ZNF436 antisense RNA 1
chr1	23778109	23778695	587	*	p53KD_H4K16ac_rep1_peak_798	14	.	3.45699	3.93202	1.46204	Promoter (<=1kb)	1	23706901	23778283	71383	2	100506963	ENST00000655402.1	0	ENSG00000236810	ELOA-AS1	ELOA antisense RNA 1
chr1	24397783	24397990	208	*	p53KD_H4K16ac_rep1_peak_799	14	.	3.35859	3.8102	1.40438	Intron (ENST00000337248.9/90529, intron 2 of 8)	1	24368704	24401331	32628	2	90529	ENST00000497384.1	3341	ENSG00000001460	STPG1	sperm tail PG-rich repeat containing 1
chr1	25182673	25182906	234	*	p53KD_H4K16ac_rep1_peak_800	16	.	3.61633	4.21292	1.67347	Distal Intergenic	1	25129838	25175117	45280	2	124903880	ENST00000824734.1	-7556	NA	LOC124903880	uncharacterized LOC124903880
