gene_id,Gene,chr,start,end,strand,Scramble_rep1_promoter,Scramble_rep1_body,Scramble_rep2_promoter,Scramble_rep2_body,KD_rep1_promoter,KD_rep1_body,KD_rep2_promoter,KD_rep2_body,Scramble_promoter,KD_promoter,Scramble_body,KD_body,ratio_log2FC,Rank
ENSG00000148356.17,LRSAM1,chr9,127451468,127503503,+,0.227790367343463,0.045663899409515256,0.3181784039392951,0.02313127672436931,0.01692809165106155,0.026869627567739897,0.04792350595528842,0.02080226762906115,0.27298438564137906,0.03242579880317499,0.034397588066942285,0.023835947598400523,0.22999694636966228,42
ENSG00000042286.17,AIFM2,chr10,70054660,70133269,-,0.15067089697043412,0.02549407004880562,0.3212698340790812,0.02030253941364953,-0.03397415196266956,0.007672690741082278,0.022400775563786737,0.013413609649159036,0.23597036552475767,-0.005786688199441413,0.022898304731227573,0.010543150195120657,0.22940189918809217,43
ENSG00000166855.11,CLPX,chr15,65148218,65185643,-,0.2616930043201428,0.024879810528365586,0.26342837695917115,0.013996532204960341,0.02374507021997124,-0.02385331142045192,-0.030136715669068507,-0.010498704304178317,0.262560690639657,-0.003195822724548634,0.019438171366662964,-0.01717600786231512,0.22914233413522753,44
ENSG00000063761.18,ADCK1,chr14,77800058,77937188,+,0.18309914981084877,0.02496215997319378,0.21108212351822295,0.019849966308629036,-0.03307628807745641,0.03466065910403288,-0.021127903658343713,0.01985446545407138,0.19709063666453586,-0.027102095867900064,0.022406063140911408,0.02725756227905213,0.22904423167057664,45
ENSG00000197756.12,RPL37A,chr2,216498796,216580097,+,0.24145983670890564,0.04265810499637944,0.29761068654083644,0.01736214143611494,0.03279389375867322,0.0006234702448349407,-0.005032818825333379,0.005967910980609905,0.26953526162487107,0.01388053746666992,0.03001012321624719,0.0032956906127224227,0.22894029155467635,46
ENSG00000168395.18,ING5,chr2,241687084,241729481,+,0.2920506266175071,0.06803981580461863,0.33670056853443386,0.044341545650741936,0.03127647619345225,0.051221670068306614,0.08890133892628364,0.0102428035178646,0.31437559757597044,0.06008890755986795,0.056190680727680284,0.030732236793085607,0.22882824608150784,47
ENSG00000150456.13,EEF1AKMT1,chr13,20722388,20773991,-,0.1278056685870979,0.005019061224374717,0.28971354916226116,-0.0005959196343553142,-0.0038264559028903023,-0.0026262160907731136,-0.04441984785167733,-0.001902213577094417,0.20875960887467954,-0.024123151877283817,0.0022115707950097012,-0.0022642148339337654,0.22840697512301988,48
ENSG00000277157.2,H4C4,chr6,26188709,26189112,-,0.07061533264245372,0.16422499763887957,0.08749794100550935,0.32602063003493004,0.0374461667657597,-0.08633679247671558,0.0678435826873174,0.06743685003120461,0.07905663682398154,0.052644874726538546,0.24512281383690482,-0.009449971222755482,-0.2281610229622173,49
ENSG00000130749.10,ZC3H4,chr19,47064186,47113776,-,0.31353279602481054,0.06326566098520262,0.3961381246743258,0.06122015530344367,0.19539384550589603,0.07590970102228381,0.024962998351838905,0.014232442649035337,0.35483546034956814,0.11017842192886747,0.06224290814432314,0.045071071835659574,0.22748520211203715,50
ENSG00000115904.17,SOS1,chr2,38962205,39124345,-,0.1969640900567174,0.007442975067397134,0.2768428422044963,-0.024990396117783493,0.0005297576622106134,-0.020191892955340456,-0.006340745591762243,-0.022155115193296878,0.23690346613060684,-0.0029054939647758147,-0.00877371052519318,-0.021173504074318665,0.22740916654625717,51
ENSG00000175581.16,MRPL48,chr11,73787296,73865653,+,0.365623150276806,0.05390117370493959,0.2494117606385844,0.017216543508464063,0.07648650969634764,0.008122417654896978,0.03800087128547602,0.01726162443058489,0.30751745545769515,0.05724369049091183,0.035558858606701826,0.012692021042740934,0.22740692740282248,52
ENSG00000115761.19,NOL10,chr2,10562294,10690415,-,0.14607161067519336,0.01914384731919504,0.2590269760126248,-0.0039815101087562615,-0.03543270855001174,0.005233880064738845,-0.03731605856426177,-0.013749808291560727,0.2025492933439091,-0.03637438355713675,0.0075811686052193895,-0.004257964113410942,0.2270845441824155,53
ENSG00000101126.20,ADNP,chr20,50854047,50931437,-,0.36646626437059604,0.03286717485067167,0.22637039392022415,-0.023844433786229996,0.15520368115534075,0.013041948857177785,-0.0009420219928724692,0.010984565559317039,0.2964183291454101,0.07713082958123414,0.0045113705322208375,0.012013257208247412,0.2267893862402025,54
ENSG00000132382.17,MYBBP1A,chr17,4538896,4555403,-,0.24769531464201283,0.04792853725162834,0.41839871250861327,0.09068467178186033,0.11907857631525258,0.046401549655664946,0.038929448865295854,0.03254055787821662,0.3330470135753131,0.07900401259027422,0.06930660451674434,0.03947105376694078,0.22420745023523525,55
ENSG00000172845.19,SP3,chr2,173880849,173965877,-,0.36889552617256416,0.003245232017115908,0.28856821590755133,-0.058336925222830203,0.1604730416201055,-0.02842494842273744,0.041546958884340714,-0.03372881939937064,0.32873187104005774,0.1010100002522231,-0.02754584660285715,-0.03107688391105404,0.22419083347963775,56
ENSG00000143294.17,PRCC,chr1,156750609,156800818,+,0.4290199604191293,0.040917293351195275,0.4068142985839222,0.019820054565221186,0.22613055759863346,0.00790101152968504,0.12474897583737038,0.013202308214448075,0.41791712950152576,0.17543976671800193,0.03036867395820823,0.010551659872066558,0.22266034869738216,57
ENSG00000104738.21,MCM4,chr8,47960184,47979181,+,0.36381777780255653,0.005874706642343263,0.24982730109803378,-0.019889297816252722,0.1037406559176161,0.004472376715369617,0.06394325687363744,-0.019712745842525393,0.30682253945029514,0.08384195639562678,-0.00700729558695473,-0.007620184563577888,0.2223676940780452,58
ENSG00000173163.13,COMMD1,chr2,61888723,62149125,+,0.21341884863431915,0.007032719630275909,0.30583565863443074,-0.014823378787887498,-0.01696345483721234,-0.0047172210682214066,0.10275496957803261,0.007579919652332984,0.25962725363437494,0.04289575737041013,-0.0038953295788057944,0.0014313492920557886,0.2220581751348264,59
ENSG00000072310.20,SREBF1,chr17,17810398,17837035,-,0.29133370363840366,0.12250623901596709,0.275241772062378,0.028343013070047395,0.03353868587291799,0.03664045338941976,0.0045833054032409564,0.029190722908956843,0.28328773785039085,0.019060995638079475,0.07542462604300725,0.032915588149188296,0.22171770431849241,60
ENSG00000140025.18,EFCAB11,chr14,89794668,89954777,-,0.17722760080781882,-0.008075065657847049,0.357359071231971,-0.019116815859286432,0.12090803420435986,0.0018289997683406602,-0.005455514756875345,-0.004919904232716497,0.2672933360198949,0.057726259723742256,-0.013595940758566741,-0.0015454522321879185,0.22161756482253148,61
ENSG00000091127.16,PUS7,chr7,105439660,105522272,-,0.37148933886992747,0.027809410629171954,0.23109359632455745,-0.004501991949641503,0.09645942138158717,-0.02088374156318229,-0.013692623882059706,-0.033815298747827675,0.30129146759724246,0.04138339874976373,0.011653709339765225,-0.027349520155504983,0.2209048393522085,62
ENSG00000256591.5,ENSG00000256591,chr11,61429219,61485822,+,0.19676985357204102,0.027275529160112583,0.24666841976763682,0.005217136827781426,0.03742242803121917,0.0051487192407781626,-0.06169796267955098,0.0011365173694722092,0.22171913666983892,-0.012137767324165907,0.016246332993947003,0.0031426183051251858,0.220753189305183,63
ENSG00000285025.1,MIURF,chr22,39504230,39504443,+,0.05715656611704617,-0.12584256319582743,0.1596492636180483,-0.11272646836551702,-0.06431199194921647,-0.1015194039529478,0.007281360574124846,0.030531870586001816,0.10840291486754723,-0.02851531568754581,-0.11928451578067223,-0.03549376668347299,0.22070897965229228,64
ENSG00000117528.16,ABCD3,chr1,94418038,94519349,+,0.10223228901950643,-0.017056620861809087,0.2212866605548188,-0.02577418187482709,-0.06889389697407024,-0.03006078595125906,-0.054718695988412946,-0.018702617511211456,0.16175947478716263,-0.06180629648124159,-0.02141540136831809,-0.02438170173123526,0.22059947090548704,65
ENSG00000084774.16,CAD,chr2,27217344,27245683,+,0.41720350687167956,0.08792330640477566,0.30780548984505,0.047984454824952893,0.13987456385651603,0.018159327448697263,0.042973677395959385,0.016701283771586597,0.3625044983583648,0.09142412062623771,0.06795388061486428,0.01743030561014193,0.22055680272740474,66
ENSG00000008277.17,ADAM22,chr7,87934135,88202889,+,0.124802886028192,-0.025205392752167866,0.16555033320328222,-0.05964721540165187,-0.08746408445120324,-0.05210883147322244,-0.07807800152542768,-0.05026642225845885,0.1451766096157371,-0.08277104298831546,-0.042426304076909865,-0.05118762686584065,0.21918632981512176,67
ENSG00000164615.8,CAMLG,chr5,134737607,134752705,+,0.255094533180818,0.05879694381063494,0.2865490895966068,-0.006735419732786085,0.04951516994915437,0.032146820769246666,0.00529399662304786,-0.029298071041023454,0.2708218113887124,0.027404583286101115,0.026030762038924425,0.001424374864111606,0.21881084092779846,68
ENSG00000154473.20,BUB3,chr10,123154364,123313144,+,0.24974039558507502,0.0004874254532592069,0.20828506178804673,-0.005305906017047557,0.04214440927200485,0.0012530855710121038,-0.013309191139531322,0.0023153217609989418,0.22901272868656086,0.014417609066236764,-0.002409240281894175,0.0017842036660055227,0.2187885635682238,69
ENSG00000132478.12,UNK,chr17,75784798,75825799,+,0.45836786430247595,0.05223154424581327,0.24666746354382485,0.02442380164550134,0.15473909748066217,0.036976283572167444,0.09144941350072622,0.01838496042386107,0.3525176639231504,0.1230942554906942,0.0383276729456573,0.027680621998014257,0.21877635748481314,70
ENSG00000091073.22,DTX2,chr7,76461655,76507223,+,0.10420262661544256,0.047693581705419326,0.2743937181029469,0.04491409478936016,-0.06324689267436043,0.03865972094696558,-0.01924516818689881,0.0276991473914207,0.18929817235919472,-0.04124603043062962,0.04630383824738975,0.03317943416919314,0.2174197987116277,71
ENSG00000126461.17,SCAF1,chr19,49640487,49658649,+,0.3297000775709748,0.0974564411578683,0.3194482676759362,0.026643466486462965,0.15569032991910353,0.07878409828040504,0.02731872170837596,0.012640105483234777,0.3245741726234555,0.09150452581373975,0.06204995382216563,0.045712101881819914,0.21673179486937003,72
ENSG00000146701.14,MDH2,chr7,76048036,76067508,+,0.18437941799903637,0.06558283330324083,0.30840815625432877,0.04295959232378302,-0.03495235227199737,0.022154303321136527,0.007397539783094544,-0.00682487594445474,0.24639378712668258,-0.013777406244451413,0.054271212813511924,0.007664713688340893,0.21356469424596297,73
ENSG00000091542.10,ALKBH5,chr17,18183033,18209954,+,0.276248058958241,0.05871343358111788,0.4100176090954337,0.04176126412833017,0.1445150444735773,0.03064338858964716,0.07135079697499168,0.023810712177173086,0.34313283402683736,0.10793292072428448,0.05023734885472403,0.027227050383410126,0.21218961483123897,74
ENSG00000071626.19,DAZAP1,chr19,1407532,1435687,+,0.33147203504870415,0.039821252471874374,0.30250239877495916,0.03042524771166486,0.16313425389569602,0.04761224676509818,0.052719698579487155,0.027176199634077334,0.3169872169118316,0.1079269762375916,0.035123250091769614,0.03739422319958776,0.2113312137820582,75
ENSG00000137154.15,RPS6,chr9,19200286,19380299,-,0.25052667893789476,0.004209873421302451,0.2927076433328912,-0.006836283538599395,0.03995309948915383,-0.019088954650045516,0.04687557237528381,-0.01732761421412931,0.27161716113539297,0.043414335932218814,-0.0013132050586484724,-0.018208284432087413,0.21130774582973522,76
ENSG00000141510.21,TP53,chr17,7661778,7687546,-,0.23406316960405094,0.05245344776508893,0.26531357012252554,0.05120425939729482,-0.026361044624936766,0.005369505994279228,0.013655741495458642,0.006398961021310204,0.24968836986328824,-0.006352651564739062,0.051828853581191874,0.005884233507794716,0.21009640135463015,77
ENSG00000288629.1,ENSG00000288629,chr1,89579591,89579654,+,-0.04720662125514354,-0.2583618462085724,0.008208852762822062,-0.12256091951377808,-0.023872348037548362,-0.04346393651905514,-0.029378721365297678,0.06667680257842654,-0.01949888424616074,-0.02662553470142302,-0.19046138286117523,0.011606433029685698,0.2091944663461232,78
ENSG00000121152.12,NCAPH,chr2,96335727,96377091,+,0.27672513156343487,0.010906186510236135,0.31144989682617596,0.03060160848200933,0.10413892693188972,-0.0012023249264318063,0.023929943925584667,-0.00046164961172357946,0.2940875141948054,0.0640344354287372,0.020753897496122733,-0.0008319872690776929,0.2084671940008678,79
ENSG00000106263.21,EIF3B,chr7,2354079,2380747,+,0.4651731984334765,0.06758494639601881,0.42254859564040087,0.017907415727477574,0.23644103338127023,-0.01247470288496356,0.11477081026661108,-0.022151712660848817,0.44386089703693865,0.17560592182394066,0.04274618106174819,-0.017313207772906188,0.20819558637834362,80
ENSG00000130204.15,TOMM40,chr19,44890568,44903695,+,0.2700308092185587,0.06768424201935254,0.20340976892085746,0.05807688530193818,-0.036455263193813155,-0.007724535320519038,-0.039454863985389235,-0.00033827864866586827,0.2367202890697081,-0.0379550635896012,0.06288056366064536,-0.004031406984592453,0.20776338201407146,81
ENSG00000052749.16,RRP12,chr10,97356356,97426076,-,0.23730232944581076,0.04065479957054622,0.3481754698237637,0.03248018688932605,0.08383760428114329,0.010381966726817042,0.02859858372830786,0.004634329756776355,0.2927388996347872,0.05621809400472557,0.03656749322993613,0.007508148241796698,0.20746146064192222,82
ENSG00000150457.11,LATS2,chr13,20973028,21061605,-,0.161486885194201,0.04350029981448777,0.2633265311262221,0.02789763315295696,-0.005412657967186533,0.027534430013923153,-0.021490684404503555,0.006449387114970358,0.21240670816021157,-0.013451671185845044,0.035698966483722366,0.016991908564446757,0.207151321426781,83
ENSG00000138092.13,CENPO,chr2,24793099,24822376,+,0.23334983837543405,0.006833491917006038,0.2901293493429548,-0.01429420514641261,0.05859618686391332,-0.05114098140643391,-0.026068121489166516,-0.03349882134980575,0.26173959385919443,0.0162640326873734,-0.0037303566147032863,-0.042319901378119834,0.20688601640840448,84
ENSG00000169905.15,TOR1AIP2,chr1,179839966,179883034,-,0.28763006009743547,0.0205000985282886,0.13864254491287284,-0.0066221553101066585,-0.05253030970063992,-0.03336439554202771,-0.022290243318071588,-0.040439340223783815,0.21313630250515414,-0.03741027650935575,0.006938971609090972,-0.03690186788290577,0.20670573952251314,85
ENSG00000177595.20,PIDD1,chr11,798937,809753,-,0.29706501971455873,0.10357483386325958,0.44641883697459706,0.08791409406267282,0.19690414164750836,0.09395042906802722,0.08021175995207158,0.044364318918522355,0.37174192834457787,0.13855795079978997,0.09574446396296621,0.06915737399327479,0.2065968875750965,86
ENSG00000106635.10,BCL7B,chr7,73536354,73558017,-,0.20687312341394135,0.054943166975730005,0.15399001416098326,0.01043422412908969,-0.017129614668083378,0.008986303555278395,-0.10642477159947157,-0.015401820257069087,0.1804315687874623,-0.061777193133777476,0.032688695552409844,-0.0032077583508953456,0.2063123080179346,87
ENSG00000176986.18,SEC24C,chr10,73744347,73772173,+,0.17617557943071005,0.04184277354380679,0.17320450404146687,-0.0047139017806228254,-0.13916696685901844,-0.021957017083052442,-0.0012243129536509514,-0.019137512913085148,0.17469004173608846,-0.07019563990633469,0.018564435881591984,-0.020547264998068797,0.20577398076276238,88
ENSG00000094916.18,CBX5,chr12,54230941,54280141,-,0.5267652465065475,0.07182564151804606,0.36866483894060365,0.01784178455965972,0.21008835712214932,-0.020568618464407395,0.16627286651695614,0.0023289301967351485,0.4477150427235756,0.18818061181955273,0.04483371303885289,-0.009119844133836123,0.20558087373133385,89
