gene_id,Gene,chr,start,end,strand,Scramble_rep1,Scramble_rep2,KD_rep1,KD_rep2,Scramble_signal,KD_signal,Difference,log2FC,Direction,Rank_gain,Rank_loss,Rank
ENSG00000108518.10,PFN1,chr17,4945651,4950517,-,0.3621235436825346,0.39968692329878724,0.10838764967816773,0.05315624684082655,0.3809052334906609,0.08077194825949714,-0.3001332852311638,-0.3001332852311638,loss,11736,16,16
ENSG00000120055.8,C10orf95,chr10,102449618,102451548,-,0.3965051591187629,0.319226565457147,0.04841570523398605,0.08273020867871149,0.3578658622879549,0.06557295695634877,-0.2922929053316061,-0.2922929053316061,loss,11735,17,17
ENSG00000289051.1,MLDHR,chr10,87863558,87863654,+,0.20488729638357958,0.37431351840496063,0.0,0.0,0.2896004073942701,0.0,-0.2896004073942701,-0.2896004073942701,loss,11734,18,18
ENSG00000284730.2,TMDD1,chr12,51813920,51814925,-,0.6304347585905251,0.253701365390672,0.22063862299778272,0.08644748059337709,0.44206806199059856,0.15354305179557992,-0.28852501019501864,-0.28852501019501864,loss,11733,19,19
ENSG00000164897.16,TMUB1,chr7,151081081,151083533,-,0.31218283355644744,0.391722631639213,0.03293400803021783,0.09589175486763966,0.3519527325978302,0.06441288144892875,-0.28753985114890146,-0.28753985114890146,loss,11732,20,20
ENSG00000162244.14,RPL29,chr3,51993521,51996021,-,0.3335319674734492,0.31115709615089,0.02532115366924554,0.05975536621566862,0.3223445318121696,0.04253825994245708,-0.2798062718697125,-0.2798062718697125,loss,11731,21,21
ENSG00000240972.4,MIF,chr22,23894371,23895227,+,0.45760409496550525,0.5308589212439745,0.2785267416613827,0.16218350728468917,0.49423150810473987,0.22035512447303593,-0.27387638363170397,-0.27387638363170397,loss,11730,22,22
ENSG00000103145.13,HCFC1R1,chr16,3022624,3024312,-,0.46161064565495113,0.31700924209261677,0.10127380669988158,0.13750494238806024,0.3893099438737839,0.11938937454397092,-0.269920569329813,-0.269920569329813,loss,11729,23,23
ENSG00000173486.15,FKBP2,chr11,64241002,64244583,+,0.3409618828169995,0.3032158535911164,0.016970349564296352,0.08786414642481233,0.32208886820405797,0.05241724799455434,-0.26967162020950364,-0.26967162020950364,loss,11728,24,24
ENSG00000186603.7,HPDL,chr1,45326894,45328710,+,0.4256711916993926,0.2479963259123233,0.12170578865866466,0.0141513743178841,0.336833758805858,0.06792858148827438,-0.26890517731758357,-0.26890517731758357,loss,11727,25,25
ENSG00000167700.11,SLC33A2,chr8,144508262,144511317,+,0.3831866064151587,0.427795518934117,0.21894876875422298,0.05487471053859984,0.40549106267463786,0.1369117396464114,-0.26857932302822646,-0.26857932302822646,loss,11726,26,26
ENSG00000286264.3,ENSG00000286264,chr11,64241094,64244583,+,0.3271789759179691,0.3027995888514278,0.008854224930489882,0.08790127861031126,0.3149892823846985,0.04837775177040057,-0.2666115306142979,-0.2666115306142979,loss,11725,27,27
ENSG00000288675.1,PANO1,chr11,797510,799190,+,0.18483296991603093,0.3564098711580127,-0.025105907130637206,0.03498045959886873,0.2706214205370218,0.004937276234115762,-0.26568414430290604,-0.26568414430290604,loss,11724,28,28
ENSG00000162188.9,GNG3,chr11,62706399,62712083,+,0.38805947753235065,0.37695227928749986,0.1534787636473257,0.0960975219922833,0.3825058784099252,0.1247881428198045,-0.25771773559012073,-0.25771773559012073,loss,11723,29,29
ENSG00000105193.11,RPS16,chr19,39433135,39436131,-,0.5545092203970411,0.21212172639762636,0.13964389577422565,0.1149334907091878,0.38331547339733374,0.12728869324170672,-0.256026780155627,-0.256026780155627,loss,11722,30,30
ENSG00000277157.2,H4C4,chr6,26188709,26189112,-,0.16422499763887957,0.32602063003493004,-0.08633679247671558,0.06743685003120461,0.24512281383690482,-0.009449971222755482,-0.2545727850596603,-0.2545727850596603,loss,11721,31,31
ENSG00000146834.17,MEPCE,chr7,100428321,100435138,+,0.3282093886024807,0.3383927601389587,0.10639560819539873,0.05226530561372403,0.3333010743707197,0.07933045690456138,-0.25397061746615834,-0.25397061746615834,loss,11720,32,32
ENSG00000204922.7,UQCC3,chr11,62670272,62674001,+,0.3263381977698142,0.2831808543224842,0.06540748286821482,0.03658713338004146,0.3047595260461492,0.05099730812412814,-0.253762217922021,-0.253762217922021,loss,11719,33,33
ENSG00000215845.13,TSTD1,chr1,161037618,161039118,-,0.16125763964404663,0.19401303904255232,-0.1072859983642896,-0.043710076704000435,0.17763533934329948,-0.07549803753414502,-0.2531333768774445,-0.2531333768774445,loss,11718,34,34
ENSG00000275714.3,H3C1,chr6,26020450,26021487,+,0.2111360572261436,0.4629957453997064,0.09676001492603489,0.07410381690993287,0.337065901312925,0.08543191591798388,-0.25163398539494114,-0.25163398539494114,loss,11717,35,35
ENSG00000291313.1,ENSG00000291313,chr14,103334236,103335932,+,0.20323801358649946,0.25228489646226837,0.0632784239956582,-0.1085605169344421,0.2277614550243839,-0.022641046469391954,-0.25040250149377585,-0.25040250149377585,loss,11716,36,36
ENSG00000214756.9,CSKMT,chr11,62665308,62668496,+,0.24128601736536776,0.3178594968300456,0.1174783742704126,-0.05161951031175663,0.2795727570977067,0.03292943197932799,-0.2466433251183787,-0.2466433251183787,loss,11715,37,37
ENSG00000175334.10,BANF1,chr11,66001831,66004170,+,0.09268200187904059,0.4330475732330559,0.036178616710308205,-0.0028738967587358297,0.26286478755604825,0.016652359975786186,-0.24621242758026207,-0.24621242758026207,loss,11714,38,38
ENSG00000288626.1,ENSG00000288626,chr1,147611589,147611796,+,0.053441939029644656,-0.04095576942902832,0.3082092276229951,0.19063363683180531,0.006243084800308166,0.2494214322274002,0.24317834742709205,0.24317834742709205,gain,1,11751,39
ENSG00000184162.17,NR2C2AP,chr19,19201408,19203729,-,0.2169245948893841,0.2015938948886449,-0.06489966138091881,0.012070115385813826,0.20925924488901448,-0.02641477299755249,-0.23567401788656697,-0.23567401788656697,loss,11713,39,40
ENSG00000203811.2,H3C14,chr1,149840686,149841208,-,0.33736368225908825,0.3740696548323693,0.0716715319906415,0.17357301199273473,0.3557166685457288,0.12262227199168811,-0.23309439655404068,-0.23309439655404068,loss,11712,40,41
ENSG00000187186.17,ENSG00000187186,chr9,34664162,34666122,-,0.24511452229712538,0.32647211267327775,0.07618111324026154,0.03055187256636136,0.28579331748520154,0.053366492903311455,-0.23242682458189007,-0.23242682458189007,loss,11711,41,42
ENSG00000184270.6,H2AC21,chr1,149887468,149887965,-,0.17505085964497905,-0.04936643725849493,0.2594858774956563,0.32381548518521086,0.06284221119324206,0.2916506813404336,0.22880847014719152,0.22880847014719152,gain,2,11750,43
ENSG00000100445.20,SDR39U1,chr14,24439650,24442905,-,0.22584766271372486,0.1346004890212174,-0.020828096365939523,-0.07324373269147495,0.18022407586747113,-0.047035914528707236,-0.22725999039617836,-0.22725999039617836,loss,11710,42,44
ENSG00000136997.22,MYC,chr8,127735433,127742951,+,0.20423839247807063,0.23261361330971578,-0.015821634043372387,0.005418615747359086,0.2184260028938932,-0.00520150914800665,-0.22362751204189985,-0.22362751204189985,loss,11709,43,45
ENSG00000099800.10,TIMM13,chr19,2425623,2427593,-,0.3771252016428158,0.2931442413715466,0.20776756305813668,0.02339600372142371,0.3351347215071812,0.1155817833897802,-0.219552938117401,-0.219552938117401,loss,11708,44,46
ENSG00000205220.14,PSMB10,chr16,67934503,67936865,-,0.2529234967943558,0.25404862682141877,0.043374037873155656,0.028111946907357348,0.25348606180788724,0.0357429923902565,-0.21774306941763075,-0.21774306941763075,loss,11707,45,47
ENSG00000204335.5,SP5,chr2,170715286,170718078,+,0.37025951285263453,0.28399144023300593,0.08630849866154483,0.13805036825417438,0.3271254765428202,0.1121794334578596,-0.2149460430849606,-0.2149460430849606,loss,11706,46,48
ENSG00000196976.9,LAGE3,chrX,154477597,154479291,-,0.2117149843103137,0.36013008922408857,0.14090710948771162,0.0032039827798023696,0.28592253676720114,0.072055546133757,-0.21386699063344414,-0.21386699063344414,loss,11705,47,49
ENSG00000106211.12,HSPB1,chr7,76302665,76305813,+,0.309533450099676,0.3515806634011921,0.10904314088057655,0.12467339873820392,0.330557056750434,0.11685826980939024,-0.21369878694104377,-0.21369878694104377,loss,11704,48,50
ENSG00000310604.1,ENSG00000310604,chr2,69829738,69829798,+,0.36851775298515954,0.13695340156555175,0.035550490114837886,0.04374869198848804,0.25273557727535567,0.039649591051662963,-0.2130859862236927,-0.2130859862236927,loss,11703,49,51
ENSG00000177954.16,RPS27,chr1,153990748,153992344,+,0.27542345402505536,0.24397531685122945,0.023333372338733317,0.07886050256053195,0.2596993854381424,0.05109693744963263,-0.2086024479885098,-0.2086024479885098,loss,11702,50,52
ENSG00000213689.14,TREX1,chr3,48465810,48467645,+,0.4595102579447083,0.2628041618181347,0.18269329555002764,0.12652520974971132,0.3611572098814215,0.15460925264986947,-0.20654795723155206,-0.20654795723155206,loss,11701,51,53
ENSG00000161960.18,EIF4A1,chr17,7572717,7579007,+,0.17423626096911404,0.25461321647763135,0.015406135449982553,0.005023152513051219,0.2144247387233727,0.010214643981516886,-0.2042100947418558,-0.2042100947418558,loss,11700,52,54
ENSG00000170296.12,GABARAP,chr17,7240007,7242486,-,0.15832217364617446,0.14945009961640127,-0.11370146149735989,0.018275547002304306,0.15388613663128786,-0.04771295724752779,-0.20159909387881564,-0.20159909387881564,loss,11699,53,55
ENSG00000124257.8,NEURL2,chr20,45888001,45891220,-,0.2152852603970599,0.3959907047081948,0.15386863445076754,0.05467529771788756,0.30563798255262736,0.10427196608432755,-0.20136601646829982,-0.20136601646829982,loss,11698,54,56
ENSG00000310590.1,ENSG00000310590,chr16,84101969,84101996,-,-0.08364880084991455,0.39346065786149764,-0.02091569034382701,-0.07167976846297582,0.15490592850579155,-0.04629772940340141,-0.20120365790919295,-0.20120365790919295,loss,11697,55,57
ENSG00000182180.16,MRPS16,chr10,73248759,73252693,-,0.23746347097871967,0.17420866676233615,0.029891735087084925,-0.020198577429638084,0.2058360688705279,0.0048465788287234204,-0.2009894900418045,-0.2009894900418045,loss,11696,56,58
ENSG00000004776.15,HSPB6,chr19,35754565,35758079,-,0.37333321891270266,0.32527098911281677,0.21190872483695425,0.08817876709997362,0.34930210401275974,0.15004374596846393,-0.1992583580442958,-0.1992583580442958,loss,11695,57,59
ENSG00000310576.2,FAM174C,chr19,1275508,1279244,+,0.289157296797137,0.23261749834007717,0.041774251483948165,0.08365714782674456,0.26088739756860707,0.06271569965534636,-0.19817169791326072,-0.19817169791326072,loss,11694,58,60
ENSG00000273703.2,H2BC14,chr6,27815021,27815489,+,0.23653524353081345,0.2702862702938927,0.025206033821002796,0.08597682585788524,0.25341075691235304,0.05559142983944402,-0.19781932707290903,-0.19781932707290903,loss,11693,59,61
ENSG00000188290.13,HES4,chr1,998961,1000825,-,0.3219349405272612,0.2431849526689096,0.08585810550796308,0.08438534402766149,0.28255994659808537,0.08512172476781228,-0.1974382218302731,-0.1974382218302731,loss,11692,60,62
ENSG00000139675.13,HNRNPA1L2,chr13,52642430,52643773,+,0.1083488788973049,0.18407009151151885,-0.10164972077375549,0.0002888760627236991,0.14620948520441188,-0.0506804223555159,-0.19688990755992777,-0.19688990755992777,loss,11691,61,63
ENSG00000128272.21,ATF4,chr22,39519694,39522690,+,0.28380023463422777,0.36898503871090604,0.1753398854339412,0.08480429244296872,0.3263926366725669,0.13007208893845496,-0.19632054773411195,-0.19632054773411195,loss,11690,62,64
ENSG00000149809.19,TM7SF2,chr11,65111844,65116677,+,0.2654503103848196,0.13772801431803544,0.009221318064956236,0.0018224821141451758,0.20158916235142751,0.005521900089550706,-0.19606726226187682,-0.19606726226187682,loss,11689,63,65
ENSG00000274997.2,H2AC12,chr6,27147105,27147562,+,0.3816452209289538,-0.07929912042402595,-0.11926356466646007,0.03144752991098413,0.15117305025246391,-0.04390801737773797,-0.1950810676302019,-0.1950810676302019,loss,11688,64,66
ENSG00000174684.9,B4GAT1,chr11,66345373,66347856,-,0.2544250791420559,0.1416943290713834,0.005738040400358413,0.001306429191969224,0.19805970410671966,0.0035222347961638184,-0.19453746931055585,-0.19453746931055585,loss,11687,65,67
ENSG00000289763.1,ENSG00000289763,chr3,10249041,10249366,+,0.24579910516738893,0.4279588940768288,0.07099358469247818,0.218128802466851,0.3368789996221089,0.1445611935796646,-0.19231780604244428,-0.19231780604244428,loss,11686,66,68
ENSG00000166508.21,MCM7,chr7,100092232,100101940,-,0.1892429326846946,0.13044491691543295,0.0015316402083830729,-0.0652381680117797,0.15984392480006376,-0.03185326390169831,-0.19169718870176208,-0.19169718870176208,loss,11685,67,69
ENSG00000182327.9,GLTPD2,chr17,4788926,4790734,+,0.3206225907480534,0.2481003649536916,0.20356898864888817,-0.01720997527091294,0.2843614778508725,0.09317950668898761,-0.1911819711618849,-0.1911819711618849,loss,11684,68,70
ENSG00000126903.18,SLC10A3,chrX,154487305,154490690,-,0.135495185599445,0.24143517947311416,0.010041199409591372,-0.014814397028511173,0.18846518253627959,-0.0023865988094599003,-0.1908517813457395,-0.1908517813457395,loss,11683,69,71
ENSG00000278677.2,H2AC17,chr6,27892698,27893185,-,0.36838352945642794,0.050973517563981934,-0.059423597915828595,0.09786749462639144,0.20967852351020494,0.01922194835528142,-0.1904565751549235,-0.1904565751549235,loss,11682,70,72
ENSG00000176101.14,SSNA1,chr9,137188639,137190371,+,0.20073670801608748,0.23940100505147946,0.07102153426423125,-0.010122218413663465,0.22006885653378347,0.03044965792528389,-0.18961919860849957,-0.18961919860849957,loss,11681,71,73
ENSG00000162194.14,LBHD1,chr11,62662816,62672284,-,0.2163633227595323,0.24736868900789746,0.085956593394381,0.0009338113673440136,0.23186600588371487,0.0434452023808625,-0.18842080350285237,-0.18842080350285237,loss,11680,72,74
ENSG00000205155.10,PSENEN,chr19,35745069,35747519,+,0.2688012105132434,0.25956821950646686,0.0908425924917493,0.061462144471457876,0.26418471500985513,0.07615236848160359,-0.18803234652825154,-0.18803234652825154,loss,11679,73,75
ENSG00000170955.12,CAVIN3,chr11,6318945,6320622,-,0.47117167558869794,0.2600253353014224,0.22147567172023286,0.13566020806472734,0.3655985054450602,0.1785679398924801,-0.18703056555258007,-0.18703056555258007,loss,11678,74,76
ENSG00000181418.8,DDN,chr12,48995148,48999375,-,0.11493575886765621,0.21775449584726256,-0.06067179243347134,0.019701087851978896,0.16634512735745938,-0.02048535229074622,-0.1868304796482056,-0.1868304796482056,loss,11677,75,77
ENSG00000274641.2,H2BC17,chr6,27893424,27893891,+,0.4823867013993049,0.16949377637316634,0.19153394243765695,0.08709172907283398,0.32594023888623563,0.13931283575524547,-0.18662740313099016,-0.18662740313099016,loss,11676,76,78
ENSG00000161547.19,SRSF2,chr17,76734114,76737919,-,0.17716790646820668,0.2678719325688681,0.04000319256936781,0.03190858785213557,0.2225199195185374,0.03595589021075169,-0.1865640293077857,-0.1865640293077857,loss,11675,77,79
ENSG00000163825.6,RTP3,chr3,46494610,46501506,+,0.2794984601371836,0.22569507574449182,0.0794666271449851,0.053123808390943855,0.25259676794083774,0.06629521776796449,-0.18630155017287325,-0.18630155017287325,loss,11674,78,80
ENSG00000132475.12,H3-3B,chr17,75776433,75785893,-,0.3092483627151754,0.14804670394508535,0.04825246691239612,0.0365267321155441,0.22864753333013038,0.04238959951397011,-0.18625793381616026,-0.18625793381616026,loss,11673,79,81
ENSG00000203852.4,H3C15,chr1,149852607,149853125,+,0.18547656239841032,0.38478816791822323,0.04306169014858283,0.1552507798493081,0.28513236515831675,0.09915623499894546,-0.18597613015937128,-0.18597613015937128,loss,11672,80,82
ENSG00000169715.16,MT1E,chr16,56625474,56627112,+,0.28058856554182704,0.09961654531561356,-0.03799686277050966,0.046570666209764446,0.1901025554287203,0.004286901719627392,-0.1858156537090929,-0.1858156537090929,loss,11671,81,83
ENSG00000130522.6,JUND,chr19,18279693,18281622,-,0.2981998831059778,0.20235216560167155,0.1332226643746042,-0.004282594106593177,0.2502760243538247,0.06447003513400551,-0.18580598921981917,-0.18580598921981917,loss,11670,82,84
ENSG00000183979.9,NPB,chr17,81900744,81902905,+,0.10054652786769287,0.2284228815242462,0.0078012111818927315,-0.04940438035992782,0.16448470469596954,-0.020801584589017545,-0.18528628928498708,-0.18528628928498708,loss,11669,83,85
ENSG00000172269.22,DPAGT1,chr11,119095978,119108331,-,0.14697145281810325,0.2290193844683641,0.036746895107124984,-0.03024124595163063,0.18799541864323366,0.003252824577747178,-0.1847425940654865,-0.1847425940654865,loss,11668,84,86
ENSG00000159884.13,CCDC107,chr9,35658276,35661524,+,0.18310708369477796,0.123130631748658,-0.027989178778388045,-0.03488137211238138,0.153118857721718,-0.031435275445384714,-0.1845541331671027,-0.1845541331671027,loss,11667,85,87
ENSG00000262526.2,ENSG00000262526,chr17,7240426,7244635,-,0.14303556769594186,0.14407867329391186,-0.09700128140670508,0.01964060088606756,0.14355712049492686,-0.03868034026031876,-0.1822374607552456,-0.1822374607552456,loss,11666,86,88
ENSG00000108786.12,HSD17B1,chr17,42552919,42555217,+,0.34177158862105966,0.41440178131768957,0.24541003385427415,0.14868201206282616,0.3780866849693746,0.19704602295855017,-0.18104066201082442,-0.18104066201082442,loss,11665,87,89
ENSG00000135441.10,BLOC1S1,chr12,55715910,55720087,+,0.3052761894104773,0.23190358509896666,0.0933296931500067,0.08341065309755594,0.268589887254722,0.08837017312378131,-0.18021971413094068,-0.18021971413094068,loss,11664,88,90
ENSG00000173917.12,HOXB2,chr17,48540893,48545115,-,0.36533055360773,0.2149011490833233,0.10305291764645616,0.11824882321900365,0.29011585134552664,0.1106508704327299,-0.17946498091279672,-0.17946498091279672,loss,11663,89,91
ENSG00000184260.6,H2AC20,chr1,149886917,149887411,+,0.20187347495611682,0.3226451437603607,-0.02640389073225349,0.19289297173893163,0.26225930935823877,0.08324454050333907,-0.1790147688548997,-0.1790147688548997,loss,11662,90,92
ENSG00000187026.3,KRTAP21-2,chr21,30746793,30747259,-,-0.03146873775054201,0.31613788422788675,-0.011615263399080466,-0.06053475228382091,0.14233457323867238,-0.036075007841450686,-0.17840958108012306,-0.17840958108012306,loss,11661,91,93
ENSG00000135486.21,HNRNPA1,chr12,54280192,54287088,+,0.2046997646382916,0.17807890756529476,0.0553202084562765,-0.026622968064051844,0.19138933610179318,0.014348620196112327,-0.17704071590568085,-0.17704071590568085,loss,11660,92,94
ENSG00000138085.20,ATRAID,chr2,27212011,27217178,+,0.28484148997845005,0.1775474950794393,0.056122895322620395,0.05288091418126071,0.23119449252894467,0.054501904751940555,-0.1766925877770041,-0.1766925877770041,loss,11659,93,95
ENSG00000262664.4,OVCA2,chr17,2042021,2043898,+,0.1092482000187096,0.43277930627097205,0.08405589186596363,0.1059299028056441,0.27101375314484083,0.09499289733580386,-0.17602085580903698,-0.17602085580903698,loss,11658,94,96
ENSG00000099840.15,IZUMO4,chr19,2096414,2099593,+,0.2078448287192316,0.2599479863551961,0.08406810611203727,0.03243348624126018,0.23389640753721386,0.05825079617664873,-0.1756456113605651,-0.1756456113605651,loss,11657,95,97
ENSG00000175197.14,DDIT3,chr12,57516583,57523630,-,0.22322663027251055,0.12046763310130282,0.015093109454011789,-0.022015271142019534,0.17184713168690668,-0.003461080844003873,-0.17530821253091056,-0.17530821253091056,loss,11656,96,98
ENSG00000006327.16,TNFRSF12A,chr16,3018444,3022385,+,0.2709406638632353,0.2371104985910185,0.11765237125163755,0.04203028718292698,0.2540255812271269,0.07984132921728226,-0.1741842520098446,-0.1741842520098446,loss,11655,97,99
ENSG00000105677.14,TMEM147,chr19,35545599,35547527,+,0.5140651097931538,0.09138604414096697,0.1187432714122303,0.13869394956904615,0.3027255769670604,0.12871861049063824,-0.17400696647642214,-0.17400696647642214,loss,11654,98,100
ENSG00000175756.16,AURKAIP1,chr1,1373709,1375521,-,0.2898400159348131,0.34503581357614094,0.11656928152461674,0.17036227033901177,0.317437914755477,0.14346577593181425,-0.17397213882366275,-0.17397213882366275,loss,11653,99,101
ENSG00000131188.14,PRR7,chr5,177446444,177456291,+,0.36993916056741616,0.21683354194763024,0.16167382766670757,0.0798376528404818,0.2933863512575232,0.12075574025359469,-0.1726306110039285,-0.1726306110039285,loss,11652,100,102
ENSG00000087077.16,TRIP6,chr7,100867125,100873524,+,0.29422242370654456,0.19037672741806747,0.0827903396975826,0.06293963277233632,0.24229957556230602,0.07286498623495946,-0.16943458932734656,-0.16943458932734656,loss,11651,101,103
ENSG00000169230.12,PRELID1,chr5,177303786,177306958,+,0.1896405679369824,0.1021760826655,-0.004938064930369798,-0.04133554640849101,0.1459083253012412,-0.023136805669430407,-0.16904513097067161,-0.16904513097067161,loss,11650,102,104
ENSG00000156858.14,PRR14,chr16,30650695,30656427,+,0.12914363138331117,0.21840670607111234,0.03047211541143842,-0.020720757725934544,0.17377516872721177,0.004875678842751937,-0.16889948988445982,-0.16889948988445982,loss,11649,103,105
ENSG00000233276.10,GPX1,chr3,49357173,49358605,-,0.27121498779518605,0.19908034565790905,0.007359617858001307,0.1283646459166382,0.23514766672654755,0.06786213188731975,-0.1672855348392278,-0.1672855348392278,loss,11648,104,106
ENSG00000130724.12,CHMP2A,chr19,58551451,58555129,-,0.2383772692246952,0.058168608872518714,-0.004428644359493887,-0.031241324575851628,0.14827293904860697,-0.017834984467672756,-0.16610792351627973,-0.16610792351627973,loss,11647,105,107
ENSG00000169105.8,CHST14,chr15,40470983,40473158,+,0.11528025498592305,0.2986769217638106,0.05894259145205048,0.02558510589691671,0.20697858837486682,0.0422638486744836,-0.16471473970038322,-0.16471473970038322,loss,11646,106,108
ENSG00000197958.15,RPL12,chr9,127447421,127452094,-,0.1889283774659927,0.18965361911581066,0.03378677004125155,0.016163835495838122,0.18929099829090168,0.024975302768544837,-0.16431569552235684,-0.16431569552235684,loss,11645,107,109
ENSG00000107821.17,KAZALD1,chr10,101061107,101068648,+,0.30089513407691626,0.33575943065385777,0.21367444860192697,0.0945824411615681,0.318327282365387,0.15412844488174754,-0.16419883748363945,-0.16419883748363945,loss,11644,108,110
ENSG00000273983.2,H3C8,chr6,26270917,26271413,-,0.23517074551801348,0.19822287472385552,0.04574215857146849,0.06341451749481607,0.2166968101209345,0.05457833803314228,-0.16211847208779223,-0.16211847208779223,loss,11643,109,111
ENSG00000284194.5,SCO2,chr22,50523563,50526461,-,0.21538857807208617,0.22989814147466295,0.09873773154398983,0.022673476123288943,0.22264335977337457,0.06070560383363939,-0.1619377559397352,-0.1619377559397352,loss,11642,110,112
ENSG00000232070.11,TMEM253,chr14,21098810,21103724,+,0.11466029708929083,0.2010254004144246,0.004629984467700093,-0.011192661439442737,0.15784284875185772,-0.003281338485871322,-0.16112418723772903,-0.16112418723772903,loss,11641,111,113
ENSG00000142669.17,SH3BGRL3,chr1,26279127,26281522,+,0.10315107716138558,0.2145264441867812,-0.12520669462948664,0.12071994627477885,0.1588387606740834,-0.002243374177353895,-0.1610821348514373,-0.1610821348514373,loss,11640,112,114
ENSG00000137133.13,HINT2,chr9,35812959,35815354,-,0.24158441290465457,0.2769382536928471,-0.006353380711965986,0.20282823187930973,0.25926133329875084,0.09823742558367188,-0.16102390771507896,-0.16102390771507896,loss,11639,113,115
ENSG00000276180.3,H4C9,chr6,27139281,27140640,+,0.17740300143853027,0.2429433231302993,0.07472585844228248,0.023690750849836885,0.2101731622844148,0.049208304646059686,-0.1609648576383551,-0.1609648576383551,loss,11638,114,116
ENSG00000175130.9,MARCKSL1,chr1,32333563,32336241,-,0.16350932129357243,0.19122612588399712,0.014111704920238416,0.019756270735559373,0.17736772358878478,0.016933987827898893,-0.16043373576088588,-0.16043373576088588,loss,11637,115,117
ENSG00000184924.8,PTRHD1,chr2,24788910,24793395,-,0.1677940039710664,0.18694080445923766,0.04862272183264428,-0.014290517063940167,0.177367404215152,0.017166102384352056,-0.16020130183079995,-0.16020130183079995,loss,11636,116,118
ENSG00000237110.3,TAAR9,chr6,132538276,132539336,+,0.1313550420496437,0.14872036324111076,-0.011737681507080232,-0.02821916399506044,0.14003770264537724,-0.019978422751070334,-0.16001612539644758,-0.16001612539644758,loss,11635,117,119
