gene_id,Gene,chr,start,end,strand,Scramble_rep1,Scramble_rep2,KD_rep1,KD_rep2,Scramble_signal,KD_signal,Difference,log2FC,Direction,Rank_gain,Rank_loss,Rank
ENSG00000215021.12,PHB2,chr12,6965326,6970841,-,0.40447849962627513,0.3998082777753734,0.5131090899033006,0.5871120828180574,0.4021433887008243,0.550110586360679,0.14796719765985472,0.14796719765985472,gain,16,16667,24
ENSG00000175564.15,UCP3,chr11,74000276,74009241,-,0.22797442482959013,0.15698552538320654,0.015978248802468897,0.07337606436645729,0.19247997510639833,0.04467715658446309,-0.14780281852193525,-0.14780281852193525,loss,16674,9,25
ENSG00000068654.19,POLR1A,chr2,86020215,86106155,-,0.15976876606961013,0.09538551279972307,0.27109205531271985,0.27957414445420725,0.1275771394346666,0.27533309988346355,0.14775596044879696,0.14775596044879696,gain,17,16666,26
ENSG00000111319.15,SCNN1A,chr12,6345123,6383917,-,0.6890176237397827,0.6366392963783001,0.5229962239539473,0.5085674112495034,0.6628284600590414,0.5157818176017254,-0.14704664245731602,-0.14704664245731602,loss,16673,10,27
ENSG00000006125.20,AP2B1,chr17,35578045,35726417,+,0.07427682239329442,0.08331805634545163,0.177641263262999,0.27384622012148613,0.07879743936937303,0.22574374169224257,0.14694630232286954,0.14694630232286954,gain,18,16665,28
ENSG00000163611.13,SPICE1,chr3,113442717,113515606,-,0.09709877365792635,0.010694917411892674,0.12760659143212252,0.27245561840238225,0.05389684553490951,0.2000311049172524,0.1461342593823429,0.1461342593823429,gain,19,16664,29
ENSG00000198026.10,ZNF335,chr20,45948652,45972358,-,0.3304307186292135,0.2835368570522405,0.42248468146729284,0.48048264510626904,0.306983787840727,0.4514836632867809,0.14449987544605392,0.14449987544605392,gain,20,16663,30
ENSG00000132300.21,PTCD3,chr2,86106222,86142157,+,0.1562746016404708,0.094973867214052,0.26476078065125147,0.27546633016550914,0.1256242344272614,0.27011355540838033,0.14448932098111894,0.14448932098111894,gain,21,16662,31
ENSG00000086544.5,ITPKC,chr19,40716963,40740860,+,0.31238521966175176,0.3374578750808723,0.5353913632426411,0.40301549043890555,0.32492154737131207,0.4692034268407733,0.14428187946946125,0.14428187946946125,gain,22,16661,32
ENSG00000102858.15,MGRN1,chr16,4616492,4690977,+,0.3732613625699887,0.2541993160799029,0.4888586736395955,0.42692547352053223,0.3137303393249458,0.4578920735800639,0.14416173425511808,0.14416173425511808,gain,23,16660,33
ENSG00000126749.19,EMG1,chr12,6970764,6979939,+,0.4062199085983448,0.40008367761767294,0.5115647590330337,0.5830408055013977,0.40315179310800886,0.5473027822672156,0.14415098915920677,0.14415098915920677,gain,24,16659,34
ENSG00000268350.10,FAM156A,chrX,52926401,52995564,-,0.126496193133411,0.10613964300671068,0.3093625003996804,0.20944912465056403,0.11631791807006084,0.2594058125251222,0.14308789445506134,0.14308789445506134,gain,25,16658,35
ENSG00000213741.13,RPS29,chr14,49500451,49599164,-,0.328375896216603,0.30848891615885077,0.17451803417864176,0.1774856445452897,0.3184324061877269,0.17600183936196573,-0.14243056682576116,-0.14243056682576116,loss,16672,11,36
ENSG00000145040.4,UCN2,chr3,48561717,48563781,-,0.4051341701921774,0.34191545836714793,0.4335961062437855,0.5971554572880268,0.37352481427966266,0.5153757817659061,0.14185096748624348,0.14185096748624348,gain,26,16657,37
ENSG00000117308.17,GALE,chr1,23795598,23800804,-,0.2248542004923802,0.20544419820622717,0.2837409905027062,0.4301294391039846,0.21514919934930368,0.3569352148033454,0.1417860154540417,0.1417860154540417,gain,27,16656,38
ENSG00000185475.13,TMEM179B,chr11,62787374,62792166,+,0.2892762853037566,0.2816739952026401,0.3945545672880253,0.4594150360710919,0.2854751402531983,0.4269848016795586,0.1415096614263603,0.1415096614263603,gain,28,16655,39
ENSG00000143368.12,SF3B4,chr1,149923316,149928268,-,0.19317581913305912,0.16342905173201872,0.3303038017650915,0.30924033483164387,0.17830243543253893,0.3197720682983677,0.14146963286582875,0.14146963286582875,gain,29,16654,40
ENSG00000153037.17,SRP19,chr5,112861187,112898371,+,0.09322665238159243,0.19484797670232365,0.20171278854243155,0.36294236229010857,0.14403731454195803,0.28232757541627007,0.13829026087431204,0.13829026087431204,gain,30,16653,41
ENSG00000006576.19,PHTF2,chr7,77798651,77957503,+,0.19055220987799112,0.10594138962808938,0.28720904866960656,0.28536198714521016,0.14824679975304025,0.28628551790740836,0.1380387181543681,0.1380387181543681,gain,31,16652,42
ENSG00000137693.16,YAP1,chr11,102109967,102233534,+,0.23788298913731706,0.18274383266852237,0.40665801327134704,0.28987225445732473,0.21031341090291972,0.3482651338643359,0.13795172296141617,0.13795172296141617,gain,32,16651,43
ENSG00000149054.18,ZNF215,chr11,6926342,7001004,+,0.04511848659580574,-0.011342225430038525,0.16978409793317495,0.13939052118279505,0.016888130582883607,0.154587309557985,0.1376991789751014,0.1376991789751014,gain,33,16650,44
ENSG00000005486.19,RHBDD2,chr7,75842601,75890056,+,0.006543345459154807,0.13972734288978972,0.21954806415796158,0.20203655673284085,0.07313534417447226,0.2107923104454012,0.13765696627092894,0.13765696627092894,gain,34,16649,45
ENSG00000142330.22,CAPN10,chr2,240586365,240618845,+,0.19997256684058812,0.13929586929632934,0.3062527543011402,0.3080314222560264,0.16963421806845874,0.3071420882785833,0.13750787021012456,0.13750787021012456,gain,35,16648,46
ENSG00000141570.12,CBX8,chr17,79792131,79801683,-,0.18076908648444806,0.17870071470807306,0.015505583541467785,0.06904123025457375,0.17973490059626057,0.04227340689802077,-0.1374614936982398,-0.1374614936982398,loss,16671,12,47
ENSG00000106336.15,FBXO24,chr7,100583981,100601117,+,0.39410157208738383,0.3902852996189613,0.5332372140276443,0.5243707115808501,0.39219343585317257,0.5288039628042472,0.13661052695107467,0.13661052695107467,gain,36,16647,48
ENSG00000007202.18,BLTP2,chr17,28614439,28645454,-,0.14577492214163068,0.11462692571477964,0.32413169138315606,0.20933350243196763,0.13020092392820515,0.26673259690756185,0.1365316729793567,0.1365316729793567,gain,37,16646,49
ENSG00000232434.4,AJM1,chr9,136842477,136848801,+,0.20105550928588492,0.0547142199818627,0.2736962699631426,0.25312495743541513,0.1278848646338738,0.2634106136992789,0.13552574906540507,0.13552574906540507,gain,38,16645,50
ENSG00000285943.1,SPICE1-CFAP44,chr3,113361900,113515151,-,0.1219428879354382,0.011537841355311685,0.14175752921888715,0.2608146250302525,0.06674036464537494,0.2012860771245698,0.13454571247919486,0.13454571247919486,gain,39,16644,51
ENSG00000122674.14,CCZ1,chr7,5898691,5926550,+,0.1506307185931364,0.10198821870886604,0.2811908788103342,0.2405167857087072,0.12630946865100123,0.2608538322595207,0.13454436360851946,0.13454436360851946,gain,40,16643,52
ENSG00000204822.9,MRPL53,chr2,74471956,74472699,-,0.2139732670006342,0.22713076525929501,0.35756660673755686,0.35254853752750204,0.2205520161299646,0.3550575721325294,0.1345055560025648,0.1345055560025648,gain,41,16642,53
ENSG00000163792.8,TCF23,chr2,27148998,27156974,+,0.2525128460435662,0.14031656294576533,0.07575155374502492,0.049246197957982074,0.19641470449466578,0.062498875851503495,-0.1339158286431623,-0.1339158286431623,loss,16670,13,54
ENSG00000168495.15,POLR3D,chr8,22245077,22254601,+,0.15796149170969148,0.12211130881207646,0.27679248828906566,0.26992097235599066,0.140036400260884,0.27335673032252816,0.13332033006164418,0.13332033006164418,gain,42,16641,55
ENSG00000161980.8,POLR3K,chr16,44355,53663,-,0.08769164857306168,0.20108094126320794,0.30370010782418283,0.2513213475340744,0.14438629491813482,0.27751072767912865,0.13312443276099384,0.13312443276099384,gain,43,16640,56
ENSG00000276903.2,H2AC16,chr6,27865316,27865798,+,0.2845760197417112,0.2123522891550092,0.11861958880876,0.11242314420430921,0.2484641544483602,0.1155213665065346,-0.1329427879418256,-0.1329427879418256,loss,16669,14,57
ENSG00000125991.23,ERGIC3,chr20,35542021,35557634,+,0.10976841353566852,0.08039022351719904,0.2003974183042783,0.2556098712924868,0.09507931852643378,0.22800364479838253,0.13292432627194875,0.13292432627194875,gain,44,16639,58
ENSG00000124942.15,AHNAK,chr11,62433531,62556235,-,0.26989677754009606,0.2849437533621822,0.46518797213863583,0.354948274501221,0.2774202654511391,0.4100681233199284,0.1326478578687893,0.1326478578687893,gain,45,16638,59
ENSG00000113555.6,PCDH12,chr5,141943580,141969741,-,0.19597895217943007,0.22016504477214766,0.3119808262795414,0.3674493385321693,0.20807199847578886,0.33971508240585535,0.1316430839300665,0.1316430839300665,gain,46,16637,60
ENSG00000185043.15,CIB1,chr15,90229938,90234115,-,0.20684072443540208,0.22679042477664188,0.09500002951696843,0.0759320271044271,0.21681557460602197,0.08546602831069777,-0.1313495462953242,-0.1313495462953242,loss,16668,15,61
ENSG00000124257.8,NEURL2,chr20,45888001,45891220,-,0.40637668687361295,0.3186795936231501,0.5302577076144517,0.4573828517892252,0.36252814024838154,0.49382027970183845,0.1312921394534569,0.1312921394534569,gain,47,16636,62
ENSG00000211584.16,SLC48A1,chr12,47753915,47782751,+,0.2730944724695291,0.27239395066921135,0.41908943164977247,0.3880273360181309,0.27274421156937023,0.4035583838339517,0.13081417226458147,0.13081417226458147,gain,48,16635,63
ENSG00000108733.12,PEX12,chr17,35574794,35578863,-,0.08734063563891686,0.05920123167641577,0.14830861463993597,0.25951374728756493,0.07327093365766632,0.20391118096375044,0.13064024730608412,0.13064024730608412,gain,49,16634,64
ENSG00000167565.16,SERTAD3,chr19,40440641,40445114,-,0.24383907375787384,0.20046155265672133,0.3371781031995415,0.3679747773285781,0.22215031320729758,0.35257644026405977,0.13042612705676218,0.13042612705676218,gain,50,16633,65
ENSG00000163703.22,CRELD1,chr3,9933790,9945413,+,0.2900661360914819,0.2032197954828007,0.10869484842172823,0.12387070731841959,0.2466429657871413,0.1162827778700739,-0.13036018791706738,-0.13036018791706738,loss,16667,16,66
ENSG00000105819.17,PMPCB,chr7,103295716,103342067,+,0.13346051678812365,0.04523812599497615,0.18563272138768935,0.2535397756646853,0.0893493213915499,0.2195862485261873,0.13023692713463741,0.13023692713463741,gain,51,16632,67
ENSG00000126001.19,CEP250,chr20,35455130,35519280,+,0.3815586493676528,0.2946554683055729,0.4610423353414808,0.47539745334557665,0.33810705883661285,0.46821989434352873,0.13011283550691588,0.13011283550691588,gain,52,16631,68
ENSG00000197417.10,SHPK,chr17,3607432,3636637,-,0.1526268435874954,0.1859297481588146,0.35677991733606906,0.24072365317703226,0.16927829587315502,0.29875178525655066,0.12947348938339565,0.12947348938339565,gain,53,16630,69
ENSG00000197858.14,GPAA1,chr8,144082336,144093149,+,0.07621178348409012,0.08312546611699509,0.17939155622569022,0.238868333247141,0.0796686248005426,0.2091299447364156,0.129461319935873,0.129461319935873,gain,54,16629,70
ENSG00000228672.4,PROB1,chr5,139390591,139395104,-,0.2594865119875176,0.23506145455723162,0.37866251421184277,0.37459819913771936,0.2472739832723746,0.37663035667478106,0.12935637340240647,0.12935637340240647,gain,55,16628,71
ENSG00000165501.19,LRR1,chr14,49598479,49614673,+,0.3108463167117443,0.3193984864932718,0.18428022671269173,0.18765904772270006,0.31512240160250804,0.18596963721769588,-0.12915276438481216,-0.12915276438481216,loss,16666,17,72
ENSG00000159069.16,FBXW5,chr9,136938430,136950122,-,0.3532773940231127,0.3203039564315404,0.21603046897322384,0.199914460912114,0.33679067522732653,0.2079724649426689,-0.12881821028465762,-0.12881821028465762,loss,16665,18,73
ENSG00000133027.20,PEMT,chr17,17505558,17592105,-,0.39087264488567597,0.3558393668886274,0.19990354234236293,0.2896753537096665,0.3733560058871517,0.2447894480260147,-0.12856655786113697,-0.12856655786113697,loss,16664,19,74
ENSG00000132912.16,DCTN4,chr5,150706839,150759095,-,0.012839363937964664,0.09614281943259993,0.1684988521603418,0.19757251597021241,0.054491091685282295,0.1830356840652771,0.1285445923799948,0.1285445923799948,gain,56,16627,75
ENSG00000244687.15,UBE2V1,chr20,50081121,50115959,-,0.1319322576088598,0.1213061966066016,0.2015529737317029,0.3083423305208562,0.1266192271077307,0.25494765212627957,0.12832842501854888,0.12832842501854888,gain,57,16626,76
ENSG00000116752.8,BCAS2,chr1,114547042,114581725,-,0.10322964636899996,0.07840739059657789,0.253073541798095,0.18476611307045096,0.09081851848278893,0.21891982743427296,0.12810130895148403,0.12810130895148403,gain,58,16625,77
ENSG00000175084.15,DES,chr2,219417473,219426740,+,0.13401911848690362,0.17146585702396988,0.004739852084357608,0.04506916778581217,0.15274248775543675,0.02490450993508489,-0.12783797782035186,-0.12783797782035186,loss,16663,20,78
ENSG00000132604.13,TERF2,chr16,69355463,69408571,-,0.36387758718396074,0.42529067377079627,0.5113962754087038,0.5315591796627268,0.3945841304773785,0.5214777275357153,0.1268935970583368,0.1268935970583368,gain,59,16624,79
ENSG00000136146.17,MED4,chr13,48001822,48095150,-,0.052081554715405216,0.034453248950871054,0.13998225234777692,0.20008700726018286,0.04326740183313814,0.17003462980397988,0.12676722797084172,0.12676722797084172,gain,60,16623,80
ENSG00000101162.5,TUBB1,chr20,59019378,59026654,+,0.27283800149615856,0.19464947851834585,0.12332652427086305,0.0911062362863886,0.2337437400072522,0.10721638027862582,-0.1265273597286264,-0.1265273597286264,loss,16662,21,81
ENSG00000284626.1,ENSG00000284626,chr15,90234199,90265462,+,0.2009908756900113,0.22815231259763824,0.09815062342653982,0.07843375542515423,0.21457159414382476,0.08829218942584702,-0.12627940471797774,-0.12627940471797774,loss,16661,22,82
ENSG00000132740.12,IGHMBP2,chr11,68903862,68940602,+,0.15659076844429365,0.11763045167725067,0.25417303927899504,0.2722984180716303,0.13711061006077216,0.26323572867531264,0.12612511861454048,0.12612511861454048,gain,61,16622,83
ENSG00000066422.8,ZBTB11,chr3,101648888,101677135,-,0.14506904313783162,0.05497533081438451,0.1808715102016008,0.2713571628271602,0.10002218697610807,0.2261143365143805,0.12609214953827244,0.12609214953827244,gain,62,16621,84
ENSG00000101079.23,NDRG3,chr20,36651765,36746157,-,0.13481732696667315,0.13844602554079027,0.2587511584192357,0.2665149364727549,0.1366316762537317,0.2626330474459953,0.1260013711922636,0.1260013711922636,gain,63,16620,85
ENSG00000258315.7,BACC1,chr17,7014479,7017544,+,0.21468107623269317,0.29014801173930754,0.38034811057988555,0.3762419251156971,0.2524145439860004,0.3782950178477913,0.1258804738617909,0.1258804738617909,gain,64,16619,86
ENSG00000154025.18,SLC5A10,chr17,18949745,19022595,+,0.14255028565996328,0.1573304246711632,0.0070649711442842995,0.04160431507450994,0.14994035516556325,0.02433464310939712,-0.12560571205616614,-0.12560571205616614,loss,16660,23,87
ENSG00000262304.2,ENSG00000262304,chr17,3585148,3636249,-,0.1366642103199847,0.1700019608050061,0.32946733356446656,0.22835502625000664,0.15333308556249542,0.2789111799072366,0.12557809434474115,0.12557809434474115,gain,65,16618,88
ENSG00000197345.15,MRPL21,chr11,68862381,68903841,-,0.15837100996723166,0.1178139304096112,0.2526597643485775,0.27269481455958156,0.13809247018842144,0.26267728945407953,0.12458481926565809,0.12458481926565809,gain,66,16617,89
ENSG00000188493.17,ACTMAP,chr19,40740855,40751813,-,0.6575093859498157,0.520158249187487,0.38843699198637294,0.5402238457041967,0.5888338175686514,0.4643304188452848,-0.12450339872336658,-0.12450339872336658,loss,16659,24,90
ENSG00000130244.15,FAM98C,chr19,38403092,38409088,+,0.1966139830396278,0.22740975062799407,0.09998921779908869,0.07525058676919434,0.21201186683381093,0.08761990228414152,-0.12439196454966941,-0.12439196454966941,loss,16658,25,91
ENSG00000261582.1,ENSG00000261582,chr20,35267884,35280043,-,0.0934796686398331,0.09583564806167852,0.22058552556245012,0.21723480164793726,0.09465765835075582,0.2189101636051937,0.12425250525443787,0.12425250525443787,gain,67,16616,92
ENSG00000170956.18,CEACAM3,chr19,41796586,41811557,+,0.1124896760804113,0.05557953013572842,-0.06524148038050134,-0.01466517637227662,0.08403460310806986,-0.03995332837638898,-0.12398793148445883,-0.12398793148445883,loss,16657,26,93
ENSG00000115415.23,STAT1,chr2,190908459,191020960,-,0.2695833437932888,0.2114221867310407,0.39642593695688993,0.3306939147697994,0.24050276526216474,0.3635599258633447,0.12305716060117994,0.12305716060117994,gain,68,16615,94
ENSG00000165802.25,NSMF,chr9,137447569,137459576,-,0.27501313500397373,0.20350741439033299,0.37316643744707106,0.35144017021520996,0.23926027469715336,0.3623033038311405,0.12304302913398715,0.12304302913398715,gain,69,16614,95
ENSG00000285779.1,ENSG00000285779,chr1,153959150,153975887,-,0.20500944493175485,0.21021528888330795,0.05373111928525714,0.11562307364025037,0.2076123669075314,0.08467709646275376,-0.12293527044477764,-0.12293527044477764,loss,16656,27,96
ENSG00000177951.20,BET1L,chr11,167783,208695,-,0.32680736369430086,0.1971288810420083,0.35988151376089084,0.40974079442815853,0.2619681223681546,0.3848111540945247,0.12284303172637012,0.12284303172637012,gain,70,16613,97
ENSG00000160606.12,TLCD1,chr17,28723434,28727935,-,0.37197379196295516,0.37042115621845007,0.4380104619532358,0.5494599932208657,0.3711974740907026,0.49373522758705074,0.12253775349634816,0.12253775349634816,gain,71,16612,98
ENSG00000119760.18,SUPT7L,chr2,27642567,27663847,-,0.10501522941270378,0.17304720480699326,0.24464365164549418,0.27805973957723473,0.1390312171098485,0.26135169561136445,0.12232047850151595,0.12232047850151595,gain,72,16611,99
ENSG00000100726.17,TELO2,chr16,1493328,1512551,+,0.3386855464698747,0.329004520134069,0.19572054131911865,0.2279994547786191,0.33384503330197185,0.21185999804886887,-0.12198503525310297,-0.12198503525310297,loss,16655,28,100
ENSG00000179029.17,TMEM107,chr17,8172439,8176408,-,0.13122554203800973,0.13624679848318919,0.2980110215153827,0.21278750873552052,0.13373617026059947,0.25539926512545164,0.12166309486485216,0.12166309486485216,gain,73,16610,101
ENSG00000112242.18,E2F3,chr6,20401839,20493714,+,0.30656740516552233,0.36477637166850035,0.1837020427402358,0.24459034400852397,0.33567188841701134,0.2141461933743799,-0.12152569504263144,-0.12152569504263144,loss,16654,29,102
ENSG00000114383.12,TUSC2,chr3,50320026,50328251,-,0.12900334545556688,0.15022051885389373,0.2591544777635931,0.2626745788060362,0.1396119321547303,0.26091452828481465,0.12130259613008434,0.12130259613008434,gain,74,16609,103
ENSG00000121741.19,ZMYM2,chr13,19958672,20091856,+,0.15402156674186698,0.2168479658880824,0.2829002211895722,0.33032809176831507,0.18543476631497469,0.30661415647894363,0.12117939016396895,0.12117939016396895,gain,75,16608,104
ENSG00000164587.15,RPS14,chr5,150429755,150449952,-,0.3939333843431668,0.3919305128997366,0.25677046774553763,0.28692304030945526,0.39293194862145175,0.2718467540274965,-0.12108519459395528,-0.12108519459395528,loss,16653,30,105
ENSG00000136938.11,ANP32B,chr9,97983125,98017079,+,0.41515578087128235,0.304077223009881,0.23373455280081998,0.2436230105231516,0.3596165019405817,0.2386787816619858,-0.1209377202785959,-0.1209377202785959,loss,16652,31,106
ENSG00000064012.26,CASP8,chr2,201233442,201361836,+,0.1434492495728191,0.03680588657339103,0.22613720657084013,0.19579253581665398,0.09012756807310507,0.21096487119374707,0.120837303120642,0.120837303120642,gain,76,16607,107
ENSG00000161981.12,SNRNP25,chr16,53816,60009,+,0.0925979352639115,0.21006362825314864,0.29731389728201063,0.24695937573199625,0.15133078175853007,0.2721366365070034,0.12080585474847336,0.12080585474847336,gain,77,16606,108
ENSG00000168734.16,PKIG,chr20,44531747,44624819,+,0.17381584876345005,0.18443425333252525,0.3415614329959503,0.2575551934446994,0.17912505104798765,0.2995583132203249,0.12043326217233724,0.12043326217233724,gain,78,16605,109
ENSG00000198382.11,UVRAG,chr11,75815173,76144259,+,0.11439170176378684,0.12459408754060859,0.20681584741850612,0.2728007070594467,0.11949289465219771,0.2398082772389764,0.1203153825867787,0.1203153825867787,gain,79,16604,110
ENSG00000143217.11,NECTIN4,chr1,161070987,161090045,-,0.19471792541304603,0.0768656533525209,0.02857347210840544,0.002516054049017839,0.13579178938278347,0.01554476307871164,-0.12024702630407183,-0.12024702630407183,loss,16651,32,111
ENSG00000205209.8,SCGB2B2,chr19,34590643,34677159,-,0.18267957034881693,0.1566850815891521,0.27257468581059946,0.3062377107645152,0.16968232596898453,0.2894061982875573,0.11972387231857279,0.11972387231857279,gain,80,16603,112
ENSG00000196420.10,S100A5,chr1,153537146,153543074,-,0.2129020363255404,0.18368551167634722,0.33922193908409326,0.29669473598932383,0.1982937740009438,0.31795833753670855,0.11966456353576474,0.11966456353576474,gain,81,16602,113
ENSG00000085514.17,PILRA,chr7,100367529,100400098,+,0.23167128200817388,0.11221681346744299,0.29840489700918715,0.2846149251034949,0.17194404773780844,0.29150991105634105,0.11956586331853261,0.11956586331853261,gain,82,16601,114
ENSG00000111678.13,C12orf57,chr12,6942918,6946009,+,0.4169477151278406,0.2964435761913919,0.5076524277447211,0.4447088805211533,0.35669564565961626,0.4761806541329372,0.11948500847332094,0.11948500847332094,gain,83,16600,115
ENSG00000196465.13,MYL6B,chr12,56151965,56159647,+,0.2368873741364223,0.2636974753579125,0.32038822002100004,0.4188578828478785,0.2502924247471674,0.3696230514344393,0.1193306266872719,0.1193306266872719,gain,84,16599,116
ENSG00000173465.10,ZNRD2,chr11,65570458,65574203,+,0.2947604786736192,0.23392174918252567,0.37981437912015054,0.38752847699609994,0.26434111392807247,0.38367142805812526,0.1193303141300528,0.1193303141300528,gain,85,16598,117
ENSG00000235387.7,SPAAR,chr9,35909487,35937153,+,0.3254882984017604,0.32278985091659707,0.37514131126499434,0.5113479137993417,0.32413907465917874,0.44324461253216807,0.11910553787298933,0.11910553787298933,gain,86,16597,118
ENSG00000160294.12,MCM3AP,chr21,46232688,46286617,-,0.11755044599575921,0.05597688389605901,0.23064817300548476,0.18106881164619698,0.08676366494590912,0.20585849232584086,0.11909482737993174,0.11909482737993174,gain,87,16596,119
ENSG00000040531.18,CTNS,chr17,3636445,3663103,+,0.1518983298330568,0.18381503318829345,0.34601945139002055,0.22740030618500895,0.16785668151067512,0.28670987878751475,0.11885319727683963,0.11885319727683963,gain,88,16595,120
ENSG00000055332.21,EIF2AK2,chr2,37099209,37157688,-,0.33442994093208106,0.20285618010314646,0.17146375505623518,0.12816771084361245,0.2686430605176138,0.1498157329499238,-0.11882732756768996,-0.11882732756768996,loss,16650,33,121
