seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	400396	400638	243	*	Scramble_H4K16ac_rep2_peak_1049	14	.	3.29415	4.11446	1.42486	Intron (ENST00000455207.5/112268260, intron 1 of 2)	1	365127	379972	14846	2	112268260	ENST00000440163.2	-20424	NA	LOC112268260	uncharacterized LOC112268260
chr1	432799	433118	320	*	Scramble_H4K16ac_rep2_peak_1050	34	.	4.76307	6.62945	3.47061	Intron (ENST00000455207.5/112268260, intron 1 of 2)	1	450740	451678	939	2	729759	ENST00000426406.4	18560	ENSG00000284733	OR4F29	olfactory receptor family 4 subfamily F member 29
chr1	460616	460840	225	*	Scramble_H4K16ac_rep2_peak_1051	18	.	3.59818	4.61967	1.82305	Intron (ENST00000455207.5/112268260, intron 1 of 2)	1	450740	451678	939	2	729759	ENST00000426406.4	-8938	ENSG00000284733	OR4F29	olfactory receptor family 4 subfamily F member 29
chr1	597953	598590	638	*	Scramble_H4K16ac_rep2_peak_1052	116	.	9.24853	15.6296	11.6466	Exon (ENST00000357876.6/ENST00000357876.6, exon 1 of 2)	1	586278	588453	2176	2	105378947	ENST00000417636.2	-9500	NA	LOC105378947	proline-rich extensin-like protein EPR1
chr1	629347	629984	638	*	Scramble_H4K16ac_rep2_peak_1053	107	.	2.10183	14.4542	10.707	Promoter (1-2kb)	1	627377	631150	3774	2	101928626	ENST00000452176.2	1166	ENSG00000293331	LOC101928626	uncharacterized LOC101928626
chr1	630783	632645	1863	*	Scramble_H4K16ac_rep2_peak_1054	63	.	2.53922	9.78625	6.39514	Promoter (<=1kb)	1	627377	631150	3774	2	101928626	ENST00000452176.2	0	ENSG00000293331	LOC101928626	uncharacterized LOC101928626
chr1	687105	687919	815	*	Scramble_H4K16ac_rep2_peak_1055	11	.	3.06721	3.54793	1.17937	Promoter (<=1kb)	1	685716	686654	939	2	81399	ENST00000332831.5	-451	ENSG00000284662	OR4F16	olfactory receptor family 4 subfamily F member 16
chr1	712195	712510	316	*	Scramble_H4K16ac_rep2_peak_1056	11	.	3.10682	3.58515	1.18531	Promoter (1-2kb)	1	688808	710676	21869	2	81399	ENST00000743860.1	-1519	ENSG00000284662	OR4F16	olfactory receptor family 4 subfamily F member 16
chr1	718461	718749	289	*	Scramble_H4K16ac_rep2_peak_1057	11	.	3.02814	3.46739	1.10359	Promoter (1-2kb)	1	701936	720150	18215	2	81399	ENST00000441245.5	1401	ENSG00000284662	OR4F16	olfactory receptor family 4 subfamily F member 16
chr1	774620	774874	255	*	Scramble_H4K16ac_rep2_peak_1058	13	.	3.14097	3.72783	1.33334	Promoter (<=1kb)	1	764723	774280	9558	2	100288069	ENST00000428504.2	-340	NA	LOC100288069	uncharacterized LOC100288069
chr1	820199	820831	633	*	Scramble_H4K16ac_rep2_peak_1059	18	.	3.7483	4.53575	1.86773	Promoter (2-3kb)	1	817363	819842	2480	1	400728	ENST00000326734.3	2836	ENSG00000177757	FAM87B	family with sequence similarity 87 member B
chr1	904431	904679	249	*	Scramble_H4K16ac_rep2_peak_1060	19	.	3.67101	4.69118	1.94272	Promoter (<=1kb)	1	904786	905857	1072	1	284600	ENST00000756455.1	-107	NA	LOC284600	uncharacterized LOC284600
chr1	906676	906926	251	*	Scramble_H4K16ac_rep2_peak_1061	30	.	4.44693	6.06603	3.02344	Promoter (1-2kb)	1	904865	916862	11998	1	284600	ENST00000756446.1	1811	NA	LOC284600	uncharacterized LOC284600
chr1	966280	966573	294	*	Scramble_H4K16ac_rep2_peak_1062	11	.	3.05364	3.52523	1.15243	Promoter (<=1kb)	1	966482	975865	9384	1	84069	ENST00000379410.8	0	ENSG00000187583	PLEKHN1	pleckstrin homology domain containing N1
chr1	977187	977642	456	*	Scramble_H4K16ac_rep2_peak_1063	33	.	4.62699	6.42003	3.36144	Promoter (<=1kb)	1	975205	976641	1437	2	84808	ENST00000479361.1	-546	ENSG00000187642	PERM1	PPARGC1 and ESRR induced regulator, muscle 1
chr1	1020963	1021182	220	*	Scramble_H4K16ac_rep2_peak_1064	17	.	3.53372	4.4735	1.75604	Promoter (<=1kb)	1	1020123	1056118	35996	1	375790	ENST00000620552.4	840	ENSG00000188157	AGRN	agrin
chr1	1076537	1077068	532	*	Scramble_H4K16ac_rep2_peak_1065	91	.	7.9651	12.9326	9.13636	Promoter (2-3kb)	1	1070967	1074306	3340	2	401934	ENST00000453464.3	-2231	ENSG00000237330	RNF223	ring finger protein 223
chr1	1078598	1079787	1190	*	Scramble_H4K16ac_rep2_peak_1066	32	.	4.57748	6.10566	3.21037	Distal Intergenic	1	1082146	1084072	1927	2	54991	ENST00000464905.1	4285	ENSG00000131591	C1orf159	chromosome 1 open reading frame 159
chr1	1080644	1080969	326	*	Scramble_H4K16ac_rep2_peak_1067	147	.	10.7761	18.843	14.7762	Distal Intergenic	1	1082146	1084072	1927	2	54991	ENST00000464905.1	3103	ENSG00000131591	C1orf159	chromosome 1 open reading frame 159
chr1	1115392	1115675	284	*	Scramble_H4K16ac_rep2_peak_1068	15	.	3.32927	4.00846	1.50831	Promoter (<=1kb)	1	1081818	1116081	34264	2	54991	ENST00000379339.5	406	ENSG00000131591	C1orf159	chromosome 1 open reading frame 159
chr1	1122229	1122481	253	*	Scramble_H4K16ac_rep2_peak_1069	11	.	3.12726	3.61004	1.19272	Distal Intergenic	1	1087190	1116361	29172	2	54991	ENST00000475119.5	-5868	ENSG00000131591	C1orf159	chromosome 1 open reading frame 159
chr1	1189937	1190176	240	*	Scramble_H4K16ac_rep2_peak_1070	16	.	3.36526	4.13375	1.62349	Intron (ENST00000379289.6/254173, intron 13 of 15)	1	1185036	1197475	12440	1	254173	ENST00000486379.1	4901	ENSG00000162571	TTLL10	tubulin tyrosine ligase like 10
chr1	1231258	1231844	587	*	Scramble_H4K16ac_rep2_peak_1071	20	.	3.75387	4.87938	2.02934	Promoter (<=1kb)	1	1227272	1231968	4697	2	51150	ENST00000459994.2	124	ENSG00000078808	SDF4	stromal cell derived factor 4
chr1	1232875	1233554	680	*	Scramble_H4K16ac_rep2_peak_1072	14	.	3.28499	4.08982	1.42451	Promoter (<=1kb)	1	1232237	1235041	2805	1	126792	ENST00000379198.5	638	ENSG00000176022	B3GALT6	beta-1,3-galactosyltransferase 6
chr1	1237136	1237333	198	*	Scramble_H4K16ac_rep2_peak_1073	17	.	3.51304	4.4665	1.7258	Distal Intergenic	1	1232237	1235041	2805	1	126792	ENST00000379198.5	4899	ENSG00000176022	B3GALT6	beta-1,3-galactosyltransferase 6
chr1	1273970	1275188	1219	*	Scramble_H4K16ac_rep2_peak_1074	24	.	4.04604	5.20299	2.45219	Promoter (<=1kb)	1	1274033	1277498	3466	1	101928895	ENST00000762567.1	0	NA	LINC01786	long intergenic non-protein coding RNA 1786
chr1	1288384	1290059	1676	*	Scramble_H4K16ac_rep2_peak_1075	40	.	5.12707	7.21423	4.04486	Promoter (1-2kb)	1	1287109	1290943	3835	1	6339	ENST00000379099.3	1275	ENSG00000162572	SCNN1D	sodium channel epithelial 1 subunit delta
chr1	1303352	1304461	1110	*	Scramble_H4K16ac_rep2_peak_1076	15	.	3.39925	4.21396	1.55521	Promoter (<=1kb)	1	1293564	1303260	9697	2	116983	ENST00000353662.4	-92	ENSG00000131584	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
chr1	1308290	1309404	1115	*	Scramble_H4K16ac_rep2_peak_1077	14	.	3.3503	4.11033	1.49346	Promoter (<=1kb)	1	1308597	1311677	3081	1	126789	ENST00000379031.10	0	ENSG00000169972	PUSL1	pseudouridine synthase like 1
chr1	1324126	1324740	615	*	Scramble_H4K16ac_rep2_peak_1078	16	.	3.48133	4.30034	1.67589	Promoter (<=1kb)	1	1311585	1324687	13103	2	54973	ENST00000540437.5	0	ENSG00000127054	INTS11	integrator complex subunit 11
chr1	1349820	1350038	219	*	Scramble_H4K16ac_rep2_peak_1079	17	.	3.52857	4.42914	1.76591	Promoter (<=1kb)	1	1335278	1349418	14141	2	1855	ENST00000378888.10	-402	ENSG00000107404	DVL1	dishevelled segment polarity protein 1
chr1	1355600	1355928	329	*	Scramble_H4K16ac_rep2_peak_1080	18	.	3.57695	4.52927	1.85993	Promoter (<=1kb)	1	1355083	1355512	430	2	54587	ENST00000460473.1	-88	ENSG00000162576	MXRA8	matrix remodeling associated 8
chr1	1374066	1375833	1768	*	Scramble_H4K16ac_rep2_peak_1081	17	.	3.62802	4.38142	1.76625	Promoter (<=1kb)	1	1373730	1375157	1428	2	54998	ENST00000338370.7	0	ENSG00000175756	AURKAIP1	aurora kinase A interacting protein 1
chr1	1398722	1400133	1412	*	Scramble_H4K16ac_rep2_peak_1082	12	.	3.21264	3.73777	1.28233	Promoter (<=1kb)	1	1399476	1402054	2579	1	148413	ENST00000448629.9	0	ENSG00000224870	MRPL20-AS1	MRPL20 antisense RNA 1
chr1	1407045	1407512	468	*	Scramble_H4K16ac_rep2_peak_1083	14	.	3.30481	3.90748	1.41741	Promoter (<=1kb)	1	1401909	1407293	5385	2	55052	ENST00000344843.12	0	ENSG00000242485	MRPL20	mitochondrial ribosomal protein L20
chr1	1472896	1473169	274	*	Scramble_H4K16ac_rep2_peak_1084	17	.	3.55643	4.55037	1.76827	Promoter (1-2kb)	1	1471784	1496201	24418	1	83858	ENST00000308647.8	1112	ENSG00000160072	ATAD3B	ATPase family AAA domain containing 3B
chr1	1573846	1574412	567	*	Scramble_H4K16ac_rep2_peak_1085	14	.	3.28102	4.09322	1.40692	Promoter (<=1kb)	1	1560848	1574584	13737	2	29101	ENST00000359060.5	172	ENSG00000160075	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
chr1	1579186	1579422	237	*	Scramble_H4K16ac_rep2_peak_1086	24	.	4.09781	5.44899	2.47859	Intron (ENST00000763257.1/ENST00000763257.1, intron 1 of 1)	1	1541673	1574863	33191	2	29101	ENST00000291386.4	-4323	ENSG00000160075	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
chr1	1692593	1693707	1115	*	Scramble_H4K16ac_rep2_peak_1087	16	.	3.48695	4.40232	1.68688	Promoter (<=1kb)	1	1659529	1692724	33196	2	728661	ENST00000614300.4	0	ENSG00000189339	SLC35E2B	solute carrier family 35 member E2B
chr1	1724198	1724964	767	*	Scramble_H4K16ac_rep2_peak_1088	22	.	4.05041	5.0855	2.25519	Promoter (<=1kb)	1	1702379	1724357	21979	2	728642	ENST00000404249.8	0	ENSG00000008128	CDK11A	cyclin dependent kinase 11A
chr1	1745919	1746848	930	*	Scramble_H4K16ac_rep2_peak_1089	22	.	3.89202	5.09461	2.24699	Promoter (<=1kb)	1	1724838	1745919	21082	2	9906	ENST00000647043.1	0	NA	SLC35E2A	solute carrier family 35 member E2A (pseudogene)
chr1	1891224	1892255	1032	*	Scramble_H4K16ac_rep2_peak_1090	15	.	3.39056	4.25809	1.56856	Promoter (<=1kb)	1	1891233	1892726	1494	1	105378949	ENST00000798464.1	0	ENSG00000231050	GNB1-DT	GNB1 divergent transcript
chr1	1908787	1908991	205	*	Scramble_H4K16ac_rep2_peak_1091	14	.	3.26367	4.046	1.40692	Promoter (<=1kb)	1	1906007	1909070	3064	2	124903822	ENST00000726657.1	79	NA	LOC124903822	uncharacterized LOC124903822
chr1	1937325	1937554	230	*	Scramble_H4K16ac_rep2_peak_1092	15	.	3.39339	4.13492	1.59674	Intron (ENST00000493964.5/85452, intron 25 of 37)	1	1921957	1927929	5973	2	85452	ENST00000464311.5	-9396	ENSG00000142609	CFAP74	cilia and flagella associated protein 74
chr1	1943578	1943803	226	*	Scramble_H4K16ac_rep2_peak_1093	14	.	3.27196	4.06861	1.40692	Intron (ENST00000493964.5/85452, intron 21 of 37)	1	1921957	1927929	5973	2	85452	ENST00000464311.5	-15649	ENSG00000142609	CFAP74	cilia and flagella associated protein 74
chr1	2121965	2123281	1317	*	Scramble_H4K16ac_rep2_peak_1094	17	.	3.51381	4.45839	1.73926	Intron (ENST00000378567.8/5590, intron 4 of 17)	1	2116205	2150897	34693	1	5590	ENST00000470511.5	5760	ENSG00000067606	PRKCZ	protein kinase C zeta
chr1	2204932	2205212	281	*	Scramble_H4K16ac_rep2_peak_1095	14	.	3.25478	4.02282	1.40158	Promoter (1-2kb)	1	2198063	2203882	5820	2	199990	ENST00000514625.1	-1050	ENSG00000162585	FAAP20	FA core complex associated protein 20
chr1	2280795	2282391	1597	*	Scramble_H4K16ac_rep2_peak_1096	23	.	3.95995	5.2276	2.35953	Intron (ENST00000704337.1/6497, intron 1 of 3)	1	2303646	2304368	723	1	6497	ENST00000507179.1	-21255	ENSG00000157933	SKI	SKI proto-oncogene
chr1	2391335	2391910	576	*	Scramble_H4K16ac_rep2_peak_1097	13	.	3.19514	3.86798	1.35991	Promoter (<=1kb)	1	2391775	2405442	13668	1	11079	ENST00000378513.7	0	ENSG00000157916	RER1	retention in endoplasmic reticulum sorting receptor 1
chr1	2412633	2413001	369	*	Scramble_H4K16ac_rep2_peak_1098	19	.	3.7046	4.75637	1.98744	Promoter (<=1kb)	1	2403974	2412564	8591	2	5192	ENST00000447513.7	-69	ENSG00000157911	PEX10	peroxisomal biogenesis factor 10
chr1	2414306	2414508	203	*	Scramble_H4K16ac_rep2_peak_1099	13	.	3.17373	3.81278	1.34145	Promoter (<=1kb)	1	2408530	2413797	5268	2	5192	ENST00000508384.5	-509	ENSG00000157911	PEX10	peroxisomal biogenesis factor 10
chr1	2586185	2587415	1231	*	Scramble_H4K16ac_rep2_peak_1100	14	.	3.28102	4.09322	1.40692	Promoter (<=1kb)	1	2586491	2589632	3142	1	127281	ENST00000493183.5	0	ENSG00000157870	PRXL2B	peroxiredoxin like 2B
chr1	2652315	2655965	3651	*	Scramble_H4K16ac_rep2_peak_1101	35	.	4.74505	6.67527	3.59016	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	19214	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2658930	2660005	1076	*	Scramble_H4K16ac_rep2_peak_1102	14	.	3.28102	4.09322	1.40692	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	25829	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2662168	2670961	8794	*	Scramble_H4K16ac_rep2_peak_1103	21	.	3.82228	5.00872	2.1464	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	29067	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2673973	2677724	3752	*	Scramble_H4K16ac_rep2_peak_1104	21	.	3.82785	5.01363	2.14431	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	40872	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2694305	2694570	266	*	Scramble_H4K16ac_rep2_peak_1105	30	.	4.50831	6.18302	3.09941	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	61204	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2697457	2698067	611	*	Scramble_H4K16ac_rep2_peak_1106	17	.	3.55656	4.55058	1.76844	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	64356	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2748416	2750754	2339	*	Scramble_H4K16ac_rep2_peak_1107	27	.	4.22656	5.72725	2.74723	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2768091	2784733	16643	1	105378598	ENST00000648684.1	-17337	NA	LOC105378598	uncharacterized LOC105378598
chr1	2756628	2757043	416	*	Scramble_H4K16ac_rep2_peak_1108	14	.	3.2768	4.08175	1.40692	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2768091	2784733	16643	1	105378598	ENST00000648684.1	-11048	NA	LOC105378598	uncharacterized LOC105378598
chr1	3299717	3300551	835	*	Scramble_H4K16ac_rep2_peak_1109	16	.	3.50434	4.46391	1.69993	Intron (ENST00000511072.5/63976, intron 3 of 15)	1	3312741	3313762	1022	2	105378604	ENST00000818621.1	13211	NA	LOC105378604	uncharacterized LOC105378604
chr1	3312884	3315003	2120	*	Scramble_H4K16ac_rep2_peak_1110	18	.	3.62388	4.62511	1.86995	Promoter (<=1kb)	1	3312741	3313762	1022	2	105378604	ENST00000818621.1	0	NA	LOC105378604	uncharacterized LOC105378604
chr1	3323429	3323741	313	*	Scramble_H4K16ac_rep2_peak_1111	17	.	3.51247	4.45976	1.73246	Promoter (<=1kb)	1	3313052	3323149	10098	2	105378604	ENST00000669140.1	-280	NA	LOC105378604	uncharacterized LOC105378604
chr1	3460662	3460867	206	*	Scramble_H4K16ac_rep2_peak_1112	14	.	3.28102	4.09322	1.40692	Intron (ENST00000378378.9/27237, intron 1 of 14)	1	3466005	3481113	15109	1	27237	ENST00000378373.5	-5138	ENSG00000130762	ARHGEF16	Rho guanine nucleotide exchange factor 16
chr1	3643703	3644244	542	*	Scramble_H4K16ac_rep2_peak_1113	56	.	6.0611	9.09226	5.6392	Intron (ENST00000378322.7/49856, intron 3 of 10)	1	3631886	3639625	7740	2	49856	ENST00000471223.1	-4078	ENSG00000116213	WRAP73	WD repeat containing, antisense to TP73
chr1	3675078	3675380	303	*	Scramble_H4K16ac_rep2_peak_1114	30	.	4.46673	6.11479	3.0461	Promoter (<=1kb)	1	3675318	3712199	36882	1	7161	ENST00000713571.1	0	ENSG00000078900	TP73	tumor protein p73
chr1	3901145	3901341	197	*	Scramble_H4K16ac_rep2_peak_1115	17	.	3.51002	4.47334	1.70738	Promoter (<=1kb)	1	3900577	3906036	5460	1	100133612	ENST00000757276.1	568	ENSG00000236423	LINC01134	long intergenic non-protein coding RNA 1134
chr1	6026166	6026508	343	*	Scramble_H4K16ac_rep2_peak_1116	14	.	3.27316	4.06306	1.41752	Promoter (<=1kb)	1	6026272	6086366	60095	1	8514	ENST00000663169.1	0	ENSG00000069424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
chr1	6224969	6225238	270	*	Scramble_H4K16ac_rep2_peak_1117	14	.	3.28102	4.09322	1.40692	3' UTR	1	6234692	6239408	4717	1	148645	ENST00000650463.1	-9454	ENSG00000225077	ICMT-DT	ICMT divergent transcript
chr1	6236133	6236837	705	*	Scramble_H4K16ac_rep2_peak_1118	10	.	3.01937	3.4485	1.08542	Promoter (<=1kb)	1	6236148	6239443	3296	1	148645	ENST00000796171.1	0	ENSG00000225077	ICMT-DT	ICMT divergent transcript
chr1	6240761	6241113	353	*	Scramble_H4K16ac_rep2_peak_1119	13	.	3.23908	3.99105	1.3517	Distal Intergenic	1	6244179	6245578	1400	1	390992	ENST00000377898.4	-3066	ENSG00000173673	HES3	hes family bHLH transcription factor 3
chr1	6393582	6394086	505	*	Scramble_H4K16ac_rep2_peak_1120	14	.	3.28102	4.09322	1.40692	Promoter (<=1kb)	1	6264272	6393767	129496	2	11332	ENST00000361521.9	0	ENSG00000097021	ACOT7	acyl-CoA thioesterase 7
chr1	6554160	6554395	236	*	Scramble_H4K16ac_rep2_peak_1121	15	.	3.36828	4.23806	1.52141	Promoter (<=1kb)	1	6549362	6554500	5139	2	79707	ENST00000464665.1	105	ENSG00000162408	NOL9	nucleolar protein 9
chr1	6556332	6556768	437	*	Scramble_H4K16ac_rep2_peak_1122	14	.	3.28102	4.09322	1.40692	Promoter (1-2kb)	1	6555309	6579626	24318	1	80835	ENST00000351136.7	1023	ENSG00000173662	TAS1R1	taste 1 receptor member 1
chr1	6701039	6702254	1216	*	Scramble_H4K16ac_rep2_peak_1123	25	.	4.09976	5.4745	2.52674	Promoter (<=1kb)	1	6634170	6701816	67647	2	55735	ENST00000377577.10	0	ENSG00000007923	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
chr1	6784534	6785257	724	*	Scramble_H4K16ac_rep2_peak_1124	13	.	3.23753	3.97679	1.39649	Promoter (<=1kb)	1	6783892	6784600	709	2	110841581	ENST00000783081.1	0	NA	CAMTA1-DT	CAMTA1 divergent transcript
chr1	7114799	7115483	685	*	Scramble_H4K16ac_rep2_peak_1125	50	.	5.7346	8.43046	5.034	Intron (ENST00000303635.12/23261, intron 4 of 22)	1	7008376	7014279	5904	2	127138864	ENST00000456701.1	-100520	ENSG00000237365	CAMTA1-AS3	CAMTA1 antisense RNA 3
chr1	7312876	7313124	249	*	Scramble_H4K16ac_rep2_peak_1126	13	.	3.20033	3.87735	1.39079	Promoter (<=1kb)	1	7312886	7370270	57385	1	23261	ENST00000849779.1	0	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	8197902	8198110	209	*	Scramble_H4K16ac_rep2_peak_1127	11	.	3.077	3.58394	1.1832	Promoter (2-3kb)	1	8200463	8212437	11975	1	102724539	ENST00000777814.1	-2353	NA	LINC01714	long intergenic non-protein coding RNA 1714
chr1	8240022	8240268	247	*	Scramble_H4K16ac_rep2_peak_1128	13	.	3.15037	3.75193	1.33843	Promoter (<=1kb)	1	8240001	8249009	9009	1	105376695	ENST00000753408.1	21	ENSG00000298156	LOC105376695	uncharacterized LOC105376695
chr1	8253563	8253803	241	*	Scramble_H4K16ac_rep2_peak_1129	14	.	3.26139	4.0398	1.40692	Distal Intergenic	1	8257357	8261166	3810	1	124903835	ENST00000775483.1	-3554	NA	LINC03154	long intergenic non-protein coding RNA 3154
chr1	8407999	8408228	230	*	Scramble_H4K16ac_rep2_peak_1130	18	.	3.64964	4.46921	1.81364	Intron (ENST00000337907.7/473, intron 13 of 23)	1	8365855	8423419	57565	2	473	ENST00000460659.5	15191	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8757093	8757306	214	*	Scramble_H4K16ac_rep2_peak_1131	29	.	4.53075	5.92855	2.92899	Intron (ENST00000337907.7/473, intron 2 of 23)	1	8464970	8753838	288869	2	473	ENST00000480342.5	-3255	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8780220	8780493	274	*	Scramble_H4K16ac_rep2_peak_1132	12	.	3.12786	3.69742	1.29966	Intron (ENST00000337907.7/473, intron 2 of 23)	1	8464970	8753838	288869	2	473	ENST00000480342.5	-26382	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8878232	8879861	1630	*	Scramble_H4K16ac_rep2_peak_1133	28	.	4.26255	5.67461	2.8362	Promoter (<=1kb)	1	8878464	8879885	1422	1	100505975	ENST00000835134.1	0	ENSG00000230679	ENO1-AS1	ENO1 antisense RNA 1
chr1	8927859	8928101	243	*	Scramble_H4K16ac_rep2_peak_1134	15	.	3.41266	4.31173	1.57964	Promoter (<=1kb)	1	8906591	8926885	20295	2	112268261	ENST00000847252.1	-974	NA	LINC03153	long intergenic non-protein coding RNA 3153
chr1	9129516	9130303	788	*	Scramble_H4K16ac_rep2_peak_1135	10	.	3.00858	3.42295	1.06691	Promoter (<=1kb)	1	9100305	9129102	28798	2	80045	ENST00000377411.5	-414	ENSG00000180758	GPR157	G protein-coupled receptor 157
chr1	9588013	9588502	490	*	Scramble_H4K16ac_rep2_peak_1136	13	.	3.21603	3.92501	1.37321	Promoter (<=1kb)	1	9588911	9614877	25967	1	199953	ENST00000340381.11	-409	ENSG00000188807	TMEM201	transmembrane protein 201
chr1	9717308	9717517	210	*	Scramble_H4K16ac_rep2_peak_1137	11	.	3.04129	3.50169	1.11898	Promoter (<=1kb)	1	9717496	9720642	3147	1	5293	ENST00000698786.1	0	ENSG00000171608	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
chr1	9904055	9904636	582	*	Scramble_H4K16ac_rep2_peak_1138	13	.	3.21546	3.9187	1.38535	Exon (ENST00000648956.1/ENST00000648956.1, exon 2 of 3)	1	9848276	9910269	61994	2	56998	ENST00000377263.6	5633	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	10510270	10510575	306	*	Scramble_H4K16ac_rep2_peak_1139	15	.	3.30762	4.08583	1.50279	Intron (ENST00000472851.1/5195, intron 2 of 3)	1	10535888	10536289	402	1	5195	ENST00000492696.1	-25313	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	10778361	10779137	777	*	Scramble_H4K16ac_rep2_peak_1140	12	.	3.0902	3.61002	1.22845	Intron (ENST00000377022.8/54897, intron 1 of 20)	1	10636604	10796646	160043	2	54897	ENST00000377022.8	17509	ENSG00000130940	CASZ1	castor zinc finger 1
chr1	10817674	10817992	319	*	Scramble_H4K16ac_rep2_peak_1141	23	.	3.94956	5.22008	2.31089	Distal Intergenic	1	10647213	10796650	149438	2	54897	ENST00000344008.5	-21024	ENSG00000130940	CASZ1	castor zinc finger 1
