seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	470036	470330	295	*	p53KD_H4K16ac_rep2_peak_711	12	.	3.37131	3.79385	1.24808	Intron (ENST00000455207.5/112268260, intron 1 of 2)	1	373182	485208	112027	2	112268260	ENST00000455207.5	14878	NA	LOC112268260	uncharacterized LOC112268260
chr1	597936	598386	451	*	p53KD_H4K16ac_rep2_peak_712	30	.	4.59013	5.98138	3.09711	Exon (ENST00000357876.6/ENST00000357876.6, exon 1 of 2)	1	586278	588453	2176	2	105378947	ENST00000417636.2	-9483	NA	LOC105378947	proline-rich extensin-like protein EPR1
chr1	609547	609820	274	*	p53KD_H4K16ac_rep2_peak_713	12	.	3.32899	3.73116	1.22016	Promoter (<=1kb)	1	594191	609387	15197	2	105378947	ENST00000781688.1	-160	NA	LOC105378947	proline-rich extensin-like protein EPR1
chr1	620115	620624	510	*	p53KD_H4K16ac_rep2_peak_714	14	.	3.53258	4.07305	1.47688	Intron (ENST00000419394.2/81399, intron 3 of 3)	1	586071	612813	26743	2	105378947	ENST00000634833.2	-7302	NA	LOC105378947	proline-rich extensin-like protein EPR1
chr1	778039	778367	329	*	p53KD_H4K16ac_rep2_peak_715	15	.	3.29214	4.1003	1.55456	Promoter (<=1kb)	1	773705	778613	4909	2	100288069	ENST00000743874.1	246	NA	LOC100288069	uncharacterized LOC100288069
chr1	977186	977579	394	*	p53KD_H4K16ac_rep2_peak_716	17	.	3.69691	4.35713	1.70896	Promoter (<=1kb)	1	975205	976641	1437	2	84808	ENST00000479361.1	-545	ENSG00000187642	PERM1	PPARGC1 and ESRR induced regulator, muscle 1
chr1	1021112	1021410	299	*	p53KD_H4K16ac_rep2_peak_717	11	.	3.24399	3.60064	1.17862	Promoter (<=1kb)	1	1020123	1056118	35996	1	375790	ENST00000620552.4	989	ENSG00000188157	AGRN	agrin
chr1	1076515	1077026	512	*	p53KD_H4K16ac_rep2_peak_718	28	.	4.32502	5.60217	2.82214	Promoter (2-3kb)	1	1070967	1074306	3340	2	401934	ENST00000453464.3	-2209	ENSG00000237330	RNF223	ring finger protein 223
chr1	1078447	1079178	732	*	p53KD_H4K16ac_rep2_peak_719	13	.	3.20643	3.81129	1.3064	Distal Intergenic	1	1070967	1074306	3340	2	401934	ENST00000453464.3	-4141	ENSG00000237330	RNF223	ring finger protein 223
chr1	1157493	1158549	1057	*	p53KD_H4K16ac_rep2_peak_720	31	.	4.50404	6.00466	3.1619	Exon (ENST00000807417.1/ENST00000807417.1, exon 1 of 1)	1	1167104	1167198	95	1	406984	ENST00000384997.3	-8555	ENSG00000207730	MIR200B	microRNA 200b
chr1	1165953	1167102	1150	*	p53KD_H4K16ac_rep2_peak_721	11	.	3.26049	3.688	1.19956	Promoter (<=1kb)	1	1167104	1167198	95	1	406984	ENST00000384997.3	-2	ENSG00000207730	MIR200B	microRNA 200b
chr1	1201794	1202345	552	*	p53KD_H4K16ac_rep2_peak_722	32	.	4.62486	6.1637	3.28323	Distal Intergenic	1	1203844	1205680	1837	2	8784	ENST00000486728.5	3335	ENSG00000186891	TNFRSF18	TNF receptor superfamily member 18
chr1	1288362	1289527	1166	*	p53KD_H4K16ac_rep2_peak_723	18	.	3.76768	4.4905	1.83828	Promoter (1-2kb)	1	1287109	1290943	3835	1	6339	ENST00000379099.3	1253	ENSG00000162572	SCNN1D	sodium channel epithelial 1 subunit delta
chr1	1308118	1308374	257	*	p53KD_H4K16ac_rep2_peak_724	22	.	3.95314	4.90855	2.21728	Promoter (<=1kb)	1	1292391	1307930	15540	2	116983	ENST00000354700.10	-188	ENSG00000131584	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
chr1	1349906	1351186	1281	*	p53KD_H4K16ac_rep2_peak_725	17	.	3.71974	4.39494	1.73882	Promoter (<=1kb)	1	1335278	1349418	14141	2	1855	ENST00000378888.10	-488	ENSG00000107404	DVL1	dishevelled segment polarity protein 1
chr1	1615498	1615750	253	*	p53KD_H4K16ac_rep2_peak_726	23	.	4.00133	5.09417	2.39487	Promoter (<=1kb)	1	1615500	1630605	15106	1	142678	ENST00000355826.10	0	ENSG00000197530	MIB2	MIB E3 ubiquitin protein ligase 2
chr1	1659309	1659975	667	*	p53KD_H4K16ac_rep2_peak_727	19	.	3.64162	4.51844	1.90371	Promoter (<=1kb)	1	1635738	1659012	23275	2	984	ENST00000629312.2	-297	ENSG00000248333	CDK11B	cyclin dependent kinase 11B
chr1	1692704	1693060	357	*	p53KD_H4K16ac_rep2_peak_728	14	.	3.33095	3.95041	1.43113	Promoter (<=1kb)	1	1659529	1692724	33196	2	728661	ENST00000614300.4	0	ENSG00000189339	SLC35E2B	solute carrier family 35 member E2B
chr1	1746136	1746341	206	*	p53KD_H4K16ac_rep2_peak_729	29	.	4.12321	5.83066	2.98851	Promoter (<=1kb)	1	1732242	1745992	13751	2	9906	ENST00000246421.4	-144	NA	SLC35E2A	solute carrier family 35 member E2A (pseudogene)
chr1	2281896	2282110	215	*	p53KD_H4K16ac_rep2_peak_730	12	.	3.37432	3.79857	1.24808	Intron (ENST00000704337.1/6497, intron 1 of 3)	1	2303646	2304368	723	1	6497	ENST00000507179.1	-21536	ENSG00000157933	SKI	SKI proto-oncogene
chr1	2391494	2391788	295	*	p53KD_H4K16ac_rep2_peak_731	12	.	3.34047	3.74631	1.22048	Promoter (<=1kb)	1	2391775	2405442	13668	1	11079	ENST00000378513.7	0	ENSG00000157916	RER1	retention in endoplasmic reticulum sorting receptor 1
chr1	2413043	2413367	325	*	p53KD_H4K16ac_rep2_peak_732	27	.	4.24511	5.49641	2.75262	Promoter (<=1kb)	1	2408530	2413797	5268	2	5192	ENST00000508384.5	430	ENSG00000157911	PEX10	peroxisomal biogenesis factor 10
chr1	2652332	2655479	3148	*	p53KD_H4K16ac_rep2_peak_733	30	.	4.40711	5.80702	3.01982	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	19231	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2668856	2670325	1470	*	p53KD_H4K16ac_rep2_peak_734	16	.	3.63648	4.24913	1.61723	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	35755	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2672919	2673124	206	*	p53KD_H4K16ac_rep2_peak_735	26	.	4.31345	5.44698	2.62567	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	39818	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2674772	2675402	631	*	p53KD_H4K16ac_rep2_peak_736	12	.	3.37432	3.79857	1.24808	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	41671	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2678014	2680250	2237	*	p53KD_H4K16ac_rep2_peak_737	15	.	3.59994	4.1839	1.56188	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	44913	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2681326	2684457	3132	*	p53KD_H4K16ac_rep2_peak_738	18	.	3.76184	4.49889	1.84158	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	48225	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2697516	2698554	1039	*	p53KD_H4K16ac_rep2_peak_739	15	.	3.59481	4.17907	1.56105	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2633101	2636623	3523	1	105378597	ENST00000723531.1	64415	ENSG00000237058	MMEL1-AS1	MMEL1 antisense RNA 1
chr1	2747760	2750744	2985	*	p53KD_H4K16ac_rep2_peak_740	16	.	3.63873	4.2728	1.64293	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2768091	2784733	16643	1	105378598	ENST00000648684.1	-17347	NA	LOC105378598	uncharacterized LOC105378598
chr1	2756823	2758762	1940	*	p53KD_H4K16ac_rep2_peak_741	14	.	3.52622	4.06057	1.46347	Intron (ENST00000401095.9/100287898, intron 6 of 8)	1	2768091	2784733	16643	1	105378598	ENST00000648684.1	-9329	NA	LOC105378598	uncharacterized LOC105378598
chr1	3321883	3322162	280	*	p53KD_H4K16ac_rep2_peak_742	12	.	3.37432	3.79857	1.24808	Promoter (<=1kb)	1	3313052	3323149	10098	2	105378604	ENST00000669140.1	987	NA	LOC105378604	uncharacterized LOC105378604
chr1	3354469	3354726	258	*	p53KD_H4K16ac_rep2_peak_743	15	.	3.58794	4.16341	1.54519	Intron (ENST00000511072.5/63976, intron 3 of 15)	1	3313052	3323149	10098	2	105378604	ENST00000669140.1	-31320	NA	LOC105378604	uncharacterized LOC105378604
chr1	3458129	3459082	954	*	p53KD_H4K16ac_rep2_peak_744	16	.	3.62767	4.26347	1.68507	Intron (ENST00000378378.9/27237, intron 1 of 14)	1	3454665	3481113	26449	1	27237	ENST00000378378.9	3464	ENSG00000130762	ARHGEF16	Rho guanine nucleotide exchange factor 16
chr1	3460586	3461016	431	*	p53KD_H4K16ac_rep2_peak_745	15	.	3.55627	4.10932	1.50114	Intron (ENST00000378378.9/27237, intron 1 of 14)	1	3466005	3481113	15109	1	27237	ENST00000378373.5	-4989	ENSG00000130762	ARHGEF16	Rho guanine nucleotide exchange factor 16
chr1	3900267	3900871	605	*	p53KD_H4K16ac_rep2_peak_746	13	.	3.39263	3.85632	1.39515	Promoter (<=1kb)	1	3900347	3906110	5764	1	100133612	ENST00000413332.7	0	ENSG00000236423	LINC01134	long intergenic non-protein coding RNA 1134
chr1	4078241	4078632	392	*	p53KD_H4K16ac_rep2_peak_747	14	.	3.53787	4.0779	1.47556	Intron (ENST00000742912.1/105376673, intron 2 of 2)	1	3976143	4011552	35410	1	105376673	ENST00000742918.1	102098	ENSG00000284668	LINC02780	long intergenic non-protein coding RNA 2780
chr1	6199188	6200316	1129	*	p53KD_H4K16ac_rep2_peak_748	14	.	3.38319	3.98541	1.45432	Promoter (<=1kb)	1	6185020	6199595	14576	2	6146	ENST00000234875.9	0	ENSG00000116251	RPL22	ribosomal protein L22
chr1	6235405	6236227	823	*	p53KD_H4K16ac_rep2_peak_749	12	.	3.3103	3.73048	1.28201	Promoter (<=1kb)	1	6235407	6238991	3585	1	148645	ENST00000796167.1	0	ENSG00000225077	ICMT-DT	ICMT divergent transcript
chr1	6603213	6604002	790	*	p53KD_H4K16ac_rep2_peak_750	17	.	3.63988	4.38313	1.74128	Promoter (<=1kb)	1	6590724	6603001	12278	2	9903	ENST00000377663.3	-212	ENSG00000162413	KLHL21	kelch like family member 21
chr1	6962934	6963476	543	*	p53KD_H4K16ac_rep2_peak_751	22	.	3.96822	4.93416	2.236	Intron (ENST00000303635.12/23261, intron 3 of 22)	1	7008376	7014279	5904	2	127138864	ENST00000456701.1	50803	ENSG00000237365	CAMTA1-AS3	CAMTA1 antisense RNA 3
chr1	8212215	8212450	236	*	p53KD_H4K16ac_rep2_peak_752	14	.	3.37903	4.00976	1.48897	Exon (ENST00000777814.1/102724539, exon 4 of 4)	1	8206698	8211064	4367	1	102724539	ENST00000777819.1	5517	NA	LINC01714	long intergenic non-protein coding RNA 1714
chr1	8331435	8331648	214	*	p53KD_H4K16ac_rep2_peak_753	15	.	3.57142	4.1352	1.52221	Promoter (1-2kb)	1	8330428	8336109	5682	1	50651	ENST00000481265.1	1007	ENSG00000162426	SLC45A1	solute carrier family 45 member 1
chr1	8448630	8449310	681	*	p53KD_H4K16ac_rep2_peak_754	12	.	3.21781	3.75887	1.28287	3' UTR	1	8425638	8430041	4404	1	102724552	ENST00000444276.1	22992	NA	RERE-AS1	RERE antisense RNA 1
chr1	8552339	8552674	336	*	p53KD_H4K16ac_rep2_peak_755	14	.	3.34801	3.95545	1.44873	Intron (ENST00000337907.7/473, intron 7 of 23)	1	8495151	8526039	30889	2	473	ENST00000507012.1	-26300	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	8701273	8701819	547	*	p53KD_H4K16ac_rep2_peak_756	12	.	3.24914	3.73221	1.27302	Promoter (1-2kb)	1	8656193	8703219	47027	2	473	ENST00000468247.1	1400	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
chr1	9412765	9413048	284	*	p53KD_H4K16ac_rep2_peak_757	11	.	3.28984	3.66802	1.18298	Intron (ENST00000827163.1/ENST00000827163.1, intron 2 of 2)	1	9426975	9428916	1942	2	100506022	ENST00000641507.1	15868	ENSG00000284693	LINC02606	long intergenic non-protein coding RNA 2606
chr1	9428537	9429122	586	*	p53KD_H4K16ac_rep2_peak_758	11	.	3.28897	3.66656	1.18777	Promoter (<=1kb)	1	9425094	9429075	3982	2	100506022	ENST00000641325.1	0	ENSG00000284693	LINC02606	long intergenic non-protein coding RNA 2606
chr1	9538861	9539365	505	*	p53KD_H4K16ac_rep2_peak_759	10	.	3.17238	3.48626	1.09831	Promoter (<=1kb)	1	9539465	9585173	45709	1	84275	ENST00000302692.7	-100	ENSG00000171612	SLC25A33	solute carrier family 25 member 33
chr1	9717092	9718009	918	*	p53KD_H4K16ac_rep2_peak_760	15	.	3.57285	4.14995	1.55709	Promoter (<=1kb)	1	9717496	9720642	3147	1	5293	ENST00000698786.1	0	ENSG00000171608	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
chr1	10430429	10430709	281	*	p53KD_H4K16ac_rep2_peak_761	22	.	3.77831	4.93213	2.2367	Promoter (<=1kb)	1	10430435	10451411	20977	1	100526739	ENST00000602787.6	0	ENSG00000251503	CENPS-CORT	CENPS-CORT readthrough
chr1	10765850	10766129	280	*	p53KD_H4K16ac_rep2_peak_762	12	.	3.29639	3.67755	1.21206	Intron (ENST00000377022.8/54897, intron 1 of 20)	1	10636604	10796646	160043	2	54897	ENST00000377022.8	30517	ENSG00000130940	CASZ1	castor zinc finger 1
chr1	10792713	10793154	442	*	p53KD_H4K16ac_rep2_peak_763	12	.	3.29546	3.68743	1.21474	Intron (ENST00000377022.8/54897, intron 1 of 20)	1	10636604	10796646	160043	2	54897	ENST00000377022.8	3492	ENSG00000130940	CASZ1	castor zinc finger 1
chr1	10918145	10918371	227	*	p53KD_H4K16ac_rep2_peak_764	11	.	3.19693	3.52387	1.12715	Distal Intergenic	1	10946475	10947870	1396	2	148345	ENST00000468348.1	29499	ENSG00000175262	CIROZ	ciliated left-right organizer protein containing ZP-N domains
chr1	10939035	10940389	1355	*	p53KD_H4K16ac_rep2_peak_765	15	.	3.4227	4.05566	1.50221	Distal Intergenic	1	10946475	10947870	1396	2	148345	ENST00000468348.1	7481	ENSG00000175262	CIROZ	ciliated left-right organizer protein containing ZP-N domains
chr1	11522581	11522853	273	*	p53KD_H4K16ac_rep2_peak_766	65	.	6.40668	9.8028	6.58473	Intron (ENST00000294484.7/57540, intron 10 of 20)	1	11533676	11537225	3550	1	57540	ENST00000304391.6	-10823	ENSG00000204624	DISP3	dispatched RND transporter family member 3
chr1	11690235	11690551	317	*	p53KD_H4K16ac_rep2_peak_767	11	.	3.27568	3.64626	1.16767	Promoter (<=1kb)	1	11674525	11691477	16953	2	10459	ENST00000376672.5	926	ENSG00000116670	MAD2L2	mitotic arrest deficient 2 like 2
chr1	11997482	11997777	296	*	p53KD_H4K16ac_rep2_peak_768	12	.	3.28255	3.77465	1.27912	Promoter (<=1kb)	1	11998680	12013500	14821	1	9927	ENST00000675528.1	-903	ENSG00000116688	MFN2	mitofusin 2
chr1	12108950	12109194	245	*	p53KD_H4K16ac_rep2_peak_769	11	.	3.309	3.69772	1.19483	Intron (ENST00000263932.7/943, intron 4 of 14)	1	12125899	12144207	18309	1	943	ENST00000413146.6	-16705	ENSG00000120949	TNFRSF8	TNF receptor superfamily member 8
chr1	12148155	12148470	316	*	p53KD_H4K16ac_rep2_peak_770	18	.	3.43325	4.39226	1.80684	Distal Intergenic	1	12166943	12167038	96	1	102465836	ENST00000622420.1	-18473	ENSG00000283789	MIR7846	microRNA 7846
chr1	12305866	12306520	655	*	p53KD_H4K16ac_rep2_peak_771	10	.	3.13363	3.42721	1.05243	Intron (ENST00000620676.6/55187, intron 26 of 69)	1	12311526	12337988	26463	1	55187	ENST00000487188.1	-5006	ENSG00000048707	VPS13D	vacuolar protein sorting 13 homolog D
chr1	15524333	15525042	710	*	p53KD_H4K16ac_rep2_peak_772	16	.	3.40006	4.19233	1.64752	Promoter (<=1kb)	1	15490832	15524445	33614	2	842	ENST00000546424.5	0	ENSG00000132906	CASP9	caspase 9
chr1	15866279	15866692	414	*	p53KD_H4K16ac_rep2_peak_773	14	.	3.43627	3.98302	1.41712	Intron (ENST00000673875.1/23013, intron 1 of 11)	1	15873502	15876711	3210	1	23013	ENST00000471538.1	-6810	ENSG00000065526	SPEN	spen family transcriptional repressor
chr1	15950153	15950842	690	*	p53KD_H4K16ac_rep2_peak_774	13	.	3.39123	3.84631	1.31094	Promoter (2-3kb)	1	15945933	15952973	7041	2	7709	ENST00000494020.1	2131	ENSG00000116809	ZBTB17	zinc finger and BTB domain containing 17
chr1	16146174	16146420	247	*	p53KD_H4K16ac_rep2_peak_775	17	.	3.65667	4.31693	1.70238	Promoter (<=1kb)	1	16134560	16146450	11891	2	1969	ENST00000480202.1	30	ENSG00000142627	EPHA2	EPH receptor A2
chr1	16187356	16187865	510	*	p53KD_H4K16ac_rep2_peak_776	10	.	3.17583	3.49212	1.09619	Exon (ENST00000748738.1/ENST00000748738.1, exon 2 of 2)	1	16204900	16206526	1627	2	128272	ENST00000478210.1	18661	ENSG00000142632	ARHGEF19	Rho guanine nucleotide exchange factor 19
chr1	16627443	16627817	375	*	p53KD_H4K16ac_rep2_peak_777	16	.	3.66215	4.29687	1.66459	Promoter (<=1kb)	1	16618256	16628652	10397	2	124900584	ENST00000640476.1	835	NA	NA	NA
chr1	16643898	16644217	320	*	p53KD_H4K16ac_rep2_peak_778	12	.	3.34518	3.75326	1.23653	Promoter (<=1kb)	1	16632925	16644659	11735	2	84809	ENST00000715314.1	442	ENSG00000291072	CROCCP2	CROCC pseudogene 2
chr1	16666915	16667316	402	*	p53KD_H4K16ac_rep2_peak_779	13	.	3.41449	3.86718	1.30395	Promoter (<=1kb)	1	16666785	16666948	164	2	26869	ENST00000384782.1	0	ENSG00000207513	RNU1-3	RNA, U1 small nuclear 3
chr1	16739587	16740485	899	*	p53KD_H4K16ac_rep2_peak_780	22	.	3.98208	4.97311	2.27415	Promoter (<=1kb)	1	16737348	16740165	2818	2	124903859	ENST00000849134.1	0	ENSG00000282740	LOC124903859	uncharacterized LOC124903859
chr1	17189824	17190597	774	*	p53KD_H4K16ac_rep2_peak_781	11	.	3.24987	3.65434	1.18446	Promoter (<=1kb)	1	17190093	17197649	7557	1	400743	ENST00000755426.1	0	ENSG00000204362	LINC02783	long intergenic non-protein coding RNA 2783
chr1	17201769	17202162	394	*	p53KD_H4K16ac_rep2_peak_782	25	.	4.21054	5.31473	2.53945	Promoter (2-3kb)	1	17205128	17246007	40880	1	29943	ENST00000375471.5	-2966	ENSG00000142623	PADI1	peptidyl arginine deiminase 1
chr1	17504732	17504936	205	*	p53KD_H4K16ac_rep2_peak_783	19	.	3.86901	4.64346	1.93613	Distal Intergenic	1	17520305	17525689	5385	1	55160	ENST00000819777.1	-15369	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
chr1	20661753	20662388	636	*	p53KD_H4K16ac_rep2_peak_784	12	.	3.25525	3.61455	1.20254	Promoter (<=1kb)	1	20651767	20661544	9778	2	1650	ENST00000415136.6	-209	ENSG00000244038	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
chr1	20697076	20697332	257	*	p53KD_H4K16ac_rep2_peak_785	12	.	3.36701	3.78729	1.24212	Promoter (1-2kb)	1	20664014	20698439	34426	2	57576	ENST00000490034.5	1107	ENSG00000117245	KIF17	kinesin family member 17
chr1	23344908	23345308	401	*	p53KD_H4K16ac_rep2_peak_786	17	.	3.64531	4.27482	1.70107	Promoter (<=1kb)	1	23304688	23344336	39649	2	10236	ENST00000478691.5	-572	ENSG00000125944	HNRNPR	heterogeneous nuclear ribonucleoprotein R
chr1	23691876	23692232	357	*	p53KD_H4K16ac_rep2_peak_787	27	.	4.05045	5.5755	2.77893	Promoter (<=1kb)	1	23691821	23696425	4605	1	6135	ENST00000467075.2	55	ENSG00000142676	RPL11	ribosomal protein L11
chr1	23825174	23825492	319	*	p53KD_H4K16ac_rep2_peak_788	15	.	3.49043	4.04305	1.53651	Promoter (<=1kb)	1	23801885	23825429	23545	2	3155	ENST00000374490.8	0	ENSG00000117305	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase
chr1	23959304	23959536	233	*	p53KD_H4K16ac_rep2_peak_789	17	.	3.40466	4.315	1.73415	Promoter (<=1kb)	1	23959109	23961465	2357	1	55629	ENST00000471915.5	195	ENSG00000189266	PNRC2	proline rich nuclear receptor coactivator 2
chr1	24011391	24012535	1145	*	p53KD_H4K16ac_rep2_peak_790	15	.	3.5188	4.09408	1.56256	Intron (ENST00000761050.1/105376863, intron 2 of 3)	1	24019034	24036592	17559	1	105376863	ENST00000761059.1	-6499	NA	LOC105376863	uncharacterized LOC105376863
chr1	24018826	24019215	390	*	p53KD_H4K16ac_rep2_peak_791	17	.	3.57166	4.30828	1.73876	Promoter (<=1kb)	1	24019034	24036592	17559	1	105376863	ENST00000761059.1	0	NA	LOC105376863	uncharacterized LOC105376863
chr1	24321795	24322046	252	*	p53KD_H4K16ac_rep2_peak_792	15	.	3.58856	4.17054	1.55579	Promoter (<=1kb)	1	24307556	24321901	14346	2	105376871	ENST00000437965.1	0	NA	GRHL3-AS1	GRHL3 antisense RNA 1
chr1	24642427	24643056	630	*	p53KD_H4K16ac_rep2_peak_793	21	.	3.85913	4.82869	2.15201	Promoter (<=1kb)	1	24643200	24673243	30044	1	10250	ENST00000705662.1	-144	ENSG00000133226	SRRM1	serine and arginine repetitive matrix 1
chr1	24754788	24755336	549	*	p53KD_H4K16ac_rep2_peak_794	12	.	3.30655	3.69267	1.24808	Intron (ENST00000497755.1/25932, intron 1 of 5)	1	24745447	24844321	98875	1	25932	ENST00000374379.9	9341	ENSG00000169504	CLIC4	chloride intracellular channel 4
chr1	25091182	25091894	713	*	p53KD_H4K16ac_rep2_peak_795	20	.	3.8634	4.74343	2.06997	Intron (ENST00000424084.1/ENST00000424084.1, intron 2 of 2)	1	25130183	25132422	2240	2	124903880	ENST00000824736.1	40528	NA	LOC124903880	uncharacterized LOC124903880
chr1	25166985	25167264	280	*	p53KD_H4K16ac_rep2_peak_796	28	.	4.26222	5.58192	2.80388	Intron (ENST00000824734.1/124903880, intron 1 of 4)	1	25130183	25175112	44930	2	124903880	ENST00000824735.1	7848	NA	LOC124903880	uncharacterized LOC124903880
chr1	25183010	25183221	212	*	p53KD_H4K16ac_rep2_peak_797	14	.	3.39736	3.86341	1.40455	Distal Intergenic	1	25129838	25175117	45280	2	124903880	ENST00000824734.1	-7893	NA	LOC124903880	uncharacterized LOC124903880
chr1	25199274	25199563	290	*	p53KD_H4K16ac_rep2_peak_798	11	.	3.21799	3.55647	1.16209	Distal Intergenic	1	25129838	25175117	45280	2	124903880	ENST00000824734.1	-24157	NA	LOC124903880	uncharacterized LOC124903880
chr1	25549385	25549779	395	*	p53KD_H4K16ac_rep2_peak_799	13	.	3.34955	3.78019	1.31808	Promoter (<=1kb)	1	25549961	25554879	4919	1	26119	ENST00000485476.2	-182	ENSG00000157978	LDLRAP1	low density lipoprotein receptor adaptor protein 1
chr1	26279146	26279952	807	*	p53KD_H4K16ac_rep2_peak_800	14	.	3.46252	4.06308	1.48652	Promoter (<=1kb)	1	26280086	26281522	1437	1	83442	ENST00000270792.10	-134	ENSG00000142669	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
chr1	26302685	26302922	238	*	p53KD_H4K16ac_rep2_peak_801	12	.	3.377	3.80314	1.2518	Promoter (<=1kb)	1	26285943	26303016	17074	2	91544	ENST00000442942.6	94	ENSG00000158062	UBXN11	UBX domain protein 11
