gene_id,Gene,chr,start,end,strand,signal,rank
ENSG00000168090.12,COPS6,chr7,100088947,100095185,+,0.4096946287192986,72
ENSG00000123095.8,BHLHE41,chr12,26117177,26125106,-,0.40960520664637445,73
ENSG00000123416.17,TUBA1B,chr12,49127779,49131398,-,0.4072163377838442,74
ENSG00000122565.21,CBX3,chr7,26200567,26213607,+,0.4057875059649232,75
ENSG00000120690.19,ELF1,chr13,40931240,41061692,-,0.4057209270487074,76
ENSG00000139579.15,NABP2,chr12,56221977,56229860,+,0.4050823185400805,77
ENSG00000124171.11,PARD6B,chr20,50731364,50756836,+,0.4045062485062517,78
ENSG00000001629.12,ANKIB1,chr7,92245959,92402070,+,0.4043356835403247,79
ENSG00000091640.10,SPAG7,chr17,4959225,4967835,-,0.4033714298879495,80
ENSG00000285953.2,ENSG00000285953,chr7,92144722,92245943,-,0.4026315070793498,81
ENSG00000122592.9,HOXA7,chr7,27153715,27157936,-,0.4022146337828599,82
ENSG00000106366.11,SERPINE1,chr7,101122157,101139263,+,0.4020216384795494,83
ENSG00000105997.25,HOXA3,chr7,27106183,27152610,-,0.4018757163049886,84
ENSG00000084754.14,HADHA,chr2,26189832,26245044,-,0.4015675341307651,85
ENSG00000289027.1,ENSG00000289027,chr7,92112175,92245924,-,0.40051306087081323,86
ENSG00000146834.17,MEPCE,chr7,100428321,100435138,+,0.3975053048389964,87
ENSG00000183150.10,GPR19,chr12,12660046,12715990,-,0.39744400896539445,88
ENSG00000236287.10,ZBED5,chr11,10812073,10858796,-,0.3965511350950692,89
ENSG00000134531.12,EMP1,chr12,13196528,13219941,+,0.39652723720658106,90
ENSG00000120688.11,WBP4,chr13,41060606,41084012,+,0.3952284306230722,91
ENSG00000094916.18,CBX5,chr12,54230941,54280141,-,0.3927408529026434,92
ENSG00000229117.11,RPL41,chr12,56116584,56117967,+,0.3922746140480158,93
ENSG00000015133.21,CCDC88C,chr14,91271322,91417890,-,0.3920059611618053,94
ENSG00000119888.13,EPCAM,chr2,47345157,47387601,+,0.3914387805014849,95
ENSG00000135424.21,ITGA7,chr12,55679138,55716404,-,0.3911924640085781,96
ENSG00000164542.15,MATCAP2,chr7,36323934,36390125,-,0.3907007434293628,97
ENSG00000135486.21,HNRNPA1,chr12,54280192,54287088,+,0.3897528009749949,98
ENSG00000124942.15,AHNAK,chr11,62433531,62556235,-,0.38775315810739996,99
ENSG00000139218.20,SCAF11,chr12,45919130,45992120,-,0.38758402748359366,100
ENSG00000251537.4,ENSG00000251537,chr17,15571490,15651653,-,0.3854275609682081,101
ENSG00000159335.20,PTMS,chr12,6765515,6770952,+,0.38489922588225456,102
ENSG00000125148.9,MT2A,chr16,56608129,56609503,+,0.384070699697244,103
ENSG00000288681.1,ENSG00000288681,chr11,308407,315272,+,0.38388371461012866,104
ENSG00000128536.18,CDHR3,chr7,105876795,106036432,+,0.38145943137060384,105
ENSG00000113739.12,STC2,chr5,173314707,173328447,-,0.3810320744771161,106
ENSG00000198382.11,UVRAG,chr11,75815173,76144259,+,0.37974213776784016,107
ENSG00000015479.22,MATR3,chr5,139273751,139332518,+,0.3787411478515714,108
ENSG00000148926.12,ADM,chr11,10303007,10307397,+,0.37839738520077665,109
ENSG00000108511.12,HOXB6,chr17,48595524,48605011,-,0.3776860030787066,110
ENSG00000172375.16,C2CD2L,chr11,119102197,119118544,+,0.3776609802589519,111
ENSG00000142224.18,IL19,chr1,206770763,206842981,+,0.3775728748720139,112
ENSG00000144136.13,SLC20A1,chr2,112645852,112664727,+,0.37740361470548667,113
ENSG00000160691.21,SHC1,chr1,154962283,154974452,-,0.3772348524116678,114
ENSG00000196396.12,PTPN1,chr20,50510320,50585241,+,0.37711899591522524,115
ENSG00000188342.15,GTF2F2,chr13,45120439,45284908,+,0.3764554744730704,116
ENSG00000120093.13,HOXB3,chr17,48548869,48604912,-,0.37595513786841184,117
ENSG00000156463.20,SH3RF2,chr5,145936424,146085976,+,0.3749755716235377,118
ENSG00000125971.20,DYNLRB1,chr20,34515599,34540958,+,0.37427346217399465,119
ENSG00000166881.12,NEMP1,chr12,57055640,57088063,-,0.372536031667958,120
ENSG00000078399.20,HOXA9,chr7,27162437,27175180,-,0.3724376721573062,121
ENSG00000115596.5,WNT6,chr2,218859794,218874233,+,0.37180066157039254,122
ENSG00000170955.12,CAVIN3,chr11,6318945,6320622,-,0.371763311943505,123
ENSG00000103018.20,CYB5B,chr16,69398401,69480778,+,0.37150243027554825,124
ENSG00000257184.4,HOXA10-HOXA9,chr7,27162437,27180239,-,0.37075431126827607,125
ENSG00000114993.18,RTKN,chr2,74424130,74442422,-,0.3705418641193537,126
ENSG00000106290.18,TAF6,chr7,100106875,100127187,-,0.36933819815906466,127
ENSG00000253293.7,HOXA10,chr7,27170591,27180261,-,0.3690342206964851,128
ENSG00000175356.16,SCUBE2,chr11,9019475,9138114,-,0.36882706010725813,129
ENSG00000214309.7,MBLAC1,chr7,100126693,100128498,+,0.3686154703872162,130
ENSG00000131051.26,RBM39,chr20,35701346,35742312,-,0.368324103582243,131
ENSG00000273269.3,ENSG00000273269,chr2,47065940,47176511,-,0.3680554970787489,132
ENSG00000133943.23,DGLUCY,chr14,91060043,91226930,+,0.3677347901960602,133
ENSG00000111679.19,PTPN6,chr12,6946416,6961316,+,0.3673721019853838,134
ENSG00000106052.16,TAX1BP1,chr7,27739330,27844565,+,0.3672383713396266,135
ENSG00000131188.14,PRR7,chr5,177446444,177456291,+,0.36721546974324154,136
ENSG00000142910.18,TINAGL1,chr1,31576356,31587691,+,0.36712677857634846,137
ENSG00000149311.24,ATM,chr11,108222787,108369102,+,0.3669783402895555,138
ENSG00000149308.20,NPAT,chr11,108155266,108222659,-,0.3667346351949964,139
ENSG00000133812.20,SBF2,chr11,9776775,10304877,-,0.36531117610260844,140
ENSG00000089163.6,SIRT4,chr12,120292161,120313249,+,0.36503146383474816,141
ENSG00000115183.17,TANC1,chr2,158968502,159232692,+,0.3649810335969087,142
ENSG00000135913.13,USP37,chr2,218450250,218568768,-,0.3648124052931089,143
ENSG00000136141.16,LRCH1,chr13,46553129,46753266,+,0.3646406589578837,144
ENSG00000222009.11,BTBD19,chr1,44808505,44817381,+,0.364420292385621,145
ENSG00000180806.6,HOXC9,chr12,53994894,54003337,+,0.36349388578592334,146
ENSG00000111481.12,COPZ1,chr12,54301201,54351848,+,0.3630592584545957,147
ENSG00000244005.15,NFS1,chr20,35668051,35699376,-,0.363058283290593,148
ENSG00000006576.19,PHTF2,chr7,77798651,77957503,+,0.3630355468239868,149
ENSG00000123405.16,NFE2,chr12,54292106,54301259,-,0.3627825351349311,150
ENSG00000008256.19,CYTH3,chr7,6148750,6272677,-,0.3627722980961553,151
ENSG00000173264.18,GPR137,chr11,64270061,64290690,+,0.36269878012058326,152
ENSG00000101161.10,PRPF6,chr20,63979670,64033984,+,0.3621164400497219,153
ENSG00000122034.18,GTF3A,chr13,27424583,27435823,+,0.3620719610742526,154
ENSG00000010278.17,CD9,chr12,6199714,6238271,+,0.3617178622856736,155
ENSG00000144580.17,CNOT9,chr2,218568574,218597080,+,0.3613906980610918,156
ENSG00000101150.20,TPD52L2,chr20,63865198,63892266,+,0.36053439273533877,157
ENSG00000173207.15,CKS1B,chr1,154974640,154979256,+,0.3597462756134337,158
ENSG00000178449.11,COX14,chr12,50111981,50120463,+,0.35944305345998145,159
ENSG00000197208.8,SLC22A4,chr5,132293736,132344206,+,0.35895340239966755,160
ENSG00000104946.16,TBC1D17,chr19,49877500,49888751,+,0.35891516942647284,161
ENSG00000243910.9,TUBA4B,chr2,219253242,219272197,+,0.35848418684967326,162
ENSG00000117713.23,ARID1A,chr1,26693235,26782104,+,0.35760457735217643,163
ENSG00000075303.15,SLC25A40,chr7,87833560,87876404,-,0.3572272101652343,164
ENSG00000136231.16,IGF2BP3,chr7,23308570,23470833,-,0.3572232779506594,165
ENSG00000281039.1,ENSG00000281039,chr7,30497076,30550761,-,0.35688935660698917,166
ENSG00000168056.20,LTBP3,chr11,65538555,65558930,-,0.35662906753155404,167
ENSG00000105855.12,ITGB8,chr7,20330608,20415754,+,0.355950888683321,168
ENSG00000142039.6,CCDC97,chr19,41310148,41334014,+,0.35574932519323194,169
ENSG00000125995.18,ROMO1,chr20,35699227,35703939,+,0.35519170623563695,170
ENSG00000128564.10,VGF,chr7,101162508,101167245,-,0.35362489488441495,171
ENSG00000023445.19,BIRC3,chr11,102317450,102339403,+,0.3531141665502219,172
ENSG00000067182.11,TNFRSF1A,chr12,6328756,6342114,-,0.3530896668608766,173
ENSG00000087077.16,TRIP6,chr7,100867125,100873524,+,0.35271566560550127,174
ENSG00000006634.10,DBF4,chr7,87876215,87909553,+,0.35237293216923715,175
ENSG00000175793.12,SFN,chr1,26863148,26864456,+,0.3522420318918303,176
ENSG00000162892.16,IL24,chr1,206897442,206904139,+,0.3520703686354682,177
ENSG00000142230.15,SAE1,chr19,47113273,47210636,+,0.3511835654482711,178
ENSG00000182224.13,CYB5D1,chr17,7857695,7862282,+,0.35077399665431586,179
ENSG00000104881.18,PPP1R13L,chr19,45379633,45406367,-,0.35068119995610325,180
ENSG00000103978.19,TMEM87A,chr15,42209666,42274128,-,0.3498621521309251,181
ENSG00000178971.19,CTC1,chr17,8224814,8248075,-,0.3496360597187886,182
ENSG00000115425.16,PECR,chr2,215954719,216082955,-,0.34888825786509553,183
ENSG00000064115.13,TM7SF3,chr12,26954297,27014507,-,0.3481732789865928,184
ENSG00000148143.15,ZNF462,chr9,106862285,107013634,+,0.3480958329024725,185
ENSG00000188396.6,DYNLT4,chr1,44805884,44807417,-,0.3477286115185125,186
ENSG00000105323.20,HNRNPUL1,chr19,41262495,41307787,+,0.3466701842757175,187
ENSG00000137478.17,FCHSD2,chr11,72836041,73142485,-,0.34644267105008475,188
ENSG00000132604.13,TERF2,chr16,69355463,69408571,-,0.34635978095117026,189
ENSG00000154310.19,TNIK,chr3,171058413,171460473,-,0.3463167727238033,190
ENSG00000185885.19,IFITM1,chr11,309996,315275,+,0.34595788849447856,191
ENSG00000143933.22,CALM2,chr2,47160083,47176921,-,0.34580668938491727,192
ENSG00000087338.7,GMCL1,chr2,69829611,69881393,+,0.3457164225044544,193
ENSG00000310599.1,ENSG00000310599,chr11,62726884,62727265,-,0.34568029501708225,194
ENSG00000196290.19,NIF3L1,chr2,200888991,200905579,+,0.345329937567818,195
ENSG00000068697.9,LAPTM4A,chr2,20032647,20052054,-,0.34424051056045574,196
ENSG00000183891.8,TTC32,chr2,19896630,19902282,-,0.3438730840119533,197
ENSG00000120457.14,KCNJ5,chr11,128890452,128922733,+,0.34336582149710737,198
ENSG00000234857.2,HNRNPUL2-BSCL2,chr11,62690274,62727384,-,0.34278720255801454,199
ENSG00000074054.23,CLASP1,chr2,121337775,121649599,-,0.3426670449299854,200
ENSG00000184260.6,H2AC20,chr1,149886917,149887411,+,0.3423605024192948,201
ENSG00000127870.19,RNF6,chr13,26132111,26222549,-,0.3421747951072757,202
ENSG00000139192.14,TAPBPL,chr12,6451689,6466517,+,0.3417085952954367,203
ENSG00000310604.1,ENSG00000310604,chr2,69829738,69829798,+,0.3416365717423032,204
ENSG00000101213.9,PTK6,chr20,63526305,63537770,-,0.341601625645184,205
ENSG00000126368.7,NR1D1,chr17,40092792,40100630,-,0.3414512093632366,206
ENSG00000101347.13,SAMHD1,chr20,36890215,36951893,-,0.3412760393842473,207
ENSG00000189143.10,CLDN4,chr7,73799541,73832690,+,0.34093047540425325,208
ENSG00000198026.10,ZNF335,chr20,45948652,45972358,-,0.34057716961891854,209
ENSG00000203485.16,INF2,chr14,104681145,104722535,+,0.3400259307445958,210
ENSG00000263528.10,IKBKE,chr1,206470331,206498687,+,0.33966326524387114,211
ENSG00000166016.8,ABTB2,chr11,34150986,34358043,-,0.33918845073645937,212
ENSG00000106400.14,ZNHIT1,chr7,101218116,101224195,+,0.3388652519900352,213
ENSG00000078814.21,MYH7B,chr20,34955809,35002440,+,0.33792649342364167,214
ENSG00000127129.12,EDN2,chr1,41478773,41500502,-,0.33762091557926033,215
ENSG00000183421.13,RIPK4,chr21,41739368,41767109,-,0.3370840054374421,216
ENSG00000285238.2,ENSG00000285238,chr12,6556885,6607367,-,0.3370487056385027,217
ENSG00000240344.12,PPIL3,chr2,200870906,200889358,-,0.3369100479203043,218
ENSG00000163032.14,VSNL1,chr2,17539019,17657624,+,0.33624034556234256,219
ENSG00000145191.17,EIF2B5,chr3,184134985,184146127,+,0.3361662290402455,220
ENSG00000166526.21,ZNF3,chr7,100056867,100082706,-,0.33593520935304694,221
ENSG00000084733.13,RAB10,chr2,26033480,26138575,+,0.3358215386286611,222
ENSG00000124762.17,CDKN1A,chr6,36676440,36688042,+,0.3358109504857566,223
ENSG00000006652.16,IFRD1,chr7,112422886,112481017,+,0.33574404097499794,224
ENSG00000164400.7,CSF2,chr5,132073783,132076170,+,0.33554227046202867,225
ENSG00000214753.6,HNRNPUL2,chr11,62712629,62727637,-,0.33486176435707604,226
ENSG00000100983.14,GSS,chr20,34928431,34956027,-,0.3344522236805642,227
ENSG00000110321.20,EIF4G2,chr11,10796816,10808947,-,0.3343738727582968,228
ENSG00000189403.17,HMGB1,chr13,30456703,30618872,-,0.33393298614450034,229
ENSG00000162928.11,PEX13,chr2,61017057,61062516,+,0.3337085323721403,230
ENSG00000115137.13,DNAJC27,chr2,24943635,24972094,-,0.33362818347569556,231
ENSG00000075624.19,ACTB,chr7,5526408,5563902,-,0.3335075754354475,232
ENSG00000072518.25,MARK2,chr11,63838851,63911020,+,0.33295646408665924,233
ENSG00000258311.5,ENSG00000258311,chr12,55716035,55724703,+,0.332876933364314,234
ENSG00000087086.18,FTL,chr19,48965274,48967896,+,0.33245198871963655,235
ENSG00000228049.9,POLR2J2,chr7,102665367,102671752,-,0.33203825768479145,236
ENSG00000013588.12,GPRC5A,chr12,12890781,12917937,+,0.3319435575554962,237
ENSG00000105968.21,H2AZ2,chr7,44826790,44848146,-,0.3317401834807242,238
ENSG00000111678.13,C12orf57,chr12,6942918,6946009,+,0.33077263648912775,239
ENSG00000135372.12,NAT10,chr11,34105582,34147670,+,0.33069083258532916,240
ENSG00000146063.22,TRIM41,chr5,181222498,181235808,+,0.3304679566691048,241
ENSG00000072310.20,SREBF1,chr17,17810398,17837035,-,0.3304661887886468,242
ENSG00000162222.16,TTC9C,chr11,62727686,62740293,+,0.3302621727423975,243
ENSG00000127863.18,TNFRSF19,chr13,23570193,23676105,+,0.329641953309183,244
ENSG00000160606.12,TLCD1,chr17,28723434,28727935,-,0.3294689076007344,245
ENSG00000110330.12,BIRC2,chr11,102347207,102378680,+,0.32905927949922625,246
ENSG00000175482.11,POLD4,chr11,67345399,67356972,-,0.32893999089230785,247
ENSG00000063046.20,EIF4B,chr12,53006262,53042230,+,0.32868479904625564,248
ENSG00000267645.5,POLR2J3-UPK3BL2,chr7,102637048,102671641,-,0.3286685285868589,249
ENSG00000088325.18,TPX2,chr20,31739247,31801805,+,0.32845484232070155,250
ENSG00000136810.15,TXN,chr9,110243809,110256636,-,0.32826535004074686,251
ENSG00000077458.14,FAM76B,chr11,95768952,95790409,-,0.3282069348130608,252
ENSG00000115738.12,ID2,chr2,8678844,8684461,+,0.3279861410227604,253
ENSG00000077454.19,LRCH4,chr7,100574010,100586236,-,0.32794371363939717,254
ENSG00000088298.15,EDEM2,chr20,35113121,35147404,-,0.32768718562449795,255
ENSG00000175602.4,CCDC85B,chr11,65890672,65891635,+,0.327563679211773,256
ENSG00000196914.11,ARHGEF12,chr11,120336237,120489937,+,0.327384804294561,257
ENSG00000184678.11,H2BC21,chr1,149884458,149886682,-,0.3271879767135251,258
ENSG00000139163.18,ETNK1,chr12,22625074,22690665,+,0.32670999243517873,259
ENSG00000115520.11,COQ10B,chr2,197453437,197475488,+,0.3262792333008256,260
ENSG00000065883.20,CDK13,chr7,39950012,40099580,+,0.3257136987412232,261
ENSG00000106665.18,CLIP2,chr7,74289406,74405943,+,0.32570250108547044,262
ENSG00000130590.15,SAMD10,chr20,63973609,63980008,-,0.3253407997015165,263
ENSG00000254995.4,STX16-NPEPL1,chr20,58651433,58715410,+,0.3249769166847109,264
ENSG00000158604.18,TMED4,chr7,44576391,44582309,-,0.32490797048487,265
ENSG00000162927.17,PUS10,chr2,60938123,61018284,-,0.32489845425332897,266
ENSG00000144063.6,MALL,chr2,110083869,110116075,-,0.3246196157021914,267
ENSG00000119508.19,NR4A3,chr9,99821846,99866891,+,0.3244422293696553,268
ENSG00000109971.16,HSPA8,chr11,123057484,123063230,-,0.3240649675221648,269
ENSG00000105379.12,ETFB,chr19,51345160,51366449,-,0.32393053008872086,270
ENSG00000128585.20,MKLN1,chr7,131110095,131496632,+,0.3236100992350839,271
ENSG00000117877.12,POLR1G,chr19,45406643,45410737,+,0.32343908735585863,272
ENSG00000172500.15,FIBP,chr11,65883739,65888532,-,0.3233818058036268,273
ENSG00000124256.17,ZBP1,chr20,57603574,57620576,-,0.32311731093068374,274
ENSG00000072682.22,P4HA2,chr5,132190093,132295315,-,0.32308271033281927,275
ENSG00000101096.22,NFATC2,chr20,51386956,51563072,-,0.3228953048888361,276
ENSG00000170421.15,KRT8,chr12,52897181,52949954,-,0.32243239697394893,277
ENSG00000013573.19,DDX11,chr12,31073281,31104811,+,0.32199654924147764,278
ENSG00000159140.24,SON,chr21,33542213,33577481,+,0.3212591479005059,279
ENSG00000141499.20,WRAP53,chr17,7686070,7703505,+,0.32120850424515085,280
ENSG00000076108.14,BAZ2A,chr12,56595595,56636914,-,0.32096985876583495,281
ENSG00000167779.11,IGFBP6,chr12,53097435,53102345,+,0.32088898635003715,282
ENSG00000170264.15,FAM161A,chr2,61824847,61854143,-,0.3206223391275853,283
ENSG00000119321.12,FKBP15,chr9,113161005,113221458,-,0.32034890210907907,284
ENSG00000165494.14,PCF11,chr11,83156987,83187451,+,0.32017085067939477,285
ENSG00000071967.14,CYBRD1,chr2,171522246,171558133,+,0.32005659870803355,286
ENSG00000082898.21,XPO1,chr2,61476031,61538753,-,0.3199589356186334,287
ENSG00000170439.9,TMT1B,chr12,55681444,55695748,+,0.3199075126692187,288
ENSG00000135211.8,TMEM60,chr7,77793727,77799723,-,0.3197606118720141,289
ENSG00000181852.20,RNF41,chr12,56202178,56224275,-,0.3197019829772762,290
ENSG00000130749.10,ZC3H4,chr19,47064186,47113776,-,0.3195965319959214,291
ENSG00000127914.21,AKAP9,chr7,91940836,92112177,+,0.31936751086765436,292
ENSG00000133318.16,RTN3,chr11,63681443,63759909,+,0.3185673309675185,293
ENSG00000258653.3,ENSG00000258653,chr14,73851970,73932278,+,0.3184648466081126,294
ENSG00000163166.17,IWS1,chr2,127436206,127526886,-,0.3184427447232883,295
ENSG00000186834.4,HEXIM1,chr17,45148474,45152099,+,0.3180865943167591,296
ENSG00000136868.13,SLC31A1,chr9,113221190,113266935,+,0.31806197693687865,297
ENSG00000166987.17,MBD6,chr12,57520709,57530614,+,0.31791242338658776,298
ENSG00000115998.10,C2orf42,chr2,70149881,70248615,-,0.31776429005613316,299
ENSG00000134574.14,DDB2,chr11,47214434,47240555,+,0.31736889042903205,300
ENSG00000136169.19,SETDB2,chr13,49443793,49495003,+,0.31724657797627154,301
ENSG00000102547.21,CAB39L,chr13,49308628,49444342,-,0.31709562335314695,302
ENSG00000189079.20,ARID2,chr12,45728909,45908040,+,0.3170949053578079,303
ENSG00000104866.13,PPP1R37,chr19,45091395,45148077,+,0.31693367691419555,304
ENSG00000116001.19,TIA1,chr2,70209443,70248761,-,0.3168100282704108,305
ENSG00000166037.13,CEP57,chr11,95789964,95837070,+,0.3166399829258444,306
ENSG00000125843.14,AP5S1,chr20,3811256,3828909,+,0.31655322528845864,307
ENSG00000127399.16,LRRC61,chr7,150323262,150338156,+,0.316482146303053,308
ENSG00000242114.8,MTFP1,chr22,30425622,30429058,+,0.31637062059575694,309
ENSG00000111676.17,ATN1,chr12,6924453,6942322,+,0.31550253327481914,310
ENSG00000059915.19,PSD,chr10,102402613,102421539,-,0.31527255598967896,311
ENSG00000168255.20,POLR2J3,chr7,102537917,102572653,-,0.3152293645839673,312
ENSG00000110031.14,LPXN,chr11,58526870,58578220,-,0.31513191207579805,313
ENSG00000285437.4,POLR2J3,chr7,102552327,102572620,-,0.3150775981310289,314
ENSG00000197905.11,TEAD4,chr12,2959030,3040676,+,0.31493468456785195,315
ENSG00000071189.23,SNX13,chr7,17790746,17940712,-,0.31485907586815304,316
ENSG00000115866.13,DARS1,chr2,135904935,135986100,-,0.3147064181632595,317
ENSG00000158480.13,SPATA2,chr20,49903390,49915759,-,0.31447579531220254,318
ENSG00000106526.14,ACTR3C,chr7,150243915,150323926,-,0.3141913182946155,319
ENSG00000140043.14,PTGR2,chr14,73851791,73885726,+,0.3141802120486973,320
ENSG00000168014.20,C2CD3,chr11,74012717,74171210,-,0.31369371143041647,321
ENSG00000122550.20,KLHL7,chr7,23105728,23177914,+,0.31343697722489017,322
ENSG00000186660.17,ZFP91,chr11,58578475,58621674,+,0.31321491893031633,323
ENSG00000110841.16,PPFIBP1,chr12,27523430,27696302,+,0.3131944731777185,324
ENSG00000198055.13,GRK6,chr5,177403203,177442901,+,0.31309983714221745,325
ENSG00000177917.13,ARL6IP6,chr2,152717620,152762622,+,0.3130896717717405,326
ENSG00000113441.18,LNPEP,chr5,96934806,97037513,+,0.3128327902070014,327
ENSG00000125977.9,EIF2S2,chr20,34088308,34112284,-,0.31242292965465457,328
ENSG00000125629.18,INSIG2,chr2,118088136,118112313,+,0.31235298789519583,329
ENSG00000215301.13,DDX3X,chrX,41333347,41364472,+,0.31216451471671464,330
ENSG00000014641.23,MDH1,chr2,63588556,63607273,+,0.311954712114064,331
