chromosome,start,end,peak_id,control_rep1,control_rep2,KD_rep1,KD_rep2,control_mean,KD_mean,MOF_KD_minus_control
chr10,79347553,79348054,H4K16ac_loss_000031,0.005592488540622764,0.18847477981846728,0.18386366038384314,0.030630844461168358,0.09703363417954503,0.10724725242250574,0.010213618242960715
chr11,75562463,75562964,H4K16ac_loss_000032,-0.05206892852431643,0.05054150009434856,0.19098570532427578,0.005547104206330286,-0.0007637142149839356,0.09826640476530303,0.09903011898028696
chr22,29096576,29097077,H4K16ac_loss_000033,0.1381743034950184,0.0978027598378425,-0.1646180376856627,0.2711336556301562,0.11798853166643046,0.053257808972246745,-0.06473072269418371
chr19,10502340,10502841,H4K16ac_loss_000034,0.0866004361542399,-0.07727491898748451,-0.04601611839440055,-0.002806897191498094,0.004662758583377696,-0.02441150779294932,-0.029074266376327016
chr17,7583094,7583595,H4K16ac_loss_000035,-0.03200901116238918,0.13808081276759415,-0.06882951363638609,-0.14081768733179736,0.05303590080260248,-0.10482360048409173,-0.1578595012866942
chr7,44748325,44748826,H4K16ac_loss_000036,0.36671961222342153,0.20867422726116852,-0.1781775241749298,-0.16430248218233476,0.28769691974229505,-0.17124000317863228,-0.45893692292092736
chr11,119845565,119846066,H4K16ac_loss_000037,0.018979802551101186,-0.0866556786695038,0.385126714726646,0.027826077471154478,-0.03383793805920131,0.20647639609890023,0.24031433415810155
chr2,200408679,200409180,H4K16ac_loss_000038,0.047563502159780134,0.062172747843577236,0.07617104174699374,0.2187942220065408,0.05486812500167869,0.14748263187676727,0.09261450687508858
chr9,97983498,97983999,H4K16ac_loss_000039,0.013712554961859347,0.15346329229067782,0.06168429339360334,0.08296019650490104,0.08358792362626859,0.07232224494925218,-0.011265678677016402
chr1,23743332,23743833,H4K16ac_loss_000040,0.043736919924289644,0.026981761077690326,0.021706943695773622,0.09041049083817505,0.03535934050098999,0.05605871726697434,0.02069937676598435
chr19,43503952,43504453,H4K16ac_loss_000041,0.050472256374320464,0.10792406604526762,0.2275431313051911,-0.0254268544668447,0.07919816120979405,0.1010581384191732,0.021859977209379156
chr5,69188802,69189303,H4K16ac_loss_000042,-0.001312643410861046,-0.04471129504313131,-0.14116322384504026,-0.20282616831470066,-0.02301196922699618,-0.17199469607987045,-0.14898272685287428
chr1,35268432,35268933,H4K16ac_loss_000043,0.23567621312206408,0.04339505991586061,-0.12200527557891286,-0.12658360964077675,0.13953563651896234,-0.1242944426098448,-0.2638300791288071
chr22,38705696,38706197,H4K16ac_loss_000044,0.27491473025659063,0.2738626537967228,0.14775564332684119,0.17549193555307008,0.2743886920266567,0.16162378943995565,-0.11276490258670108
chr7,66075518,66076019,H4K16ac_loss_000045,0.004923732800710344,0.21611270340375172,-0.1882993464103478,-0.05099391553573266,0.11051821810223103,-0.11964663097304022,-0.23016484907527124
chr11,57514107,57514608,H4K16ac_loss_000046,-0.01408822553979601,0.06390773731110963,0.29727512635216263,-0.010301624047393333,0.02490975588565681,0.14348675115238466,0.11857699526672785
chr10,110567137,110567638,H4K16ac_loss_000047,-0.08942839103247115,-0.13227613147593545,0.07484166122352083,-0.02247570598397605,-0.1108522612542033,0.02618297761977239,0.1370352388739757
chr17,752090,752591,H4K16ac_loss_000048,0.23568954935182115,0.08480444930107174,0.02089793291946728,0.35501016017250314,0.16024699932644645,0.18795404654598521,0.02770704721953876
chr15,98785757,98786258,H4K16ac_loss_000049,-0.0839598347338106,0.24212296275856965,0.22653967919880283,-0.1173643776087347,0.07908156401237952,0.05458765079503407,-0.024493913217345453
chr19,44890484,44890985,H4K16ac_loss_000050,0.1254862374537801,0.03190326702106231,0.24137051641465185,0.0738977382662232,0.0786947522374212,0.15763412734043752,0.07893937510301632
chr3,150408089,150408590,H4K16ac_loss_000051,0.014403444090244655,-0.05566285256883817,0.30684499778671415,-0.014502348072507127,-0.020629704239296758,0.14617132485710352,0.16680102909640027
chr6,42217306,42217807,H4K16ac_loss_000052,-0.061758815520954226,-0.10816310161720968,-0.09740641844010876,-0.0546361585398634,-0.08496095856908195,-0.07602128848998609,0.008939670079095866
chr8,48007790,48008291,H4K16ac_loss_000053,0.10052465574031402,-0.03631710154729376,-0.20705803303780432,-0.2919652538147277,0.03210377709651013,-0.24951164342626603,-0.28161542052277616
chr17,43387831,43388332,H4K16ac_loss_000054,0.451678361528053,0.17313792873657274,-0.11519994994183025,-0.07531503367864205,0.31240814513231285,-0.09525749181023616,-0.407665636942549
chr12,7994783,7995284,H4K16ac_loss_000055,0.13522737528459577,-0.06272661309324934,-0.17479989927042713,-0.17170776340909705,0.03625038109567322,-0.17325383133976208,-0.2095042124354353
chr20,23136761,23137262,H4K16ac_loss_000056,-0.04972213950610446,0.17429568875811532,0.1302284013327516,0.11042042472167406,0.06228677462600543,0.12032441302721283,0.0580376384012074
chr20,47280966,47281467,H4K16ac_loss_000057,-0.09065385647638591,-0.01097260819313055,-0.08375484746194885,-0.048371588127193096,-0.05081323233475823,-0.06606321779457097,-0.015249985459812744
chr9,35657753,35658254,H4K16ac_loss_000058,0.06114992500838643,0.12698228233410214,0.01242999120881133,0.19501005685674455,0.09406610367124428,0.10372002403277794,0.00965392036153366
chr12,53218452,53218953,H4K16ac_loss_000059,-0.025280167752070103,0.03354624411260371,0.47994494632986967,-0.0810502762915548,0.004133038180266802,0.19944733501915743,0.19531429683889062
chr12,52945537,52946038,H4K16ac_loss_000060,-0.037337133582837564,-0.03849683679127229,0.2713987343979929,-0.06623402460126909,-0.03791698518705493,0.1025823548983619,0.1404993400854168
chr1,153550517,153551018,H4K16ac_loss_000061,-0.1071602278305385,0.04002137344977456,0.0,-0.16252415384093444,-0.03356942719038197,-0.08126207692046722,-0.047692649730085246
chr9,121075177,121075678,H4K16ac_loss_000062,-0.03793812382542445,0.09915864051964707,0.2992644042906885,-0.06342795669303802,0.03061025834711131,0.11791822379882524,0.08730796545171393
chr7,151226787,151227288,H4K16ac_loss_000063,-0.11168605433460957,0.1024784338614065,0.17307593170813695,0.12298574163290317,-0.004603810236601537,0.14803083667052006,0.15263464690712159
chr3,119464264,119464765,H4K16ac_loss_000064,0.036980058215261104,-0.02041173482475479,-0.15357025425710127,0.033407505293062585,0.008284161695253157,-0.06008137448201935,-0.0683655361772725
chr6,33571343,33571844,H4K16ac_loss_000065,0.053654985662229995,0.18513646965034067,0.04801691474649542,-0.04021886068427872,0.11939572765628534,0.0038990270311083514,-0.11549670062517699
chr17,29580474,29580975,H4K16ac_loss_000066,-0.009830833477769307,-0.07299628369547352,0.33822237218389967,-0.13193346230971242,-0.041413558586621414,0.10314445493709362,0.14455801352371503
chr15,65868970,65869471,H4K16ac_loss_000067,0.13394050298448273,0.25468574800879923,-0.23538861789567742,-0.020700187323812,0.19431312549664098,-0.1280444026097447,-0.3223575281063857
chr7,149028911,149029412,H4K16ac_loss_000068,-0.005539621054538769,0.09580382809578301,-0.06780712447777956,0.02188172059025831,0.04513210352062212,-0.022962701943760627,-0.06809480546438275
chr7,460939,461440,H4K16ac_loss_000069,0.007652750725815158,-0.07560212794377223,-0.1362287129708631,0.03451442979871037,-0.03397468860897854,-0.05085714158607636,-0.016882452977097825
chr7,74092552,74093053,H4K16ac_loss_000070,0.16728828069261328,0.07898957334354728,0.08487409682844035,-0.06430654959407395,0.12313892701808028,0.010283773617183203,-0.11285515340089708
chr17,75515515,75516016,H4K16ac_loss_000071,0.04781394762483364,-0.1103209384722624,-0.15762237264605578,0.12962132435433285,-0.03125349542371438,-0.014000524145861462,0.01725297127785292
chr3,51995392,51995893,H4K16ac_loss_000072,-0.21059946627346818,0.04272451243287105,0.003736427235984041,-0.004321333995003424,-0.08393747692029857,-0.0002924533795096917,0.08364502354078888
chr17,81871522,81872023,H4K16ac_loss_000073,-0.044033171635069056,-0.02912367009622846,0.3190750493305529,0.08832570739432485,-0.03657842086564876,0.20370037836243887,0.24027879922808765
chr19,55654672,55655173,H4K16ac_loss_000074,0.0294678447184389,0.1185200830583206,-0.04979178269845461,0.1265850010961889,0.07399396388837975,0.03839660919886714,-0.03559735468951261
chr17,2511643,2512144,H4K16ac_loss_000075,-0.04069853456553347,-0.020252637345782535,0.28259892745348747,0.1275858176675088,-0.030475585955658004,0.20509237256049812,0.2355679585161561
chr1,179882435,179882936,H4K16ac_loss_000076,0.11271681145443294,0.06585581903485302,0.08161443015356026,0.18508658286726878,0.08928631524464298,0.13335050651041452,0.044064191265771546
chr6,3194881,3195382,H4K16ac_loss_000077,-0.02340882542188058,-0.11086519638042965,-0.22994353612531682,-0.0076572576876053075,-0.06713701090115512,-0.11880039690646106,-0.05166338600530594
chr1,225817802,225818303,H4K16ac_loss_000078,0.09891283013922963,0.07686835252298804,0.028426730466222096,0.08983427697342788,0.08789059133110884,0.05913050371982499,-0.028760087611283847
chr7,4775362,4775863,H4K16ac_loss_000079,0.12055764256785076,0.02152576390282063,0.14375912602674848,0.06308992801907058,0.0710417032353357,0.10342452702290952,0.03238282378757383
chr4,127781946,127782447,H4K16ac_loss_000080,-0.03113030153001378,-0.06552341925407835,0.3041035779073329,-0.07434198930264709,-0.04832686039204607,0.11488079430234291,0.16320765469438897
chr16,89325902,89326403,H4K16ac_loss_000081,0.05821067167672806,-0.05891685384119342,0.22286676468249567,-0.07706511693592082,-0.0003530910822326788,0.07290082387328742,0.0732539149555201
chr15,64841997,64842498,H4K16ac_loss_000082,-0.0584903054233053,-0.02847840866360241,-0.107332890336504,0.019346579645356972,-0.04348435704345385,-0.04399315534557352,-0.0005087983021196674
chrX,14029058,14029559,H4K16ac_loss_000083,-0.006078512391108953,-0.005288600014474339,0.15127848814466519,0.034749501003714614,-0.005683556202791646,0.0930139945741899,0.09869755077698156
chr6,125956680,125957181,H4K16ac_loss_000084,0.06650505805138997,0.050354997071617856,-0.04631576966680215,-0.04816661847982102,0.05843002756150391,-0.04724119407331158,-0.10567122163481549
chrX,71181509,71182010,H4K16ac_loss_000085,-0.006845086030364631,0.06638519667431028,0.22779427798922192,0.0016780603582229087,0.029770055321972827,0.11473616917372241,0.08496611385174958
chrX,149939159,149939660,H4K16ac_loss_000086,-0.09027196023940386,0.035411453595805074,0.5761882919156385,-0.032583318327269156,-0.02743025332179939,0.2718024867941847,0.29923274011598405
chr11,69658663,69659164,H4K16ac_loss_000087,-0.1348759736047831,-0.023299093540393546,-0.06448009210134932,-0.1286545195681844,-0.07908753357258833,-0.09656730583476686,-0.017479772262178533
chr14,103880433,103880934,H4K16ac_loss_000088,0.036390619958470205,-0.06994964565780616,0.03782932501948046,-0.06130417201764688,-0.016779512849667978,-0.011737423499083209,0.005042089350584769
chr3,48186584,48187085,H4K16ac_loss_000089,0.016216770721647792,0.009154662062337775,-0.046277710063728744,0.11920371766902968,0.012685716391992783,0.03646300380265047,0.023777287410657683
chr2,110100890,110101391,H4K16ac_loss_000090,-0.07686092533141434,-0.13364392002958975,0.0840102361139661,0.15457958995016988,-0.10525242268050204,0.11929491303206799,0.22454733571257002
chr15,69857251,69857752,H4K16ac_loss_000091,0.008211119972753103,-0.02734926039587238,0.3114372750961718,0.028417026274605187,-0.009569070211559639,0.1699271506853885,0.17949622089694814
chr1,148522589,148523090,H4K16ac_loss_000092,0.09109504764040786,0.14134659679762707,0.1559084952667638,0.1740605992278058,0.11622082221901747,0.1649845472472848,0.04876372502826734
chr2,3378850,3379351,H4K16ac_loss_000093,-0.106489348290358,-0.08196690492703768,-0.036744970657273446,-0.09033013866496777,-0.09422812660869784,-0.0635375546611206,0.03069057194757724
chr19,41859961,41860462,H4K16ac_loss_000094,0.2687067319592554,0.05450232324800166,-0.029137838795453966,0.22870531652918358,0.1616045276036285,0.09978373886686481,-0.06182078873676369
chr17,80584046,80584547,H4K16ac_loss_000095,0.11653738593619443,-0.009300391191612937,-0.13005919290516904,0.283540440518818,0.05361849737229075,0.07674062380682448,0.023122126434533728
chr1,1201483,1201984,H4K16ac_loss_000096,0.05297268703282474,0.0709436970940436,-0.09561497239236108,-0.02624871490705394,0.06195819206343417,-0.06093184364970751,-0.12289003571314168
chr16,3021244,3021745,H4K16ac_loss_000097,0.10815980404842192,0.064217441103713,-0.19960110241959908,0.0805586452991841,0.08618862257606746,-0.05952122856020749,-0.14570985113627494
chr10,101694008,101694509,H4K16ac_loss_000098,0.003816134564043162,0.027665109771439534,-0.020016206223926622,-0.04425532242167972,0.015740622167741348,-0.03213576432280317,-0.047876386490544515
chr5,159916012,159916513,H4K16ac_loss_000099,-0.025402629431969154,0.153475348036476,-0.10182713257695386,-0.025016874379799988,0.06403635930225342,-0.06342200347837693,-0.12745836278063033
chr2,27071298,27071799,H4K16ac_loss_000100,-0.06759114948263069,0.0955964083413402,-0.04161058275583024,-0.213404782042056,0.014002629429354756,-0.1275076823989431,-0.14151031182829787
chr15,75842608,75843109,H4K16ac_loss_000101,-0.020098383354391167,0.19552705146115787,0.2002724439441087,0.0021326285368668107,0.08771433405338336,0.10120253624048775,0.013488202187104392
chr2,8631923,8632424,H4K16ac_loss_000102,0.12252209441524423,0.09382332062828326,-0.07482953378540314,-0.048707183911474404,0.10817270752176375,-0.06176835884843877,-0.1699410663702025
chr17,7242324,7242825,H4K16ac_loss_000103,0.16930630414824777,0.0001881322126367135,-0.20051209624399413,-0.21986450236327873,0.08474721818044224,-0.21018829930363642,-0.29493551748407865
chr1,153923312,153923813,H4K16ac_loss_000104,0.12306570232159898,0.21251060468648483,-0.04204390298932077,-0.07380819316217285,0.16778815350404191,-0.05792604807574681,-0.22571420157978872
chr7,150322730,150323231,H4K16ac_loss_000105,-0.0728150625190811,-0.020230604878472475,0.36776180400284464,0.07930356576414166,-0.046522833698776786,0.22353268488349315,0.27005551858226995
chr7,2757505,2758006,H4K16ac_loss_000106,-0.019610255646208923,0.2272036435754557,0.3664639557148525,0.19243108859646343,0.10379669396462339,0.279447522155658,0.1756508281910346
chr14,89365526,89366027,H4K16ac_loss_000107,0.025702693694347363,0.011799386975740244,-0.036747833364410794,0.1725808615106606,0.018751040335043802,0.0679165140731249,0.049165473738081104
chr20,44531841,44532342,H4K16ac_loss_000108,0.3872320773953687,0.14812750674174455,0.33864101690208603,-0.051710017456741864,0.26767979206855663,0.14346549972267209,-0.12421429234588455
chr8,119855918,119856419,H4K16ac_loss_000109,-0.00288425004500115,0.09337694702824269,-0.1600059938585449,0.06849363241010084,0.04524634849162077,-0.04575618072422202,-0.09100252921584279
chr11,62727801,62728302,H4K16ac_loss_000110,-0.006497602985089946,0.26397503598661953,0.1515522762805878,-0.10698178197404076,0.1287387165007648,0.022285247153273513,-0.10645346934749128
chr7,56064118,56064619,H4K16ac_loss_000111,0.19364701533790477,0.08878294298213399,-0.08978061656934207,-0.1556712683372036,0.14121497916001938,-0.12272594245327284,-0.2639409216132922
chr9,19379343,19379844,H4K16ac_loss_000112,0.03431493543950978,-0.02045494716423015,0.16707960559341484,-0.07097695773084482,0.0069299941376398146,0.04805132393128501,0.04112132979364519
chr2,231612636,231613137,H4K16ac_loss_000113,0.037740418016390054,-0.04342619143054633,0.13604037945870748,0.1100238502748727,-0.0028428867070781384,0.12303211486679008,0.12587500157386822
chr2,108967111,108967612,H4K16ac_loss_000114,0.19523045539385647,0.03757214407062905,-0.07745727353883598,0.028995527824509645,0.11640129973224277,-0.024230872857163167,-0.14063217258940594
chr14,103528912,103529413,H4K16ac_loss_000115,0.11556055198773042,0.3774441168782954,0.2465982837658264,-0.08395149387017696,0.2465023344330129,0.08132339494782473,-0.16517893948518816
chr9,95031350,95031851,H4K16ac_loss_000116,-0.015594820010507417,0.08127363862287618,0.3449897900104761,-0.08082126585502705,0.03283940930618438,0.1320842620777245,0.09924485277154012
chr12,6228794,6229295,H4K16ac_loss_000117,0.006454951462601711,0.045495641304406816,-0.15180500551403878,0.053403291457189535,0.025975296383504265,-0.049200857028424624,-0.07517615341192889
chr19,7903514,7904015,H4K16ac_loss_000118,-0.020143598345983886,0.19567022906121856,0.3031779474424507,0.10045610513619915,0.08776331535761733,0.2018170262893249,0.11405371093170757
chr1,39192021,39192522,H4K16ac_loss_000119,0.14231196490902745,0.06242157870572722,0.48385491010969034,0.1762346952164661,0.10236677180737733,0.33004480266307823,0.2276780308557009
chr8,22693278,22693779,H4K16ac_loss_000120,0.041585906336229,0.1497747931562498,0.10990203461961118,-0.007889684077776122,0.0956803497462394,0.051006175270917525,-0.044674174475321876
chr19,1591939,1592440,H4K16ac_loss_000121,0.0527604386199288,0.06876118534882208,-0.06752130094759479,-0.03171959674049042,0.06076081198437544,-0.049620448844042604,-0.11038126082841804
chr20,34302516,34303017,H4K16ac_loss_000122,-0.10262583188495103,0.14218610543209292,-0.004652819898306669,0.045426422756113215,0.019780136773570947,0.020386801428903274,0.0006066646553323264
chr12,52280608,52281109,H4K16ac_loss_000123,-0.10388999523041015,0.0834050325903588,-0.20069588964689752,0.0035947328609992526,-0.010242481320025677,-0.09855057839294913,-0.08830809707292345
chr9,129413988,129414489,H4K16ac_loss_000124,-0.07290270766931142,0.1798532713955629,-0.09125779310386338,0.07055938573267884,0.05347528186312574,-0.010349203685592272,-0.063824485548718
chr1,45326813,45327314,H4K16ac_loss_000125,-0.07692138325727867,0.1909360902861668,0.22570839616564844,0.06714277076135257,0.05700735351444406,0.1464255834635005,0.08941822994905646
chr9,97921414,97921915,H4K16ac_loss_000126,0.036462246122474444,-0.09286322731695727,-0.19593021692986973,-0.007569994480012657,-0.028200490597241414,-0.1017501057049412,-0.07354961510769978
chr5,181184265,181184766,H4K16ac_loss_000127,0.11411227827181597,0.07947524355914065,0.16902367165033333,-0.08642450363157753,0.09679376091547831,0.0412995840093779,-0.05549417690610041
chr17,18183112,18183613,H4K16ac_loss_000128,-0.055662208811162475,0.33688360600436695,0.1491908002365938,0.14521129917122885,0.14061069859660225,0.14720104970391135,0.0065903511073091
chr11,119101760,119102261,H4K16ac_loss_000129,0.018004355476258282,0.05134593880923089,0.39542870367774946,0.04272215492640456,0.03467514714274458,0.21907542930207702,0.18440028215933243
chr13,44281110,44281611,H4K16ac_loss_000130,-0.002244410255622721,0.019669530649266083,-0.06928872144195491,-0.035311597624343785,0.008712560196821682,-0.05230015953314935,-0.061012719729971035
chr20,48828449,48828950,H4K16ac_loss_000131,-0.038377405272540216,0.05820840303442197,0.24785797943374116,-0.04743727067199177,0.009915498880940878,0.1002103543808747,0.09029485549993382
chr9,35072224,35072725,H4K16ac_loss_000132,0.014212946896394808,-0.012966963436506584,0.76359265934148,-0.10865690711580826,0.0006229917299441119,0.3274678761128359,0.3268448843828918
chr5,91314093,91314594,H4K16ac_loss_000133,-0.03880451715173955,0.10481786707828859,-0.04064218396555164,-0.09502595852681263,0.03300667496327452,-0.06783407124618213,-0.10084074620945666
chr7,151081414,151081915,H4K16ac_loss_000134,-0.05031887685764812,0.08052439185346434,-0.060446314707011756,-0.06185444921046912,0.015102757497908112,-0.06115038195874044,-0.07625313945664855
chr16,68085185,68085686,H4K16ac_loss_000135,0.1454565964022023,0.21948755774907247,0.19818312170619737,0.12698079319949634,0.1824720770756374,0.16258195745284687,-0.019890119622790525
chr19,2462580,2463081,H4K16ac_loss_000136,-0.1260756817228066,0.11624380596773978,-0.13508520511809938,0.19027798231728302,-0.004915937877533402,0.02759638859959182,0.03251232647712522
chr4,52712645,52713146,H4K16ac_loss_000137,0.20804866056093674,0.1148149772378023,0.11031022495376373,-0.08350375563858035,0.16143181889936953,0.01340323465759169,-0.14802858424177784
chr6,111793648,111794149,H4K16ac_loss_000138,0.009828814530295289,0.029222554406392837,-0.10003835306374613,0.15487127037283904,0.019525684468344063,0.027416458654546456,0.007890774186202393
chr22,41367025,41367526,H4K16ac_loss_000139,0.2949080571026621,0.019910728168987972,0.15382351755478724,0.40719380102560904,0.15740939263582504,0.28050865929019814,0.1230992666543731
chr3,14124339,14124840,H4K16ac_loss_000140,0.04755373815160074,-0.0461460916834796,0.06727482670706189,-0.015626687374330327,0.0007038232340605688,0.02582406966636578,0.02512024643230521
chr7,131008067,131008568,H4K16ac_loss_000141,-0.029664146191553917,0.11371753589638663,0.1797277926060254,-0.0491452984467238,0.042026694852416356,0.0652912470796508,0.02326455222723444
chr12,114684665,114685166,H4K16ac_loss_000142,-0.04597257329578588,0.12893149551346214,0.005642822729851196,-0.03752764887334463,0.04147946110883813,-0.015942413071746715,-0.05742187418058484
chr2,134677291,134677792,H4K16ac_loss_000143,0.12896153236137045,-0.11127686782362695,-0.06798158467053891,-0.060380647048175695,0.008842332268871753,-0.0641811158593573,-0.07302344812822906
chr6,34391187,34391688,H4K16ac_loss_000144,0.024123526247080692,0.14125060557830194,0.025734504911595,0.1490375662516215,0.08268706591269132,0.08738603558160826,0.004698969668916947
chr19,4246863,4247364,H4K16ac_loss_000145,-0.026240496357118417,0.09594161753280613,0.6608976979931434,0.08906480232755581,0.03485056058784385,0.37498125016034956,0.3401306895725057
chr5,135263550,135264051,H4K16ac_loss_000146,0.03415469055625418,0.21855312159020981,0.34559579161990306,0.02878094662702131,0.126353906073232,0.18718836912346218,0.060834463050230186
chr15,74889972,74890473,H4K16ac_loss_000147,-0.1912916711310367,-0.16952701576217682,0.11183109460119715,-0.1476953496334855,-0.18040934344660675,-0.017932127516144168,0.16247721593046258
chr20,62387028,62387529,H4K16ac_loss_000148,0.0029463839313822117,0.03653475266700971,-0.13569414064923893,0.0728443444440673,0.01974056829919596,-0.031424898102585815,-0.051165466401781774
chr20,63740822,63741323,H4K16ac_loss_000149,-0.054169518501310056,0.20108415277120834,0.036216214120744945,-0.040305165908561494,0.07345731713494914,-0.0020444758939082742,-0.07550179302885741
chr7,45110913,45111414,H4K16ac_loss_000150,0.002588835684303752,0.053114115505789136,0.024276570496920814,-0.03903650979096899,0.027851475595046443,-0.007379969647024087,-0.03523144524207053
chr6,149749118,149749619,H4K16ac_loss_000151,0.035796581657822735,0.1767293334624427,0.45184088235129855,0.12011337024485041,0.10626295756013272,0.2859771262980745,0.17971416873794177
chr8,22599186,22599687,H4K16ac_loss_000152,-0.021524405608812493,0.010479631903441903,0.11409114622427317,0.06438846413246886,-0.005522386852685295,0.08923980517837102,0.09476219203105632
