gene_id,Gene,chr,start,end,strand
ENSG00000184678.11,H2BC21,chr1,149884458,149886682,-
ENSG00000223658.8,C1GALT1C1L,chr2,43675150,43676429,-
ENSG00000289763.1,ENSG00000289763,chr3,10249041,10249366,+
ENSG00000005073.7,HOXA11,chr7,27181156,27185253,-
ENSG00000277075.4,H2AC8,chr6,26216920,26218515,+
ENSG00000188483.8,IER5L,chr9,129175551,129178261,-
ENSG00000274049.4,INO80B-WBP1,chr2,74455087,74460884,+
ENSG00000115274.16,INO80B,chr2,74455077,74457958,+
ENSG00000114315.6,HES1,chr3,194136138,194138732,+
ENSG00000288859.2,H2AC19,chr1,149851060,149851652,+
ENSG00000169976.7,SF3B5,chr6,144094883,144095573,-
ENSG00000117394.26,SLC2A1,chr1,42925352,42958904,-
ENSG00000131188.14,PRR7,chr5,177446444,177456291,+
ENSG00000179041.4,RRS1,chr8,66429013,66430733,+
ENSG00000176714.12,CCDC121,chr2,27625534,27629018,-
ENSG00000135211.8,TMEM60,chr7,77793727,77799723,-
ENSG00000203811.2,H3C14,chr1,149840686,149841208,-
ENSG00000158525.16,CPA5,chr7,130344815,130368730,+
ENSG00000178826.13,TMEM139,chr7,143279936,143288240,+
ENSG00000115317.15,HTRA2,chr2,74529273,74533966,+
ENSG00000225556.3,C2CD4D,chr1,151837817,151840557,-
ENSG00000117407.19,ARTN,chr1,43933271,43937244,+
ENSG00000167011.10,NAT16,chr7,101170495,101180301,-
ENSG00000278637.3,H4C1,chr6,26021648,26022847,+
ENSG00000115661.16,STK16,chr2,219245211,219250339,+
ENSG00000171604.14,CXXC5,chr5,139646374,139683882,+
ENSG00000196866.3,H2AC7,chr6,26198783,26199293,-
ENSG00000277775.2,H3C7,chr6,26250141,26250635,-
ENSG00000188643.13,S100A16,chr1,153606881,153614012,-
ENSG00000189143.10,CLDN4,chr7,73799541,73832690,+
ENSG00000278677.2,H2AC17,chr6,27892698,27893185,-
ENSG00000186577.16,SMIM29,chr6,34245864,34249113,-
ENSG00000275221.3,H2AC15,chr6,27835507,27838375,-
ENSG00000105991.11,HOXA1,chr7,27092992,27096039,-
ENSG00000130222.13,GADD45G,chr9,89604938,89609775,+
ENSG00000168672.6,LRATD2,chr8,126552438,126558484,-
ENSG00000136908.20,DPM2,chr9,127935089,127937879,-
ENSG00000239779.9,WBP1,chr2,74458262,74461077,+
ENSG00000143570.21,SLC39A1,chr1,153959098,153968667,-
ENSG00000275126.2,H4C13,chr6,27873147,27873534,-
ENSG00000284733.2,OR4F29,chr1,450739,451678,-
ENSG00000196196.3,HRCT1,chr9,35906201,35907136,+
ENSG00000293584.1,ENSG00000293584,chr2,111121152,111123765,+
ENSG00000284042.1,TAF11L6,chr5,17528668,17529265,+
ENSG00000152518.10,ZFP36L2,chr2,43221824,43226612,-
ENSG00000284662.2,OR4F16,chr1,685715,686654,-
ENSG00000183891.8,TTC32,chr2,19896630,19902282,-
ENSG00000276180.3,H4C9,chr6,27139281,27140640,+
ENSG00000168298.7,H1-4,chr6,26156328,26157115,+
ENSG00000165802.25,NSMF,chr9,137447569,137459576,-
ENSG00000145040.4,UCN2,chr3,48561717,48563781,-
ENSG00000164032.14,H2AZ1,chr4,99948050,99950540,-
ENSG00000159884.13,CCDC107,chr9,35658276,35661524,+
ENSG00000272031.4,ANKRD34A,chr1,145959440,145964575,-
ENSG00000173080.6,RXFP4,chr1,155941637,155943087,+
ENSG00000121966.8,CXCR4,chr2,136114348,136119177,-
ENSG00000160050.18,CCDC28B,chr1,32200382,32205453,+
ENSG00000179010.18,MRFAP1,chr4,6640090,6642731,+
ENSG00000164620.11,RELL2,chr5,141636949,141641065,+
ENSG00000054148.20,PHPT1,chr9,136847993,136851043,+
ENSG00000163874.13,ZC3H12A,chr1,37474495,37484379,+
ENSG00000050344.11,NFE2L3,chr7,26152189,26190901,+
ENSG00000186603.7,HPDL,chr1,45326894,45328710,+
ENSG00000187514.19,PTMA,chr2,231706894,231713552,+
ENSG00000169241.21,SLC50A1,chr1,155135343,155138857,+
ENSG00000005448.19,WDR54,chr2,74421476,74425770,+
ENSG00000168264.14,IRF2BP2,chr1,234602294,234610189,-
ENSG00000157778.11,PSMG3,chr7,1567331,1571078,-
ENSG00000215717.9,TMEM167B,chr1,109090361,109096935,+
ENSG00000128524.6,ATP6V1F,chr7,128862815,128865849,+
ENSG00000169228.16,RAB24,chr5,177301197,177303766,-
ENSG00000196787.5,H2AC11,chr6,27133042,27135292,+
ENSG00000287080.2,H3C3,chr6,26045383,26045869,+
ENSG00000187186.17,ENSG00000187186,chr9,34664162,34666122,-
ENSG00000148229.15,POLE3,chr9,113407231,113410723,-
ENSG00000106003.14,LFNG,chr7,2512528,2529177,+
ENSG00000164967.12,RPP25L,chr9,34610485,34612605,-
ENSG00000138085.20,ATRAID,chr2,27212011,27217178,+
ENSG00000204628.14,RACK1,chr5,181235390,181248096,-
ENSG00000233198.5,RNF224,chr9,137226907,137229640,+
ENSG00000282988.2,ENSG00000282988,chr6,26195594,26199293,-
ENSG00000284234.1,TAF11L5,chr5,17525234,17525831,+
ENSG00000230178.1,OR4F3,chr5,181367267,181368262,+
ENSG00000284356.1,TAF11L10,chr5,17597231,17597828,-
ENSG00000284976.2,ENSG00000284976,chr9,137217493,137219361,+
ENSG00000169230.12,PRELID1,chr5,177303786,177306958,+
ENSG00000283988.1,TAF11L9,chr5,17593797,17594394,-
ENSG00000213347.13,MXD3,chr5,177301460,177312757,-
ENSG00000124762.17,CDKN1A,chr6,36676440,36688042,+
ENSG00000217236.3,SP9,chr2,174334947,174338707,+
ENSG00000137133.13,HINT2,chr9,35812959,35815354,-
ENSG00000284283.1,TAF11L4,chr5,17521800,17522397,+
ENSG00000244187.10,TMEM141,chr9,136791302,136793317,+
ENSG00000106333.15,PCOLCE,chr7,100602320,100608175,+
ENSG00000075618.20,FSCN1,chr7,5592805,5606656,+
ENSG00000157593.21,SLC35B2,chr6,44253871,44257890,-
ENSG00000176410.8,DNAJC30,chr7,73680917,73683453,-
ENSG00000034510.8,TMSB10,chr2,84904922,84906680,+
ENSG00000187678.12,SPRY4,chr5,142310419,142326455,-
ENSG00000214022.14,REPIN1,chr7,150368066,150374045,+
ENSG00000158050.8,DUSP2,chr2,96143165,96145447,-
ENSG00000275713.3,H2BC9,chr6,26251613,26252075,+
ENSG00000198755.13,RPL10A,chr6,35468365,35470786,+
ENSG00000213689.14,TREX1,chr3,48465810,48467645,+
ENSG00000176101.14,SSNA1,chr9,137188639,137190371,+
ENSG00000077454.19,LRCH4,chr7,100574010,100586236,-
ENSG00000185130.7,H2BC13,chr6,27805408,27807936,-
ENSG00000198517.12,MAFK,chr7,1530686,1543049,+
ENSG00000172936.20,MYD88,chr3,38138551,38143024,+
ENSG00000159377.13,PSMB4,chr1,151399555,151401941,+
ENSG00000176402.6,GJC3,chr7,99923265,99929620,-
ENSG00000160789.27,LMNA,chr1,156082571,156140085,+
ENSG00000188060.9,RAB42,chr1,28592199,28596280,+
ENSG00000127377.11,CRYGN,chr7,151428292,151440813,-
ENSG00000189433.9,GJB4,chr1,34759739,34763724,+
ENSG00000164442.13,CITED2,chr6,139370965,139375909,-
ENSG00000135637.17,CCDC142,chr2,74471956,74483408,-
ENSG00000197409.9,H3C4,chr6,26195163,26197286,-
ENSG00000136710.12,VMA22,chr2,130337921,130342699,-
ENSG00000142684.10,ZNF593,chr1,26169891,26170873,+
ENSG00000107175.14,CREB3,chr9,35732295,35738887,+
ENSG00000115828.19,QPCT,chr2,37342826,37373323,+
ENSG00000137309.23,HMGA1,chr6,34235617,34246236,+
ENSG00000115325.16,DOK1,chr2,74548874,74557554,+
ENSG00000115307.19,AUP1,chr2,74526635,74529966,-
ENSG00000114383.12,TUSC2,chr3,50320026,50328251,-
ENSG00000197153.5,H3C12,chr6,27890314,27893106,-
ENSG00000106290.18,TAF6,chr7,100106875,100127187,-
ENSG00000198885.12,ITPRIPL1,chr2,96324976,96330517,+
ENSG00000124659.7,TBCC,chr6,42744497,42746103,-
ENSG00000164405.13,UQCRQ,chr5,132866622,132868847,+
ENSG00000164897.16,TMUB1,chr7,151081081,151083533,-
ENSG00000176125.7,UFSP1,chr7,100888720,100889715,-
ENSG00000166508.21,MCM7,chr7,100092232,100101940,-
ENSG00000142871.20,CCN1,chr1,85580115,85584589,+
ENSG00000087085.18,ACHE,chr7,100889992,100897022,-
ENSG00000173334.5,TRIB1,chr8,125430151,125438957,+
ENSG00000183718.8,TRIM52,chr5,181254076,181262068,-
ENSG00000168875.3,SOX14,chr3,137764314,137766334,+
ENSG00000197576.16,HOXA4,chr7,27127886,27130780,-
ENSG00000172354.12,GNB2,chr7,100673476,100679174,+
ENSG00000164898.14,FMC1,chr7,139339456,139347031,+
ENSG00000198142.5,SOWAHC,chr2,109614363,109618990,+
ENSG00000187608.11,ISG15,chr1,1001137,1014540,+
ENSG00000171421.15,MRPL36,chr5,1793018,1802029,-
ENSG00000162783.11,IER5,chr1,181088699,181092900,+
ENSG00000068001.16,HYAL2,chr3,50313395,50324687,-
ENSG00000142669.17,SH3BGRL3,chr1,26279127,26281522,+
ENSG00000117410.16,ATP6V0B,chr1,43974486,43978299,+
ENSG00000281406.4,BLACAT1,chr1,205434851,205457390,-
ENSG00000155366.19,RHOC,chr1,112699764,112707897,-
ENSG00000123989.17,CHPF,chr2,219538948,219543818,-
ENSG00000136802.14,LRRC8A,chr9,128882119,128918042,+
ENSG00000158604.18,TMED4,chr7,44576391,44582309,-
ENSG00000122566.25,HNRNPA2B1,chr7,26169260,26201529,-
ENSG00000164850.18,GPER1,chr7,1082207,1094516,+
ENSG00000134222.18,PSRC1,chr1,109279052,109284107,-
ENSG00000146826.19,TRAPPC14,chr7,100154419,100158737,-
ENSG00000174721.11,FGFBP3,chr10,91906495,91909506,-
ENSG00000165171.13,METTL27,chr7,73832678,73842540,-
ENSG00000289761.1,ENSG00000289761,chr4,41143021,41143099,-
ENSG00000105808.21,RASA4,chr7,102579645,102616779,-
ENSG00000116586.14,LAMTOR2,chr1,156053915,156058817,+
ENSG00000143320.11,CRABP2,chr1,156699591,156708094,-
ENSG00000143314.14,MRPL24,chr1,156737291,156741590,-
ENSG00000126088.16,UROD,chr1,45010949,45015577,+
ENSG00000170667.18,RASA4B,chr7,102479975,102517800,-
ENSG00000115129.16,TP53I3,chr2,24077432,24085861,-
ENSG00000197461.15,PDGFA,chr7,497257,520705,-
ENSG00000160691.21,SHC1,chr1,154962283,154974452,-
ENSG00000152669.10,CCNO,chr5,55231151,55233649,-
ENSG00000143947.17,RPS27A,chr2,55229446,55236649,+
ENSG00000214253.11,FIS1,chr7,101239457,101252321,-
ENSG00000106330.14,MOSPD3,chr7,100612101,100616004,+
ENSG00000183598.4,H3C13,chr1,149813224,149813693,-
ENSG00000253368.6,TRNP1,chr1,26993648,27002812,+
ENSG00000144579.11,CTDSP1,chr2,218397135,218405942,+
ENSG00000176269.4,OR4F21,chr8,166085,167024,-
ENSG00000143878.10,RHOB,chr2,20447073,20449440,+
ENSG00000164104.14,HMGB2,chr4,173331375,173335152,-
ENSG00000175283.8,DOLK,chr9,128945529,128947603,-
ENSG00000162892.16,IL24,chr1,206897442,206904139,+
ENSG00000228672.4,PROB1,chr5,139390591,139395104,-
ENSG00000143578.18,CREB3L4,chr1,153963718,153974366,+
ENSG00000125347.17,IRF1,chr5,132440439,132508719,-
ENSG00000106351.15,AGFG2,chr7,100539168,100569429,+
ENSG00000183386.13,FHL3,chr1,37994393,38006380,-
ENSG00000137285.12,TUBB2B,chr6,3223323,3231730,-
ENSG00000062582.16,MRPS24,chr7,43866555,43869893,-
ENSG00000176087.18,SLC35A4,chr5,140564439,140569215,+
ENSG00000293600.3,ENSG00000293600,chr5,140564439,140569215,+
ENSG00000270276.3,H4C15,chr1,149854044,149861159,-
ENSG00000163121.12,NEURL3,chr2,96497643,96508153,-
ENSG00000178896.11,EXOSC4,chr8,144078559,144081408,+
ENSG00000167106.14,EEIG1,chr9,127939490,127981075,-
ENSG00000148335.17,NTMT1,chr9,129587809,129636744,+
ENSG00000143409.20,MINDY1,chr1,150995124,151008376,-
ENSG00000189266.15,PNRC2,chr1,23956838,23963776,+
ENSG00000310560.3,PAXX,chr9,136992399,136994074,+
ENSG00000188186.12,LAMTOR4,chr7,100148887,100155945,+
ENSG00000197958.15,RPL12,chr9,127447421,127452094,-
ENSG00000142937.14,RPS8,chr1,44775250,44779124,+
ENSG00000153234.18,NR4A2,chr2,156324431,156342348,-
ENSG00000133048.15,CHI3L1,chr1,203176895,203186800,-
ENSG00000162511.10,LAPTM5,chr1,30732458,30757855,-
ENSG00000173207.15,CKS1B,chr1,154974640,154979256,+
ENSG00000270882.3,H4C14,chr1,149832656,149839767,+
ENSG00000178149.19,DALRD3,chr3,49015473,49022293,-
ENSG00000078579.10,FGF20,chr8,16992165,17002352,-
ENSG00000119335.20,SET,chr9,128683423,128696400,+
ENSG00000270170.2,NCBP2AS2,chr3,196942673,196943543,+
ENSG00000172215.8,CXCR6,chr3,45940914,45948640,+
ENSG00000106538.12,RARRES2,chr7,150338313,150342144,-
ENSG00000291317.3,TMEM276,chr8,144463816,144466890,-
ENSG00000197355.13,UAP1L1,chr9,137077469,137084544,+
ENSG00000179774.9,ATOH7,chr10,68230594,68232113,-
ENSG00000285779.1,ENSG00000285779,chr1,153959150,153975887,-
ENSG00000158246.9,TENT5B,chr1,27000132,27012884,-
ENSG00000170469.13,SPATA24,chr5,139396562,139404094,-
ENSG00000184492.7,FOXD4L1,chr2,113498664,113501150,+
ENSG00000138435.16,CHRNA1,chr2,174747591,174787935,-
ENSG00000169242.14,EFNA1,chr1,155127451,155134899,+
ENSG00000012171.22,SEMA3B,chr3,50267506,50277573,+
ENSG00000106336.15,FBXO24,chr7,100583981,100601117,+
ENSG00000162543.8,UBXN10,chr1,20183292,20196050,+
ENSG00000147571.7,CRH,chr8,66175906,66178632,-
ENSG00000118960.15,HS1BP3,chr2,20560447,20651158,-
ENSG00000048162.24,NOP16,chr5,176383932,176389007,-
ENSG00000142627.15,EPHA2,chr1,16124336,16156141,-
ENSG00000168899.7,VAMP5,chr2,85584396,85593421,+
ENSG00000188042.9,ARL4C,chr2,234493040,234497095,-
ENSG00000177954.16,RPS27,chr1,153990748,153992344,+
ENSG00000095739.13,BAMBI,chr10,28677509,28684890,+
ENSG00000143543.17,JTB,chr1,153974268,153978011,-
ENSG00000179085.10,DPM3,chr1,155138456,155140595,-
ENSG00000198055.13,GRK6,chr5,177403203,177442901,+
ENSG00000143590.16,EFNA3,chr1,155078822,155087538,+
ENSG00000143443.11,C1orf56,chr1,151047745,151051986,+
ENSG00000168894.12,RNF181,chr2,85595619,85598589,+
ENSG00000271810.5,ENSG00000271810,chr1,112702613,112711433,-
ENSG00000197070.16,ARRDC1,chr9,137605618,137617859,+
ENSG00000138135.7,CH25H,chr10,89205628,89207317,-
ENSG00000144063.6,MALL,chr2,110083869,110116075,-
ENSG00000180667.11,YOD1,chr1,207043848,207052980,-
ENSG00000178403.4,NEUROG2,chr4,112513515,112516180,-
ENSG00000197191.7,CYSRT1,chr9,137225173,137226315,+
ENSG00000283967.1,TAF11L8,chr5,17590363,17590960,-
ENSG00000135245.12,HILPDA,chr7,128455824,128458423,+
ENSG00000075426.14,FOSL2,chr2,28392447,28417317,+
ENSG00000069812.13,HES2,chr1,6412417,6424690,-
ENSG00000136918.10,WDR38,chr9,124853265,124859596,+
ENSG00000215845.13,TSTD1,chr1,161037618,161039118,-
ENSG00000115844.12,DLX2,chr2,172099437,172102909,-
ENSG00000197747.11,S100A10,chr1,151981696,151993891,-
ENSG00000106244.15,PDAP1,chr7,99392047,99408831,-
ENSG00000136718.12,IMP4,chr2,130342402,130348550,+
ENSG00000189077.13,TMEM120A,chr7,75973303,75994669,-
ENSG00000106367.17,AP1S1,chr7,101154351,101161596,+
ENSG00000123975.7,CKS2,chr9,89311154,89316715,+
ENSG00000136942.17,RPL35,chr9,124857872,124862017,-
ENSG00000182154.9,MRPL41,chr9,137550423,137552555,+
ENSG00000005075.18,POLR2J,chr7,102473109,102478936,-
ENSG00000116717.14,GADD45A,chr1,67685047,67691165,+
ENSG00000019549.14,SNAI2,chr8,48917283,48921740,-
ENSG00000164690.8,SHH,chr7,155799979,155812463,-
ENSG00000143575.18,HAX1,chr1,154272325,154275882,+
ENSG00000106236.6,NPTX2,chr7,98617253,98629870,+
ENSG00000124688.16,MAD2L1BP,chr6,43629493,43640960,+
ENSG00000165655.18,ZNF503,chr10,75397829,75402399,-
ENSG00000175756.16,AURKAIP1,chr1,1373709,1375521,-
ENSG00000205236.6,ENSG00000205236,chr7,102582522,102642869,-
ENSG00000187616.6,MYMK,chr9,133514585,133528612,-
ENSG00000119403.17,PHF19,chr9,120854421,120894903,-
ENSG00000166925.11,TSC22D4,chr7,100466507,100479257,-
ENSG00000106400.14,ZNHIT1,chr7,101218116,101224195,+
ENSG00000197982.15,C1orf122,chr1,37806978,37809886,+
ENSG00000288608.1,ENSG00000288608,chr7,151061927,151061978,+
ENSG00000164896.23,FASTK,chr7,151076584,151080881,-
ENSG00000228049.9,POLR2J2,chr7,102665367,102671752,-
ENSG00000290230.1,ENSG00000290230,chr8,144078641,144084330,+
ENSG00000132467.4,UTP3,chr4,70688531,70690551,+
ENSG00000106077.21,ABHD11,chr7,73736090,73738864,-
ENSG00000186130.7,ZBTB6,chr9,122908052,122913333,-
ENSG00000006606.10,CCL26,chr7,75769532,75789896,-
ENSG00000181449.4,SOX2,chr3,181711924,181714436,+
ENSG00000256671.8,LIMS4,chr2,110445882,110473075,-
ENSG00000160401.16,CFAP157,chr9,127706978,127716002,+
ENSG00000163499.14,CRYBA2,chr2,218990188,218994270,-
ENSG00000075624.19,ACTB,chr7,5526408,5563902,-
ENSG00000286522.3,H3C2,chr6,26028849,26032102,-
ENSG00000115204.17,MPV17,chr2,27309485,27325680,-
ENSG00000187713.7,TMEM203,chr9,137204081,137205648,-
ENSG00000038274.20,MAT2B,chr5,163503108,163519588,+
ENSG00000256977.14,LIMS3,chr2,109898427,109925625,+
ENSG00000188910.10,GJB3,chr1,34781174,34786369,+
ENSG00000227268.5,KLLN,chr10,87859157,87863533,-
ENSG00000131187.13,F12,chr5,177402132,177416583,-
ENSG00000205808.7,PLPP6,chr9,4662293,4665258,+
ENSG00000106397.14,PLOD3,chr7,101205976,101219968,-
ENSG00000164051.16,CCDC51,chr3,48432163,48440456,-
ENSG00000272899.5,SPMIP1,chr7,128866329,128872047,+
ENSG00000137135.20,ARHGEF39,chr9,35658873,35675866,-
ENSG00000148444.18,COMMD3,chr10,22315979,22320430,+
ENSG00000173846.16,PLK3,chr1,44799914,44805995,+
ENSG00000117308.17,GALE,chr1,23795598,23800804,-
ENSG00000286095.4,SPEGNB,chr2,219496128,219498287,+
ENSG00000160051.14,IQCC,chr1,32205637,32208688,+
ENSG00000125611.17,CHCHD5,chr2,112584239,112589275,+
ENSG00000162244.14,RPL29,chr3,51993521,51996021,-
ENSG00000136271.13,DDX56,chr7,44565415,44575388,-
ENSG00000114388.16,NPRL2,chr3,50347329,50350826,-
ENSG00000112514.20,CUTA,chr6,33416441,33418381,-
ENSG00000113140.13,SPARC,chr5,151661095,151687352,-
ENSG00000122644.15,ARL4A,chr7,12686601,12692543,+
ENSG00000107185.12,RGP1,chr9,35748612,35759600,+
ENSG00000169962.6,TAS1R3,chr1,1331274,1335314,+
ENSG00000143384.15,MCL1,chr1,150560894,150579738,-
ENSG00000163463.15,KRTCAP2,chr1,155169181,155173475,-
ENSG00000128713.15,HOXD11,chr2,176104215,176109754,+
ENSG00000177494.8,ZBED2,chr3,111592899,111595394,-
ENSG00000116016.16,EPAS1,chr2,46293666,46386702,+
ENSG00000123689.8,G0S2,chr1,209675404,209676390,+
ENSG00000169871.15,TRIM56,chr7,101085233,101097967,+
ENSG00000146083.15,RNF44,chr5,176526699,176543514,-
ENSG00000117036.13,ETV3,chr1,157121190,157138952,-
ENSG00000198435.4,NRARP,chr9,137299630,137302271,-
ENSG00000147955.20,SIGMAR1,chr9,34631715,34637844,-
ENSG00000137193.16,PIM1,chr6,37170151,37175428,+
ENSG00000117318.11,ID3,chr1,23557439,23560586,-
ENSG00000068028.20,RASSF1,chr3,50329781,50340980,-
ENSG00000162496.12,DHRS3,chr1,12563618,12620183,-
ENSG00000179091.7,CYC1,chr8,144095038,144097525,+
ENSG00000125618.20,PAX8,chr2,113215996,113279001,-
ENSG00000164404.10,GDF9,chr5,132861180,132866884,-
ENSG00000188833.12,ENTPD8,chr9,137434361,137441881,-
ENSG00000121851.15,POLR3GL,chr1,145957025,145978849,+
ENSG00000138080.16,EMILIN1,chr2,27078043,27086408,+
ENSG00000114115.13,RBP1,chr3,139517433,139540396,-
ENSG00000067082.17,KLF6,chr10,3775995,3785281,-
ENSG00000114395.13,CYB561D2,chr3,50350833,50358460,+
ENSG00000168476.14,REEP4,chr8,22138006,22141951,-
ENSG00000310650.1,ENSG00000310650,chr8,20255054,20255279,-
ENSG00000124766.7,SOX4,chr6,21593750,21598619,+
ENSG00000126524.14,SBDS,chr7,66987678,66995693,-
ENSG00000074582.17,BCS1L,chr2,218658763,218668759,+
ENSG00000172586.9,CHCHD1,chr10,73782038,73783652,+
ENSG00000127129.12,EDN2,chr1,41478773,41500502,-
ENSG00000106031.9,HOXA13,chr7,27193502,27200091,-
ENSG00000143222.14,UFC1,chr1,161152775,161159368,+
ENSG00000180644.10,PRF1,chr10,70596400,70602788,-
ENSG00000160753.19,RUSC1,chr1,155320738,155331422,+
ENSG00000181016.11,LSMEM1,chr7,112480852,112491418,+
ENSG00000124593.16,ENSG00000124593,chr6,41780348,41790141,+
ENSG00000205208.7,C4orf46,chr4,158666674,158672255,-
ENSG00000148331.14,ASB6,chr9,129634600,129642363,-
ENSG00000196754.15,S100A2,chr1,153560949,153586676,-
ENSG00000164611.15,PTTG1,chr5,160421800,160428748,+
ENSG00000122861.18,PLAU,chr10,73909176,73917501,+
ENSG00000126062.6,TMEM115,chr3,50352819,50359566,-
ENSG00000265972.8,TXNIP,chr1,145992434,145996580,-
ENSG00000117472.12,TSPAN1,chr1,46173779,46196490,+
ENSG00000182180.16,MRPS16,chr10,73248759,73252693,-
ENSG00000163191.8,S100A11,chr1,152032503,152047907,-
ENSG00000181274.8,FRAT2,chr10,97329254,97334729,-
ENSG00000164056.13,SPRY1,chr4,123396753,123407429,+
ENSG00000185127.7,C6orf120,chr6,169702125,169706360,+
ENSG00000115649.18,CNPPD1,chr2,219170703,219182664,-
ENSG00000197093.13,GAL3ST4,chr7,100159243,100168953,-
ENSG00000162894.14,FCMR,chr1,206903266,206923247,-
ENSG00000123454.14,DBH,chr9,133634455,133659329,+
ENSG00000167103.13,PIP5KL1,chr9,127920880,127930823,-
ENSG00000167700.11,SLC33A2,chr8,144508262,144511317,+
ENSG00000174307.8,PHLDA3,chr1,201463857,201469430,-
ENSG00000106245.13,BUD31,chr7,99408609,99419618,+
